     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         2   -0.12240E+00   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         3   -0.68400E-01   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         4   -0.60000E-01   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         5   -0.95500E-01   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         6   -0.55200E-01   -0.25921E+00    0.12212E+00    0.19806E+02    0.56867E+01    0.86394E-01    0.26623E+02
         7   -0.76900E-01   -0.32878E+00    0.12059E+00    0.27148E+02    0.55692E+01    0.89812E-01    0.35979E+02
         8   -0.10770E+01   -0.36639E+00    0.11771E+00    0.81429E+01    0.66370E+01    0.68636E-01    0.92234E+01
         9   -0.36140E+00   -0.36639E+00    0.11771E+00    0.81429E+01    0.66370E+01    0.68636E-01    0.92234E+01
        10   -0.11450E+00   -0.36639E+00    0.11771E+00    0.81429E+01    0.66370E+01    0.68636E-01    0.92234E+01
        11   -0.19680E+00   -0.36639E+00    0.11771E+00    0.81429E+01    0.66370E+01    0.68636E-01    0.92234E+01
        12   -0.84900E-01   -0.36639E+00    0.11771E+00    0.81429E+01    0.66370E+01    0.68636E-01    0.92234E+01
        13   -0.51090E+00   -0.53314E+00    0.11537E+00    0.55683E+02    0.54516E+01    0.94567E-01    0.64949E+02
        14   -0.24870E+00   -0.28984E+00    0.12212E+00    0.12035E+02    0.60435E+01    0.78365E-01    0.15398E+02
        15   -0.42970E+00   -0.28984E+00    0.12212E+00    0.12035E+02    0.60435E+01    0.78365E-01    0.15398E+02
        16   -0.20360E+00   -0.28984E+00    0.12212E+00    0.12035E+02    0.60435E+01    0.78365E-01    0.15398E+02
        17   -0.50170E+00   -0.52769E+00    0.10529E+00    0.19054E+03    0.54649E+01    0.97211E-01    0.14469E+03
        18   -0.37490E+00   -0.34675E+00    0.11669E+00    0.77554E+01    0.67481E+01    0.67124E-01    0.85948E+01
        19   -0.74080E+00   -0.25337E+00    0.12262E+00    0.14667E+02    0.58672E+01    0.82021E-01    0.19370E+02
        20   -0.33500E+00   -0.25337E+00    0.12262E+00    0.14667E+02    0.58672E+01    0.82021E-01    0.19370E+02
        21   -0.37710E+00   -0.28154E+00    0.12160E+00    0.22469E+02    0.56327E+01    0.87887E-01    0.30142E+02
        22   -0.29730E+00   -0.29700E+00    0.12198E+00    0.11709E+02    0.60729E+01    0.77799E-01    0.14894E+02
        23   -0.17380E+00   -0.27153E+00    0.12243E+00    0.13084E+02    0.59620E+01    0.79996E-01    0.17001E+02
        24   -0.24740E+00   -0.27153E+00    0.12243E+00    0.13084E+02    0.59620E+01    0.79996E-01    0.17001E+02
        25   -0.15630E+00   -0.27153E+00    0.12243E+00    0.13084E+02    0.59620E+01    0.79996E-01    0.17001E+02
        26   -0.13960E+00   -0.25890E+00    0.12259E+00    0.14250E+02    0.58895E+01    0.81530E-01    0.18752E+02
        27   -0.24600E+00   -0.25890E+00    0.12259E+00    0.14250E+02    0.58895E+01    0.81530E-01    0.18752E+02
        28   -0.11410E+00   -0.25890E+00    0.12259E+00    0.14250E+02    0.58895E+01    0.81530E-01    0.18752E+02
        29   -0.31450E+00   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        30   -0.17230E+00   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        31   -0.26870E+00   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        32   -0.57740E+00   -0.57598E+00    0.11347E+00    0.70213E+02    0.54400E+01    0.95472E-01    0.76848E+02
        33   -0.50810E+00   -0.28154E+00    0.12160E+00    0.22469E+02    0.56327E+01    0.87887E-01    0.30142E+02
        34   -0.39760E+00   -0.28154E+00    0.12160E+00    0.22469E+02    0.56327E+01    0.87887E-01    0.30142E+02
        35   -0.33830E+00   -0.28338E+00    0.12224E+00    0.12372E+02    0.60153E+01    0.78919E-01    0.15917E+02
        36   -0.64700E+00   -0.29752E+00    0.12128E+00    0.23963E+02    0.56089E+01    0.88582E-01    0.32052E+02
        37   -0.43320E+00   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        38   -0.39430E+00   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        39   -0.68740E+00   -0.25337E+00    0.12262E+00    0.14667E+02    0.58672E+01    0.82021E-01    0.19370E+02
        40   -0.41800E+00   -0.25337E+00    0.12262E+00    0.14667E+02    0.58672E+01    0.82021E-01    0.19370E+02
        41   -0.49870E+00   -0.49050E+00    0.10079E+00    0.34104E+03    0.55122E+01    0.97160E-01    0.19836E+03
        42   -0.46700E-01   -0.31343E+00    0.12164E+00    0.11091E+02    0.61352E+01    0.76634E-01    0.13930E+02
        43   -0.63130E+00   -0.54895E+00    0.11475E+00    0.60099E+02    0.54468E+01    0.94892E-01    0.68719E+02
