     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.83162E-01    0.44864E+00    0.29927E-01   -0.26811E-01   -0.60720E+00
         2   -0.12240E+00   -0.95796E-01    0.49274E+00    0.23423E-01   -0.30991E-01   -0.59510E+00
         3   -0.68400E-01   -0.65229E-01    0.38888E+00    0.15923E-01   -0.22316E-01   -0.58110E+00
         4   -0.60000E-01   -0.68715E-01    0.30164E+00    0.27428E+00   -0.12885E-01   -0.15831E+01
         5   -0.95500E-01   -0.82431E-01    0.33753E+00    0.35410E+00   -0.13600E-01   -0.16939E+01
         6   -0.55200E-01   -0.59495E-01    0.27589E+00    0.23011E+00   -0.12161E-01   -0.15196E+01
         7   -0.76900E-01   -0.95294E-01    0.10135E+01    0.45129E-01   -0.66776E-02    0.40803E+01
         8   -0.10770E+01   -0.10153E+01    0.22091E+01    0.19305E+02   -0.47189E-02    0.31008E+01
         9   -0.36140E+00   -0.53577E+00    0.19613E+01    0.64193E+01   -0.26466E-02    0.31724E+01
        10   -0.19680E+00   -0.21181E+00    0.93907E+00    0.55536E-01   -0.19988E-01   -0.15766E+01
        11   -0.51090E+00   -0.46827E+00    0.18470E+01    0.46570E-01   -0.84708E-02   -0.42563E+01
        12   -0.24870E+00   -0.28356E+00    0.87603E+00    0.19931E+00   -0.14621E+00   -0.10626E+01
        13   -0.42970E+00   -0.39131E+00    0.10102E+01    0.29571E+00   -0.24409E+00   -0.11647E+01
        14   -0.20360E+00   -0.27690E+00    0.86616E+00    0.17684E+00   -0.14193E+00   -0.10380E+01
        15   -0.50170E+00   -0.55008E+00    0.20626E+01    0.80276E-01   -0.86460E-02   -0.57002E+01
        16   -0.37490E+00   -0.38748E+00    0.17432E+01    0.27855E+01   -0.28172E-02    0.22682E+01
        17   -0.74080E+00   -0.63216E+00    0.17503E+01    0.71528E+01   -0.72185E-02   -0.22010E+01
        18   -0.33500E+00   -0.34044E+00    0.14249E+01    0.64652E+00   -0.31388E-02   -0.20852E+01
        19   -0.45320E+00   -0.47745E+00    0.21320E+01    0.21402E+00   -0.14337E-01   -0.12537E+01
        20   -0.37710E+00   -0.37346E+00    0.17201E+01    0.30527E-01   -0.51276E-02   -0.13703E+01
        21   -0.29730E+00   -0.23566E+00    0.10742E+01    0.16571E+00   -0.65215E-02   -0.15473E+01
        22   -0.17380E+00   -0.20569E+00    0.10955E+01    0.19712E+00   -0.74597E-02    0.12780E+00
        23   -0.24740E+00   -0.23774E+00    0.11931E+01    0.36571E+00   -0.10155E-01    0.20100E-01
        24   -0.15630E+00   -0.20483E+00    0.10919E+01    0.19787E+00   -0.73501E-02    0.12730E+00
        25   -0.13960E+00   -0.17546E+00    0.62135E+00    0.25645E+00   -0.77789E-02   -0.33379E+01
        26   -0.24600E+00   -0.19769E+00    0.68532E+00    0.37184E+00   -0.96951E-02   -0.34523E+01
        27   -0.11410E+00   -0.17095E+00    0.60991E+00    0.22480E+00   -0.75558E-02   -0.33052E+01
        28   -0.22910E+00   -0.19055E+00    0.10589E+01    0.12967E+00   -0.78443E-02    0.35180E+00
        29   -0.31450E+00   -0.23596E+00    0.12182E+01    0.23398E+00   -0.13169E-01    0.26840E+00
        30   -0.17230E+00   -0.18281E+00    0.10275E+01    0.13149E+00   -0.69053E-02    0.35030E+00
        31   -0.26870E+00   -0.24773E+00    0.11849E+01    0.15318E+00   -0.75272E-02   -0.92970E+00
        32   -0.57740E+00   -0.54681E+00    0.21574E+01    0.91586E-02   -0.48223E-01   -0.33350E+01
        33   -0.50810E+00   -0.49838E+00    0.22041E+01    0.17116E+00   -0.96792E-02   -0.16810E+01
        34   -0.39760E+00   -0.39518E+00    0.17815E+01    0.22313E-01   -0.31117E-02   -0.18055E+01
        35   -0.33830E+00   -0.31906E+00    0.14078E+01    0.22564E+00   -0.38219E-02   -0.18894E+01
        36   -0.64700E+00   -0.66696E+00    0.20426E+01    0.64810E-01   -0.36873E+00    0.82450E+00
        37   -0.43320E+00   -0.43796E+00    0.24111E+01    0.16376E+00   -0.10998E-01    0.32844E+01
        38   -0.39430E+00   -0.31187E+00    0.18911E+01    0.75690E-01   -0.30210E-02    0.32360E+01
        39   -0.68740E+00   -0.71819E+00    0.17560E+01    0.10697E+02   -0.91856E-02   -0.72190E+00
        40   -0.41800E+00   -0.49929E+00    0.14749E+01    0.61389E+01   -0.41051E-02   -0.60420E+00
        41   -0.49870E+00   -0.55176E+00    0.21666E+01    0.28575E-01   -0.31082E-01   -0.40133E+01
        42   -0.46700E-01   -0.19808E-02    0.45477E+00    0.11733E-01   -0.42331E-02    0.23925E+01
        43   -0.63130E+00   -0.57263E+00    0.20290E+01    0.10181E+00   -0.20870E+00   -0.32140E+00
