     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.80373E-01    0.43700E+00   -0.10938E-03    0.97052E+00   -0.26811E-01   -0.60720E+00   -0.80872E-01
         2   -0.12240E+00   -0.95252E-01    0.48362E+00   -0.12799E-03    0.97685E+00   -0.30991E-01   -0.59510E+00   -0.70076E-01
         3   -0.68400E-01   -0.61027E-01    0.38266E+00   -0.41015E-04    0.98420E+00   -0.22316E-01   -0.58110E+00   -0.89090E-01
         4   -0.60000E-01   -0.52691E-01    0.20727E+00   -0.82012E-03    0.76077E+00   -0.12885E-01   -0.15831E+01   -0.14157E+00
         5   -0.95500E-01   -0.83997E-01    0.21825E+00   -0.15472E-02    0.70308E+00   -0.13600E-01   -0.16939E+01   -0.13942E+00
         6   -0.55200E-01   -0.36378E-01    0.19579E+00   -0.48889E-03    0.79485E+00   -0.12161E-01   -0.15196E+01   -0.14913E+00
         7   -0.76900E-01   -0.12652E+00    0.96674E+00    0.23896E-03    0.10462E+01   -0.66776E-02    0.40803E+01   -0.11187E-01
         8   -0.10770E+01   -0.10759E+01    0.21980E+01   -0.17812E-02    0.37470E+03   -0.47189E-02    0.31008E+01    0.18918E+04
         9   -0.36140E+00   -0.31676E+00    0.19572E+01   -0.19630E-03    0.43184E+02   -0.26466E-02    0.31724E+01    0.72527E+05
        10   -0.19680E+00   -0.21712E+00    0.92766E+00   -0.18630E-03    0.94598E+00   -0.19988E-01   -0.15766E+01   -0.31509E+00
        11   -0.51090E+00   -0.47458E+00    0.18394E+01   -0.69136E-04    0.10477E+01   -0.84708E-02   -0.42563E+01    0.65912E+00
        12   -0.24870E+00   -0.27305E+00    0.84234E+00   -0.44668E-03    0.81956E+00   -0.14621E+00   -0.10626E+01   -0.34801E+00
        13   -0.42970E+00   -0.38200E+00    0.96151E+00   -0.96443E-03    0.74480E+00   -0.24409E+00   -0.11647E+01   -0.35150E+00
        14   -0.20360E+00   -0.26248E+00    0.83609E+00   -0.27997E-03    0.83811E+00   -0.14193E+00   -0.10380E+01   -0.37859E+00
        15   -0.50170E+00   -0.54950E+00    0.20405E+01   -0.17558E-03    0.10836E+01   -0.86460E-02   -0.57002E+01    0.20562E+00
        16   -0.37490E+00   -0.36609E+00    0.17065E+01   -0.53855E-03    0.10357E+00   -0.28172E-02    0.22682E+01   -0.89799E+03
        17   -0.74080E+00   -0.70665E+00    0.17256E+01   -0.26437E-02    0.18817E-01   -0.72185E-02   -0.22010E+01   -0.95137E+05
        18   -0.33500E+00   -0.34211E+00    0.14171E+01   -0.24722E-03    0.52953E+00   -0.31388E-02   -0.20852E+01   -0.95593E+03
        19   -0.45320E+00   -0.43493E+00    0.21509E+01    0.21422E-02    0.80766E+00   -0.14337E-01   -0.12537E+01    0.13894E+01
        20   -0.37710E+00   -0.39746E+00    0.17229E+01    0.94907E-04    0.96994E+00   -0.51276E-02   -0.13703E+01    0.15836E+01
        21   -0.29730E+00   -0.24112E+00    0.10550E+01   -0.19108E-03    0.84745E+00   -0.65215E-02   -0.15473E+01   -0.97209E+00
        22   -0.17380E+00   -0.22678E+00    0.10748E+01   -0.27168E-03    0.82135E+00   -0.74597E-02    0.12780E+00   -0.14938E+01
        23   -0.24740E+00   -0.26685E+00    0.11564E+01   -0.71953E-03    0.69510E+00   -0.10155E-01    0.20100E-01   -0.16790E+01
        24   -0.15630E+00   -0.22284E+00    0.10711E+01   -0.19150E-03    0.82074E+00   -0.73501E-02    0.12730E+00   -0.16825E+01
        25   -0.13960E+00   -0.15577E+00    0.56921E+00   -0.55020E-03    0.77434E+00   -0.77789E-02   -0.33379E+01   -0.41290E+00
        26   -0.24600E+00   -0.19141E+00    0.61201E+00   -0.11548E-02    0.69092E+00   -0.96951E-02   -0.34523E+01   -0.42865E+00
        27   -0.11410E+00   -0.14621E+00    0.56382E+00   -0.34156E-03    0.79905E+00   -0.75558E-02   -0.33052E+01   -0.44313E+00
        28   -0.22910E+00   -0.21374E+00    0.10424E+01   -0.21543E-03    0.87847E+00   -0.78443E-02    0.35180E+00   -0.78408E+00
        29   -0.31450E+00   -0.26807E+00    0.11892E+01   -0.56472E-03    0.79180E+00   -0.13169E-01    0.26840E+00   -0.80175E+00
        30   -0.17230E+00   -0.20288E+00    0.10108E+01   -0.15336E-03    0.87687E+00   -0.69053E-02    0.35030E+00   -0.88451E+00
        31   -0.26870E+00   -0.26086E+00    0.11688E+01   -0.15309E-03    0.85810E+00   -0.75272E-02   -0.92970E+00   -0.14800E+01
        32   -0.57740E+00   -0.56388E+00    0.21590E+01    0.14403E-04    0.99088E+00   -0.48223E-01   -0.33350E+01    0.55272E+00
        33   -0.50810E+00   -0.45209E+00    0.22217E+01    0.22500E-02    0.84286E+00   -0.96792E-02   -0.16810E+01    0.63460E+00
        34   -0.39760E+00   -0.41789E+00    0.17839E+01    0.90278E-04    0.97793E+00   -0.31117E-02   -0.18055E+01    0.76166E+00
        35   -0.33830E+00   -0.32775E+00    0.14007E+01   -0.71056E-04    0.79839E+00   -0.38219E-02   -0.18894E+01   -0.57666E+02
        36   -0.64700E+00   -0.67031E+00    0.20363E+01   -0.70919E-04    0.10669E+01   -0.36873E+00    0.82450E+00    0.13703E+01
        37   -0.43320E+00   -0.46555E+00    0.24202E+01    0.14344E-02    0.84910E+00   -0.10998E-01    0.32844E+01    0.19638E+01
        38   -0.39430E+00   -0.37330E+00    0.18954E+01    0.20093E-03    0.92712E+00   -0.30210E-02    0.32360E+01    0.25818E+01
        39   -0.68740E+00   -0.71223E+00    0.17222E+01   -0.40078E-02    0.11643E+03   -0.91856E-02   -0.72190E+00    0.10414E+03
        40   -0.41800E+00   -0.40143E+00    0.14566E+01   -0.64259E-03    0.39661E+02   -0.41051E-02   -0.60420E+00    0.78569E+03
        41   -0.49870E+00   -0.56512E+00    0.21730E+01    0.50480E-04    0.97183E+00   -0.31082E-01   -0.40133E+01    0.44105E+00
        42   -0.46700E-01   -0.30834E-01    0.46398E+00   -0.53498E-04    0.98834E+00   -0.42331E-02    0.23925E+01   -0.18731E-01
        43   -0.63130E+00   -0.58746E+00    0.20164E+01   -0.12442E-03    0.11071E+01   -0.20870E+00   -0.32140E+00    0.11073E+01
