     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.71384E-01   -0.11088E+02    0.97052E+00    0.59990E+00   -0.21146E+01    0.83679E+02
         2   -0.12240E+00   -0.11171E+00   -0.97537E+01    0.97685E+00    0.61200E+00   -0.18442E+01    0.97611E+02
         3   -0.68400E-01   -0.29213E-01   -0.12505E+02    0.98420E+00    0.62600E+00   -0.23623E+01    0.66035E+02
         4   -0.60000E-01   -0.10039E+00   -0.12278E+02    0.76077E+00    0.16734E+01   -0.17495E+01    0.97351E+02
         5   -0.95500E-01   -0.13852E+00   -0.10801E+02    0.70308E+00    0.17842E+01   -0.15924E+01    0.76719E+02
         6   -0.55200E-01   -0.63171E-01   -0.13848E+02    0.79485E+00    0.16099E+01   -0.19255E+01    0.11943E+03
         7   -0.76900E-01   -0.59423E-01   -0.19700E+02    0.10462E+01    0.23087E+01   -0.11942E+02    0.68375E+02
         8   -0.10770E+01   -0.10856E+01   -0.00000E+00    0.37470E+03    0.17840E+00    0.12613E+00    0.19881E+03
         9   -0.36140E+00   -0.34436E+00   -0.35690E+01    0.43184E+02    0.25000E+00    0.55731E+00    0.17841E+03
        10   -0.11450E+00   -0.15909E+00   -0.93881E+01    0.93601E+00    0.92020E+00   -0.20926E+01    0.13708E+03
        11   -0.19680E+00   -0.19636E+00   -0.82587E+01    0.94598E+00    0.90820E+00   -0.18214E+01    0.16174E+03
        12   -0.84900E-01   -0.11689E+00   -0.10588E+02    0.96256E+00    0.88840E+00   -0.23215E+01    0.11290E+03
        13   -0.51090E+00   -0.52351E+00   -0.33594E+01    0.10477E+01    0.36806E+01   -0.29960E+01    0.18257E+03
        14   -0.24870E+00   -0.26238E+00   -0.98859E+01    0.81956E+00    0.27845E+01   -0.17694E+01    0.16962E+03
        15   -0.42970E+00   -0.33033E+00   -0.86966E+01    0.74480E+00    0.28866E+01   -0.16240E+01    0.24707E+03
        16   -0.20360E+00   -0.22608E+00   -0.11149E+02    0.83811E+00    0.27599E+01   -0.19684E+01    0.16513E+03
        17   -0.50170E+00   -0.51228E+00   -0.14865E+01    0.10836E+01    0.24884E+01   -0.51596E+01    0.11853E+03
        18   -0.37490E+00   -0.47158E+00   -0.73247E+01    0.10357E+00    0.24801E+01   -0.80240E+01    0.34182E+03
        19   -0.74080E+00   -0.69400E+00   -0.00000E+00    0.18817E-01    0.10773E+01   -0.16723E+02    0.27523E+03
        20   -0.33500E+00   -0.36752E+00   -0.47339E+01    0.52953E+00    0.11931E+01   -0.47286E+01    0.19737E+03
        21   -0.45320E+00   -0.45584E+00   -0.00000E+00    0.80766E+00    0.13771E+01   -0.23402E+01    0.13595E+03
        22   -0.37710E+00   -0.39465E+00   -0.22896E+01    0.96994E+00    0.14937E+01   -0.32033E+01    0.96662E+02
        23   -0.17380E+00   -0.22040E+00   -0.72633E+01    0.82135E+00    0.11542E+01   -0.27261E+01    0.81892E+02
        24   -0.24740E+00   -0.25591E+00   -0.63895E+01    0.69510E+00    0.12619E+01   -0.25929E+01    0.98343E+02
        25   -0.15630E+00   -0.19853E+00   -0.81916E+01    0.82074E+00    0.11547E+01   -0.30680E+01    0.81102E+02
        26   -0.13960E+00   -0.15264E+00   -0.10473E+02    0.77434E+00    0.22826E+01   -0.18412E+01    0.48310E+01
        27   -0.24600E+00   -0.21481E+00   -0.92134E+01    0.69092E+00    0.23970E+01   -0.17055E+01    0.60237E+02
        28   -0.11410E+00   -0.11454E+00   -0.11812E+02    0.79905E+00    0.22499E+01   -0.20390E+01    0.24910E+01
        29   -0.22910E+00   -0.19041E+00   -0.76494E+01    0.87847E+00    0.83030E+00   -0.26379E+01    0.84845E+02
        30   -0.31450E+00   -0.22941E+00   -0.67291E+01    0.79180E+00    0.91370E+00   -0.24312E+01    0.11294E+03
        31   -0.17230E+00   -0.16466E+00   -0.86271E+01    0.87687E+00    0.83180E+00   -0.29703E+01    0.77931E+02
        32   -0.26870E+00   -0.22178E+00   -0.92018E+01    0.85810E+00    0.13803E+01   -0.26247E+01    0.19589E+03
        33   -0.57740E+00   -0.60902E+00   -0.22637E+01    0.99088E+00    0.49956E+01   -0.27755E+01    0.13225E+03
        34   -0.50810E+00   -0.54093E+00   -0.00000E+00    0.84286E+00    0.21809E+01   -0.18623E+01    0.24977E+03
        35   -0.33830E+00   -0.27443E+00   -0.79775E+01    0.79839E+00    0.88170E+00   -0.32766E+01    0.29308E+03
        36   -0.64700E+00   -0.56305E+00   -0.19523E+01    0.10669E+01    0.44292E+01   -0.30685E+01    0.66229E+02
        37   -0.43320E+00   -0.46180E+00   -0.00000E+00    0.84910E+00    0.16724E+01   -0.25066E+01    0.10064E+03
        38   -0.39430E+00   -0.42292E+00   -0.16994E+01    0.92712E+00    0.17208E+01   -0.35982E+01    0.77892E+02
        39   -0.68740E+00   -0.67441E+00   -0.00000E+00    0.11643E+03    0.16335E+01   -0.13840E+00    0.17402E+03
        40   -0.41800E+00   -0.39416E+00   -0.39802E+01    0.39661E+02    0.15158E+01   -0.35568E+00    0.12977E+03
        41   -0.49870E+00   -0.56062E+00   -0.15117E+01    0.97183E+00    0.38760E+01   -0.37107E+01    0.88360E+02
        42   -0.46700E-01   -0.53982E-01   -0.18779E+02    0.98834E+00    0.77600E+00   -0.13932E+02    0.14616E+03
        43   -0.63130E+00   -0.57113E+00   -0.16406E+01    0.11071E+01    0.44912E+01   -0.31137E+01    0.53076E+02
