     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.59381E-01    0.43700E+00   -0.18872E-03    0.95610E+00    0.15428E+01
         2   -0.12240E+00   -0.78993E-01    0.48362E+00   -0.22154E-03    0.96548E+00    0.65522E+00
         3   -0.68400E-01   -0.26918E-01    0.38266E+00   -0.70874E-04    0.97640E+00    0.48095E+01
         4   -0.60000E-01   -0.66826E-01    0.20727E+00   -0.14150E-02    0.66356E+00    0.11916E+02
         5   -0.95500E-01   -0.17168E+00    0.21825E+00   -0.26782E-02    0.58954E+00    0.12812E+02
         6   -0.55200E-01   -0.18161E-01    0.19579E+00   -0.84480E-03    0.70864E+00    0.10900E+02
         7   -0.76900E-01   -0.14566E+00    0.96674E+00    0.41292E-03    0.10700E+01    0.32239E+02
         8   -0.10770E+01   -0.10720E+01    0.21980E+01   -0.17812E-02   -0.72531E+04    0.67694E+02
         9   -0.36140E+00   -0.45752E+00    0.19572E+01   -0.33920E-03   -0.28378E+03    0.10149E+03
        10   -0.11450E+00   -0.19780E+00    0.86067E+00   -0.25578E-03    0.90556E+00    0.84046E+01
        11   -0.19680E+00   -0.23228E+00    0.92766E+00   -0.32247E-03    0.92008E+00    0.37860E+01
        12   -0.84900E-01   -0.15790E+00    0.80115E+00   -0.10453E-03    0.94437E+00    0.13790E+02
        13   -0.51090E+00   -0.48799E+00    0.18394E+01   -0.11947E-03    0.10723E+01    0.28477E+02
        14   -0.24870E+00   -0.21488E+00    0.84234E+00   -0.77071E-03    0.74195E+00    0.21521E+02
        15   -0.42970E+00   -0.35232E+00    0.96151E+00   -0.16694E-02    0.64277E+00    0.41973E+01
        16   -0.50170E+00   -0.56496E+00    0.20405E+01   -0.30341E-03    0.11279E+01    0.32482E+02
        17   -0.37490E+00   -0.41468E+00    0.17065E+01   -0.93061E-03    0.33329E-01    0.95356E+02
        18   -0.74080E+00   -0.64812E+00    0.17256E+01   -0.26437E-02    0.25812E-02    0.32913E+02
        19   -0.33500E+00   -0.31622E+00    0.14171E+01   -0.42720E-03    0.38534E+00    0.67137E+02
        20   -0.45320E+00   -0.41534E+00    0.21509E+01    0.21422E-02    0.72584E+00    0.24358E+02
        21   -0.37710E+00   -0.37747E+00    0.17229E+01    0.16400E-03    0.95524E+00    0.62714E+02
        22   -0.29730E+00   -0.23879E+00    0.10550E+01   -0.33019E-03    0.78014E+00    0.30013E+02
        23   -0.17380E+00   -0.22411E+00    0.10748E+01   -0.46876E-03    0.74438E+00    0.53102E+02
        24   -0.15630E+00   -0.21069E+00    0.10711E+01   -0.33090E-03    0.74355E+00    0.53807E+02
        25   -0.13960E+00   -0.14952E+00    0.56921E+00   -0.94931E-03    0.68139E+00    0.12927E+02
        26   -0.24600E+00   -0.25878E+00    0.61201E+00   -0.19989E-02    0.57431E+00    0.60205E+01
        27   -0.11410E+00   -0.11719E+00    0.56382E+00   -0.59022E-03    0.71427E+00    0.13920E+02
        28   -0.22910E+00   -0.21019E+00    0.10424E+01   -0.37170E-03    0.82336E+00    0.49656E+02
        29   -0.31450E+00   -0.33772E+00    0.11892E+01   -0.97752E-03    0.70457E+00    0.29125E+02
        30   -0.17230E+00   -0.18241E+00    0.10108E+01   -0.26501E-03    0.82111E+00    0.55675E+02
        31   -0.26870E+00   -0.26966E+00    0.11688E+01   -0.26453E-03    0.79489E+00    0.31514E+02
        32   -0.57740E+00   -0.61716E+00    0.21590E+01    0.24889E-04    0.98636E+00    0.49118E+01
        33   -0.50810E+00   -0.42455E+00    0.22217E+01    0.22500E-02    0.77381E+00    0.28528E+02
        34   -0.39760E+00   -0.37798E+00    0.17839E+01    0.15600E-03    0.96709E+00    0.77365E+02
        35   -0.33830E+00   -0.31261E+00    0.14007E+01   -0.12279E-03    0.71338E+00    0.48280E+02
        36   -0.64700E+00   -0.55021E+00    0.20363E+01   -0.12255E-03    0.11021E+01    0.31541E+02
        37   -0.43320E+00   -0.52596E+00    0.24202E+01    0.14344E-02    0.78241E+00    0.50893E+02
        38   -0.39430E+00   -0.33009E+00    0.18954E+01    0.34720E-03    0.89270E+00    0.12693E+03
        39   -0.68740E+00   -0.69019E+00    0.17222E+01   -0.40078E-02    0.12562E+04    0.33555E+02
        40   -0.41800E+00   -0.36934E+00    0.14566E+01   -0.11104E-02    0.24977E+03    0.68820E+02
        41   -0.49870E+00   -0.60994E+00    0.21730E+01    0.87230E-04    0.95804E+00    0.97898E+01
        42   -0.46700E-01    0.22057E-02    0.46398E+00   -0.92444E-04    0.98255E+00    0.46094E+02
        43   -0.63130E+00   -0.56568E+00    0.20164E+01   -0.21499E-03    0.11649E+01    0.21140E+02
