     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        16   -0.50170E+00   -0.51287E+00    0.20405E+01   -0.70795E-04    0.17902E-03    0.12846E-03   -0.86460E-02    0.13174E+02
        17   -0.37490E+00   -0.39613E+00    0.17065E+01   -0.21714E-03   -0.50156E-03    0.39715E-04   -0.28172E-02    0.10998E+02
        18   -0.74080E+00   -0.73215E+00    0.17256E+01   -0.30990E-02   -0.35529E-01    0.25124E-02   -0.72185E-02    0.10233E+02
        19   -0.33500E+00   -0.34831E+00    0.14171E+01   -0.35981E-03   -0.48083E-02    0.18038E-02   -0.31388E-02    0.10233E+02
        20   -0.45320E+00   -0.42656E+00    0.21509E+01    0.25111E-02   -0.10046E-01    0.16460E-01   -0.14337E-01    0.99932E+01
        21   -0.37710E+00   -0.36877E+00    0.17229E+01    0.13813E-03   -0.13596E-02    0.24412E-02   -0.51276E-02    0.99932E+01
        22   -0.29730E+00   -0.25983E+00    0.10550E+01   -0.77045E-04   -0.79037E-03    0.11361E-03   -0.65215E-02    0.11372E+02
        23   -0.17380E+00   -0.20721E+00    0.10748E+01   -0.17643E-03   -0.15842E-02    0.30403E-03   -0.74597E-02    0.84333E+01
        24   -0.15630E+00   -0.19590E+00    0.10711E+01   -0.77211E-04   -0.58279E-03    0.11180E-03   -0.73501E-02    0.84333E+01
        25   -0.13960E+00   -0.13780E+00    0.56921E+00   -0.35731E-03   -0.24437E-02    0.29520E-03   -0.77789E-02    0.97278E+01
        26   -0.24600E+00   -0.20719E+00    0.61201E+00   -0.11638E-02   -0.66427E-02    0.75797E-03   -0.96951E-02    0.97278E+01
        27   -0.11410E+00   -0.11779E+00    0.56382E+00   -0.13772E-03   -0.89899E-03    0.11032E-03   -0.75558E-02    0.97278E+01
        28   -0.22910E+00   -0.18562E+00    0.10424E+01   -0.13990E-03   -0.16753E-02    0.31442E-03   -0.78443E-02    0.78189E+01
        29   -0.31450E+00   -0.25700E+00    0.11892E+01   -0.56911E-03   -0.45538E-02    0.81142E-03   -0.13169E-01    0.78189E+01
        30   -0.17230E+00   -0.16801E+00    0.10108E+01   -0.61835E-04   -0.61630E-03    0.11556E-03   -0.69053E-02    0.78189E+01
        31   -0.26870E+00   -0.23791E+00    0.11688E+01   -0.61724E-04   -0.64378E-03    0.11432E-03   -0.75272E-02    0.93367E+01
        32   -0.57740E+00   -0.53941E+00    0.21590E+01    0.58074E-05   -0.11840E-03    0.12285E-03   -0.48223E-01    0.12062E+02
        33   -0.50810E+00   -0.49937E+00    0.22217E+01    0.26375E-02   -0.10656E-01    0.16815E-01   -0.96792E-02    0.12692E+02
        34   -0.39760E+00   -0.44289E+00    0.17839E+01    0.13139E-03   -0.14421E-02    0.24513E-02   -0.31117E-02    0.12692E+02
        35   -0.33830E+00   -0.31955E+00    0.14007E+01   -0.28650E-04   -0.43941E-03    0.11027E-03   -0.38219E-02    0.10904E+02
        36   -0.64700E+00   -0.65966E+00    0.20363E+01   -0.28594E-04   -0.15667E-03    0.12747E-03   -0.36873E+00    0.90596E+01
        37   -0.43320E+00   -0.48202E+00    0.24202E+01    0.16814E-02   -0.10310E-01    0.16877E-01   -0.10998E-01    0.84770E+01
        38   -0.39430E+00   -0.36559E+00    0.18954E+01    0.29243E-03   -0.13953E-02    0.23867E-02   -0.30210E-02    0.84770E+01
        39   -0.68740E+00   -0.69116E+00    0.17222E+01   -0.46980E-02   -0.48580E-01    0.19763E+00   -0.91856E-02    0.99920E+01
        40   -0.41800E+00   -0.37281E+00    0.14566E+01   -0.93523E-03   -0.65746E-02    0.15610E-01   -0.41051E-02    0.99920E+01
        41   -0.49870E+00   -0.53204E+00    0.21730E+01    0.20354E-04    0.16525E-04    0.12166E-03   -0.31082E-01    0.12170E+02
        42   -0.46700E-01   -0.33106E-01    0.46398E+00   -0.21570E-04   -0.90299E-03    0.12269E-03   -0.42331E-02    0.72547E+01
        43   -0.63130E+00   -0.55997E+00    0.20164E+01   -0.50165E-04   -0.12458E-03    0.12985E-03   -0.20870E+00    0.95406E+01
