     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.36156E-01    0.43700E+00   -0.18872E-03    0.95610E+00
         2   -0.12240E+00   -0.53164E-01    0.48362E+00   -0.22154E-03    0.96548E+00
         3   -0.68400E-01   -0.99712E-02    0.38266E+00   -0.70874E-04    0.97640E+00
         4   -0.60000E-01   -0.63250E-01    0.20727E+00   -0.14150E-02    0.66356E+00
         5   -0.95500E-01   -0.16756E+00    0.21825E+00   -0.26782E-02    0.58954E+00
         6   -0.55200E-01   -0.14150E-01    0.19579E+00   -0.84480E-03    0.70864E+00
         7   -0.76900E-01   -0.15156E+00    0.96674E+00    0.41292E-03    0.10700E+01
         8   -0.10770E+01   -0.10680E+01    0.21980E+01   -0.17812E-02   -0.72531E+04
         9   -0.36140E+00   -0.53148E+00    0.19572E+01   -0.33920E-03   -0.28378E+03
        10   -0.11450E+00   -0.17226E+00    0.86067E+00   -0.25578E-03    0.90556E+00
        11   -0.19680E+00   -0.19826E+00    0.92766E+00   -0.32247E-03    0.92008E+00
        12   -0.84900E-01   -0.14180E+00    0.80115E+00   -0.10453E-03    0.94437E+00
        13   -0.51090E+00   -0.46338E+00    0.18394E+01   -0.11947E-03    0.10723E+01
        14   -0.24870E+00   -0.20775E+00    0.84234E+00   -0.77071E-03    0.74195E+00
        15   -0.42970E+00   -0.31633E+00    0.96151E+00   -0.16694E-02    0.64277E+00
        16   -0.50170E+00   -0.54013E+00    0.20405E+01   -0.30341E-03    0.11279E+01
        17   -0.37490E+00   -0.48723E+00    0.17065E+01   -0.93061E-03    0.33329E-01
        18   -0.74080E+00   -0.62999E+00    0.17256E+01   -0.26437E-02    0.25812E-02
        19   -0.33500E+00   -0.35769E+00    0.14171E+01   -0.42720E-03    0.38534E+00
        20   -0.45320E+00   -0.37884E+00    0.21509E+01    0.21422E-02    0.72584E+00
        21   -0.37710E+00   -0.40479E+00    0.17229E+01    0.16400E-03    0.95524E+00
        22   -0.29730E+00   -0.23818E+00    0.10550E+01   -0.33019E-03    0.78014E+00
        23   -0.17380E+00   -0.25536E+00    0.10748E+01   -0.46876E-03    0.74438E+00
        24   -0.15630E+00   -0.24320E+00    0.10711E+01   -0.33090E-03    0.74355E+00
        25   -0.13960E+00   -0.13773E+00    0.56921E+00   -0.94931E-03    0.68139E+00
        26   -0.24600E+00   -0.23480E+00    0.61201E+00   -0.19989E-02    0.57431E+00
        27   -0.11410E+00   -0.10738E+00    0.56382E+00   -0.59022E-03    0.71427E+00
        28   -0.22910E+00   -0.23760E+00    0.10424E+01   -0.37170E-03    0.82336E+00
        29   -0.31450E+00   -0.33131E+00    0.11892E+01   -0.97752E-03    0.70457E+00
        30   -0.17230E+00   -0.21933E+00    0.10108E+01   -0.26501E-03    0.82111E+00
        31   -0.26870E+00   -0.26805E+00    0.11688E+01   -0.26453E-03    0.79489E+00
        32   -0.57740E+00   -0.55048E+00    0.21590E+01    0.24889E-04    0.98636E+00
        33   -0.50810E+00   -0.39207E+00    0.22217E+01    0.22500E-02    0.77381E+00
        34   -0.39760E+00   -0.42425E+00    0.17839E+01    0.15600E-03    0.96709E+00
        35   -0.33830E+00   -0.32829E+00    0.14007E+01   -0.12279E-03    0.71338E+00
        36   -0.64700E+00   -0.52439E+00    0.20363E+01   -0.12255E-03    0.11021E+01
        37   -0.43320E+00   -0.51848E+00    0.24202E+01    0.14344E-02    0.78241E+00
        38   -0.39430E+00   -0.44339E+00    0.18954E+01    0.34720E-03    0.89270E+00
        39   -0.68740E+00   -0.67537E+00    0.17222E+01   -0.40078E-02    0.12562E+04
        40   -0.41800E+00   -0.41204E+00    0.14566E+01   -0.11104E-02    0.24977E+03
        41   -0.49870E+00   -0.54982E+00    0.21730E+01    0.87230E-04    0.95804E+00
        42   -0.46700E-01   -0.36789E-01    0.46398E+00   -0.92444E-04    0.98255E+00
        43   -0.63130E+00   -0.52563E+00    0.20164E+01   -0.21499E-03    0.11649E+01
