     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.12240E+00   -0.13562E+00    0.49274E+00   -0.88002E+01   -0.40032E-04    0.96548E+00    0.30991E-01
         2   -0.68400E-01   -0.62094E-01    0.38888E+00   -0.11796E+02   -0.36900E-05    0.97640E+00    0.22316E-01
         3   -0.60000E-01   -0.76374E-01    0.30164E+00   -0.10068E+02   -0.14086E-03    0.66356E+00    0.12885E-01
         4   -0.95500E-01   -0.12547E+00    0.33753E+00   -0.86644E+01   -0.48394E-03    0.58954E+00    0.13600E-01
         5   -0.55200E-01   -0.42340E-01    0.27589E+00   -0.11537E+02   -0.43983E-04    0.70864E+00    0.12161E-01
         6   -0.76900E-01   -0.80824E-01    0.10135E+01   -0.16884E+02    0.21498E-04    0.10700E+01    0.66776E-02
         7   -0.10770E+01   -0.10737E+01    0.22091E+01   -0.00000E+00   -0.20880E-02   -0.72531E+04    0.47189E-02
         8   -0.36140E+00   -0.45452E+00    0.19613E+01   -0.52427E+01   -0.10510E-03   -0.28378E+03    0.26466E-02
         9   -0.11450E+00   -0.19270E+00    0.87422E+00   -0.88388E+01   -0.25462E-04    0.90556E+00    0.16062E-01
        10   -0.19680E+00   -0.22929E+00    0.93907E+00   -0.75336E+01   -0.58269E-04    0.92008E+00    0.19988E-01
        11   -0.84900E-01   -0.15421E+00    0.80902E+00   -0.10338E+02   -0.54424E-05    0.94437E+00    0.12961E-01
        12   -0.51090E+00   -0.44733E+00    0.18470E+01   -0.33203E+01   -0.62199E-05    0.10723E+01    0.84708E-02
        13   -0.24870E+00   -0.24992E+00    0.87603E+00   -0.10442E+02   -0.76720E-04    0.74195E+00    0.14621E+00
        14   -0.42970E+00   -0.37798E+00    0.10102E+01   -0.84668E+01   -0.30165E-03    0.64277E+00    0.24409E+00
        15   -0.20360E+00   -0.22001E+00    0.86616E+00   -0.11858E+02   -0.25188E-04    0.76727E+00    0.14193E+00
        16   -0.50170E+00   -0.52467E+00    0.20626E+01   -0.90555E+00   -0.15796E-04    0.11279E+01    0.86460E-02
        17   -0.37490E+00   -0.33137E+00    0.17432E+01   -0.93872E+01   -0.48451E-04    0.33329E-01    0.28172E-02
        18   -0.74080E+00   -0.66211E+00    0.17503E+01   -0.00000E+00   -0.30990E-02    0.25812E-02    0.72185E-02
        19   -0.33500E+00   -0.35177E+00    0.14249E+01   -0.48791E+01   -0.13237E-03    0.38534E+00    0.31388E-02
        20   -0.45320E+00   -0.40802E+00    0.21320E+01   -0.00000E+00    0.25111E-02    0.72584E+00    0.14337E-01
        21   -0.37710E+00   -0.41843E+00    0.17201E+01   -0.33857E+01    0.50814E-04    0.95524E+00    0.51276E-02
        22   -0.29730E+00   -0.19016E+00    0.10742E+01   -0.10830E+02   -0.17191E-04    0.78014E+00    0.65215E-02
        23   -0.17380E+00   -0.23004E+00    0.10955E+01   -0.87066E+01   -0.46663E-04    0.74438E+00    0.74597E-02
        24   -0.24740E+00   -0.28380E+00    0.11931E+01   -0.71723E+01   -0.22505E-03    0.57952E+00    0.10155E-01
        25   -0.15630E+00   -0.20956E+00    0.10919E+01   -0.98409E+01   -0.17228E-04    0.74355E+00    0.73501E-02
        26   -0.13960E+00   -0.12982E+00    0.62135E+00   -0.99070E+01   -0.94500E-04    0.68139E+00    0.77789E-02
        27   -0.24600E+00   -0.18305E+00    0.68532E+00   -0.83237E+01   -0.36120E-03    0.57431E+00    0.96951E-02
        28   -0.11410E+00   -0.10231E+00    0.60991E+00   -0.11266E+02   -0.30729E-04    0.71427E+00    0.75558E-02
        29   -0.22910E+00   -0.21840E+00    0.10589E+01   -0.90089E+01   -0.37002E-04    0.82336E+00    0.78443E-02
        30   -0.31450E+00   -0.28649E+00    0.12182E+01   -0.72214E+01   -0.17663E-03    0.70457E+00    0.13169E-01
        31   -0.17230E+00   -0.18957E+00    0.10275E+01   -0.10349E+02   -0.13797E-04    0.82111E+00    0.69053E-02
        32   -0.26870E+00   -0.23031E+00    0.11849E+01   -0.95674E+01   -0.13773E-04    0.79489E+00    0.75272E-02
        33   -0.57740E+00   -0.54700E+00    0.21574E+01   -0.20139E+01    0.12958E-05    0.98636E+00    0.48223E-01
        34   -0.50810E+00   -0.41062E+00    0.22041E+01   -0.00000E+00    0.26375E-02    0.77381E+00    0.96792E-02
        35   -0.39760E+00   -0.42702E+00    0.17815E+01   -0.34621E+01    0.48336E-04    0.96709E+00    0.31117E-02
        36   -0.33830E+00   -0.28962E+00    0.14078E+01   -0.81566E+01   -0.63926E-05    0.71338E+00    0.38219E-02
        37   -0.64700E+00   -0.68746E+00    0.20426E+01   -0.42270E+01   -0.63803E-05    0.11021E+01    0.36873E+00
        38   -0.43320E+00   -0.50370E+00    0.24111E+01   -0.00000E+00    0.16814E-02    0.78241E+00    0.10998E-01
        39   -0.39430E+00   -0.42566E+00    0.18911E+01   -0.45487E+01    0.10758E-03    0.89270E+00    0.30210E-02
        40   -0.68740E+00   -0.68962E+00    0.17560E+01   -0.00000E+00   -0.46980E-02    0.12562E+04    0.91856E-02
        41   -0.49870E+00   -0.55140E+00    0.21666E+01   -0.11718E+01    0.45415E-05    0.95804E+00    0.31082E-01
        42   -0.46700E-01   -0.11801E-02    0.45477E+00   -0.15666E+02   -0.48130E-05    0.98255E+00    0.42331E-02
        43   -0.63130E+00   -0.60210E+00    0.20290E+01   -0.33197E+01   -0.11193E-04    0.11649E+01    0.20870E+00
