     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.12240E+00   -0.87055E-01    0.49274E+00   -0.12799E-03    0.96548E+00    0.65522E+00
         2   -0.68400E-01   -0.39247E-01    0.38888E+00   -0.41015E-04    0.97640E+00    0.48095E+01
         3   -0.60000E-01   -0.63172E-01    0.30164E+00   -0.82012E-03    0.66356E+00    0.11916E+02
         4   -0.95500E-01   -0.13306E+00    0.33753E+00   -0.15472E-02    0.58954E+00    0.12812E+02
         5   -0.55200E-01   -0.29155E-01    0.27589E+00   -0.48889E-03    0.70864E+00    0.10900E+02
         6   -0.76900E-01   -0.18105E+00    0.10135E+01    0.23896E-03    0.10700E+01    0.32239E+02
         7   -0.10770E+01   -0.10768E+01    0.22091E+01   -0.17812E-02   -0.72531E+04    0.67694E+02
         8   -0.36140E+00   -0.43953E+00    0.19613E+01   -0.19630E-03   -0.28378E+03    0.10149E+03
         9   -0.11450E+00   -0.20305E+00    0.87422E+00   -0.14824E-03    0.90556E+00    0.84046E+01
        10   -0.19680E+00   -0.23466E+00    0.93907E+00   -0.18630E-03    0.92008E+00    0.37860E+01
        11   -0.84900E-01   -0.16608E+00    0.80902E+00   -0.60494E-04    0.94437E+00    0.13790E+02
        12   -0.51090E+00   -0.48766E+00    0.18470E+01   -0.69136E-04    0.10723E+01    0.28477E+02
        13   -0.24870E+00   -0.20798E+00    0.87603E+00   -0.44668E-03    0.74195E+00    0.21521E+02
        14   -0.42970E+00   -0.32113E+00    0.10102E+01   -0.96443E-03    0.64277E+00    0.41973E+01
        15   -0.20360E+00   -0.18928E+00    0.86616E+00   -0.27997E-03    0.76727E+00    0.22710E+02
        16   -0.50170E+00   -0.56154E+00    0.20626E+01   -0.17558E-03    0.11279E+01    0.32482E+02
        17   -0.37490E+00   -0.38948E+00    0.17432E+01   -0.53855E-03    0.33329E-01    0.95356E+02
        18   -0.74080E+00   -0.65920E+00    0.17503E+01   -0.26437E-02    0.25812E-02    0.32913E+02
        19   -0.33500E+00   -0.30352E+00    0.14249E+01   -0.24722E-03    0.38534E+00    0.67137E+02
        20   -0.45320E+00   -0.40765E+00    0.21320E+01    0.21422E-02    0.72584E+00    0.24358E+02
        21   -0.37710E+00   -0.37995E+00    0.17201E+01    0.94907E-04    0.95524E+00    0.62714E+02
        22   -0.29730E+00   -0.23967E+00    0.10742E+01   -0.19108E-03    0.78014E+00    0.30013E+02
        23   -0.17380E+00   -0.21800E+00    0.10955E+01   -0.27168E-03    0.74438E+00    0.53102E+02
        24   -0.24740E+00   -0.30749E+00    0.11931E+01   -0.71953E-03    0.57952E+00    0.39609E+02
        25   -0.15630E+00   -0.20918E+00    0.10919E+01   -0.19150E-03    0.74355E+00    0.53807E+02
        26   -0.13960E+00   -0.14533E+00    0.62135E+00   -0.55020E-03    0.68139E+00    0.12927E+02
        27   -0.24600E+00   -0.22643E+00    0.68532E+00   -0.11548E-02    0.57431E+00    0.60205E+01
        28   -0.11410E+00   -0.12299E+00    0.60991E+00   -0.34156E-03    0.71427E+00    0.13920E+02
        29   -0.22910E+00   -0.20656E+00    0.10589E+01   -0.21543E-03    0.82336E+00    0.49656E+02
        30   -0.31450E+00   -0.31917E+00    0.12182E+01   -0.56472E-03    0.70457E+00    0.29125E+02
        31   -0.17230E+00   -0.18191E+00    0.10275E+01   -0.15336E-03    0.82111E+00    0.55675E+02
        32   -0.26870E+00   -0.27088E+00    0.11849E+01   -0.15309E-03    0.79489E+00    0.31514E+02
        33   -0.57740E+00   -0.61953E+00    0.21574E+01    0.14403E-04    0.98636E+00    0.49118E+01
        34   -0.50810E+00   -0.41631E+00    0.22041E+01    0.22500E-02    0.77381E+00    0.28528E+02
        35   -0.39760E+00   -0.37824E+00    0.17815E+01    0.90278E-04    0.96709E+00    0.77365E+02
        36   -0.33830E+00   -0.31229E+00    0.14078E+01   -0.71056E-04    0.71338E+00    0.48280E+02
        37   -0.64700E+00   -0.54781E+00    0.20426E+01   -0.70919E-04    0.11021E+01    0.31541E+02
        38   -0.43320E+00   -0.51720E+00    0.24111E+01    0.14344E-02    0.78241E+00    0.50893E+02
        39   -0.39430E+00   -0.32969E+00    0.18911E+01    0.20093E-03    0.89270E+00    0.12693E+03
        40   -0.68740E+00   -0.70405E+00    0.17560E+01   -0.40078E-02    0.12562E+04    0.33555E+02
        41   -0.49870E+00   -0.61217E+00    0.21666E+01    0.50480E-04    0.95804E+00    0.97898E+01
        42   -0.46700E-01    0.10504E-02    0.45477E+00   -0.53498E-04    0.98255E+00    0.46094E+02
        43   -0.63130E+00   -0.56358E+00    0.20290E+01   -0.12442E-03    0.11649E+01    0.21140E+02
