     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.12240E+00   -0.58414E-01    0.49274E+00   -0.12799E-03    0.96548E+00
         2   -0.68400E-01   -0.20022E-01    0.38888E+00   -0.41015E-04    0.97640E+00
         3   -0.60000E-01   -0.56725E-01    0.30164E+00   -0.82012E-03    0.66356E+00
         4   -0.95500E-01   -0.12638E+00    0.33753E+00   -0.15472E-02    0.58954E+00
         5   -0.55200E-01   -0.22154E-01    0.27589E+00   -0.48889E-03    0.70864E+00
         6   -0.76900E-01   -0.18594E+00    0.10135E+01    0.23896E-03    0.10700E+01
         7   -0.10770E+01   -0.10714E+01    0.22091E+01   -0.17812E-02   -0.72531E+04
         8   -0.36140E+00   -0.52148E+00    0.19613E+01   -0.19630E-03   -0.28378E+03
         9   -0.11450E+00   -0.17523E+00    0.87422E+00   -0.14824E-03    0.90556E+00
        10   -0.19680E+00   -0.19788E+00    0.93907E+00   -0.18630E-03    0.92008E+00
        11   -0.84900E-01   -0.14844E+00    0.80902E+00   -0.60494E-04    0.94437E+00
        12   -0.51090E+00   -0.46251E+00    0.18470E+01   -0.69136E-04    0.10723E+01
        13   -0.24870E+00   -0.19992E+00    0.87603E+00   -0.44668E-03    0.74195E+00
        14   -0.42970E+00   -0.28232E+00    0.10102E+01   -0.96443E-03    0.64277E+00
        15   -0.20360E+00   -0.18346E+00    0.86616E+00   -0.27997E-03    0.76727E+00
        16   -0.50170E+00   -0.53621E+00    0.20626E+01   -0.17558E-03    0.11279E+01
        17   -0.37490E+00   -0.46919E+00    0.17432E+01   -0.53855E-03    0.33329E-01
        18   -0.74080E+00   -0.64164E+00    0.17503E+01   -0.26437E-02    0.25812E-02
        19   -0.33500E+00   -0.34951E+00    0.14249E+01   -0.24722E-03    0.38534E+00
        20   -0.45320E+00   -0.36968E+00    0.21320E+01    0.21422E-02    0.72584E+00
        21   -0.37710E+00   -0.41093E+00    0.17201E+01    0.94907E-04    0.95524E+00
        22   -0.29730E+00   -0.23907E+00    0.10742E+01   -0.19108E-03    0.78014E+00
        23   -0.17380E+00   -0.25203E+00    0.10955E+01   -0.27168E-03    0.74438E+00
        24   -0.24740E+00   -0.31773E+00    0.11931E+01   -0.71953E-03    0.57952E+00
        25   -0.15630E+00   -0.24445E+00    0.10919E+01   -0.19150E-03    0.74355E+00
        26   -0.13960E+00   -0.13141E+00    0.62135E+00   -0.55020E-03    0.68139E+00
        27   -0.24600E+00   -0.19964E+00    0.68532E+00   -0.11548E-02    0.57431E+00
        28   -0.11410E+00   -0.11108E+00    0.60991E+00   -0.34156E-03    0.71427E+00
        29   -0.22910E+00   -0.23642E+00    0.10589E+01   -0.21543E-03    0.82336E+00
        30   -0.31450E+00   -0.31278E+00    0.12182E+01   -0.56472E-03    0.70457E+00
        31   -0.17230E+00   -0.22192E+00    0.10275E+01   -0.15336E-03    0.82111E+00
        32   -0.26870E+00   -0.26942E+00    0.11849E+01   -0.15309E-03    0.79489E+00
        33   -0.57740E+00   -0.54946E+00    0.21574E+01    0.14403E-04    0.98636E+00
        34   -0.50810E+00   -0.38273E+00    0.22041E+01    0.22500E-02    0.77381E+00
        35   -0.39760E+00   -0.42984E+00    0.17815E+01    0.90278E-04    0.96709E+00
        36   -0.33830E+00   -0.33008E+00    0.14078E+01   -0.71056E-04    0.71338E+00
        37   -0.64700E+00   -0.52170E+00    0.20426E+01   -0.70919E-04    0.11021E+01
        38   -0.43320E+00   -0.51120E+00    0.24111E+01    0.14344E-02    0.78241E+00
        39   -0.39430E+00   -0.45398E+00    0.18911E+01    0.20093E-03    0.89270E+00
        40   -0.68740E+00   -0.69118E+00    0.17560E+01   -0.40078E-02    0.12562E+04
        41   -0.49870E+00   -0.54933E+00    0.21666E+01    0.50480E-04    0.95804E+00
        42   -0.46700E-01   -0.40924E-01    0.45477E+00   -0.53498E-04    0.98255E+00
        43   -0.63130E+00   -0.52192E+00    0.20290E+01   -0.12442E-03    0.11649E+01
