     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        22   -0.29730E+00   -0.21473E+00    0.21297E+01   -0.77045E-04    0.11361E-03   -0.38877E+00    0.19386E+01   -0.10884E+01
        23   -0.17380E+00   -0.17874E+00    0.21289E+01   -0.17643E-03    0.30403E-03   -0.40729E+00    0.10965E+01   -0.84300E+00
        24   -0.24740E+00   -0.24972E+00    0.22096E+01   -0.72512E-03    0.76026E-03   -0.35830E+00    0.89580E+00   -0.84300E+00
        25   -0.15630E+00   -0.17092E+00    0.21248E+01   -0.77211E-04    0.11180E-03   -0.45935E+00    0.11118E+01   -0.84300E+00
        26   -0.13960E+00   -0.13500E+00    0.18373E+01   -0.35731E-03    0.29520E-03   -0.25760E+00    0.34436E+01   -0.10668E+01
        27   -0.24600E+00   -0.20399E+00    0.18792E+01   -0.11638E-02    0.75797E-03   -0.22661E+00    0.33378E+01   -0.10668E+01
        28   -0.11410E+00   -0.11693E+00    0.18315E+01   -0.13772E-03    0.11032E-03   -0.29053E+00    0.34202E+01   -0.10668E+01
        29   -0.22910E+00   -0.16702E+00    0.21390E+01   -0.13990E-03    0.31442E-03   -0.33178E+00    0.78070E+00   -0.77587E+00
        30   -0.31450E+00   -0.25710E+00    0.22849E+01   -0.56911E-03    0.81142E-03   -0.29187E+00    0.34600E+00   -0.77587E+00
        31   -0.17230E+00   -0.14978E+00    0.21069E+01   -0.61835E-04    0.11556E-03   -0.37419E+00    0.90970E+00   -0.77587E+00
        32   -0.26870E+00   -0.23325E+00    0.22215E+01   -0.61724E-04    0.11432E-03   -0.45005E+00    0.12851E+01   -0.66357E+00
        33   -0.57740E+00   -0.57209E+00    0.26424E+01    0.58074E-05    0.12285E-03    0.47992E+00    0.31580E+01   -0.21670E+01
        34   -0.50810E+00   -0.53043E+00    0.30062E+01    0.26375E-02    0.16815E-01    0.00000E+00    0.16347E+01   -0.54919E+00
        35   -0.39760E+00   -0.40278E+00    0.24018E+01    0.13139E-03    0.24513E-02    0.37928E+00    0.28940E+01   -0.54919E+00
        36   -0.33830E+00   -0.30999E+00    0.23004E+01   -0.28650E-04    0.11027E-03   -0.16228E+01    0.20606E+01   -0.40723E+00
        37   -0.64700E+00   -0.62642E+00    0.26779E+01   -0.28594E-04    0.12747E-03    0.62040E+00    0.74370E+00   -0.29830E+02
        38   -0.39430E+00   -0.39844E+00    0.26130E+01    0.29243E-03    0.23867E-02    0.52485E+00    0.43010E+00   -0.72335E+00
        39   -0.68740E+00   -0.72161E+00    0.27187E+01   -0.46980E-02    0.19763E+00    0.00000E+00    0.11221E+01   -0.61579E+00
        40   -0.41800E+00   -0.39360E+00    0.22864E+01   -0.93523E-03    0.15610E-01    0.22452E+02    0.18098E+01   -0.61579E+00
        41   -0.49870E+00   -0.54428E+00    0.25550E+01    0.20354E-04    0.12166E-03    0.47395E+00    0.37499E+01   -0.12923E+01
        42   -0.46700E-01   -0.63625E-01    0.19434E+01   -0.21570E-04    0.12269E-03   -0.13635E+00    0.11960E+01   -0.15611E+00
        43   -0.63130E+00   -0.54217E+00    0.26073E+01   -0.50165E-04    0.12985E-03    0.64907E+00    0.15315E+01   -0.14288E+02
