     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.79236E-01    0.20547E+01   -0.71030E-04    0.33048E-03   -0.18276E+00    0.19000E-01   -0.10283E+01
         2   -0.12240E+00   -0.11658E+00    0.21004E+01   -0.12898E-03    0.90127E-03   -0.16077E+00    0.17600E+00   -0.10283E+01
         3   -0.60000E-01   -0.81945E-01    0.17796E+01   -0.53260E-03    0.29260E-03   -0.16864E+00    0.28246E+01   -0.85349E+00
         4   -0.95500E-01   -0.15908E+00    0.17897E+01   -0.15592E-02    0.76461E-03   -0.14835E+00    0.29894E+01   -0.85349E+00
         5   -0.55200E-01   -0.48517E-01    0.17677E+01   -0.19712E-03    0.11003E-03   -0.19020E+00    0.27033E+01   -0.85349E+00
         6   -0.76900E-01   -0.10631E+00    0.19144E+01    0.96347E-04    0.12623E-03   -0.11627E+00    0.25883E+01   -0.18500E+00
         7   -0.10770E+01   -0.10982E+01    0.31986E+01   -0.20880E-02   -0.35454E+00   -0.00000E+00    0.19630E+01   -0.40054E+00
         8   -0.36140E+00   -0.35559E+00    0.27911E+01   -0.28569E-03   -0.16289E-01   -0.10757E+03    0.14563E+01   -0.40054E+00
         9   -0.11450E+00   -0.17109E+00    0.21108E+01   -0.96271E-04    0.32455E-03   -0.29997E+00    0.12515E+01   -0.87084E+00
        10   -0.19680E+00   -0.20381E+00    0.21769E+01   -0.18774E-03    0.88691E-03   -0.26388E+00    0.10208E+01   -0.87084E+00
        11   -0.84900E-01   -0.14072E+00    0.20509E+01   -0.24391E-04    0.12108E-03   -0.33831E+00    0.14342E+01   -0.87084E+00
        12   -0.51090E+00   -0.45363E+00    0.23531E+01   -0.27875E-04    0.12632E-03    0.53928E+00    0.42806E+01   -0.84683E+00
        13   -0.24870E+00   -0.29274E+00    0.20319E+01   -0.29008E-03    0.30369E-03   -0.25034E+00    0.17095E+01   -0.25988E+02
        14   -0.42970E+00   -0.38364E+00    0.21502E+01   -0.97192E-03    0.78697E-03   -0.22022E+00    0.12991E+01   -0.25988E+02
        15   -0.20360E+00   -0.27815E+00    0.20252E+01   -0.11288E-03    0.11298E-03   -0.28234E+00    0.17146E+01   -0.25988E+02
        16   -0.50170E+00   -0.49873E+00    0.23338E+01   -0.70795E-04    0.12846E-03    0.37780E+00    0.54409E+01   -0.56049E+00
        17   -0.37490E+00   -0.41998E+00    0.25940E+01   -0.21714E-03    0.39715E-04   -0.16717E+01    0.50060E+00   -0.10006E+01
        18   -0.74080E+00   -0.74063E+00    0.27542E+01   -0.30990E-02    0.25124E-02   -0.00000E+00    0.15668E+01   -0.23031E+00
        19   -0.33500E+00   -0.32561E+00    0.22791E+01   -0.35981E-03    0.18038E-02   -0.23609E+01    0.22838E+01   -0.23031E+00
        20   -0.45320E+00   -0.49802E+00    0.29642E+01    0.25111E-02    0.16460E-01    0.00000E+00    0.13011E+01   -0.52409E+00
        21   -0.37710E+00   -0.36231E+00    0.23695E+01    0.13813E-03    0.24412E-02    0.46180E+00    0.24459E+01   -0.52409E+00
