     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.16940E+00    0.14651E+01   -0.18872E-03
         2   -0.12240E+00   -0.20217E+00    0.15210E+01   -0.22154E-03
         3   -0.60000E-01   -0.91196E-01    0.11350E+01   -0.14150E-02
         4   -0.95500E-01   -0.20085E+00    0.11482E+01   -0.26782E-02
         5   -0.55200E-01   -0.37474E-01    0.11212E+01   -0.84480E-03
         6   -0.76900E-01   -0.41990E-01    0.13192E+01    0.41292E-03
         7   -0.10770E+01   -0.84919E+00    0.24874E+01   -0.17812E-02
         8   -0.36140E+00   -0.58544E+00    0.22150E+01   -0.33920E-03
         9   -0.11450E+00   -0.16397E+00    0.14449E+01   -0.25578E-03
        10   -0.19680E+00   -0.21020E+00    0.15207E+01   -0.32247E-03
        11   -0.84900E-01   -0.11539E+00    0.13775E+01   -0.10453E-03
        12   -0.51090E+00   -0.40675E+00    0.19163E+01   -0.11947E-03
        13   -0.24870E+00   -0.17874E+00    0.13947E+01   -0.77071E-03
        14   -0.42970E+00   -0.32639E+00    0.15334E+01   -0.16694E-02
        15   -0.20360E+00   -0.15151E+00    0.13874E+01   -0.48379E-03
        16   -0.50170E+00   -0.45496E+00    0.19781E+01   -0.30341E-03
        17   -0.37490E+00   -0.50911E+00    0.19841E+01   -0.93061E-03
        18   -0.74080E+00   -0.69347E+00    0.20682E+01   -0.26437E-02
        19   -0.33500E+00   -0.31768E+00    0.17045E+01   -0.42720E-03
        20   -0.45320E+00   -0.46923E+00    0.23733E+01    0.21422E-02
        21   -0.37710E+00   -0.35137E+00    0.18562E+01    0.16400E-03
        22   -0.29730E+00   -0.20302E+00    0.15062E+01   -0.33019E-03
        23   -0.17380E+00   -0.21949E+00    0.15159E+01   -0.46876E-03
        24   -0.24740E+00   -0.33403E+00    0.16115E+01   -0.12455E-02
        25   -0.15630E+00   -0.20598E+00    0.15116E+01   -0.33090E-03
        26   -0.13960E+00   -0.78214E-01    0.11811E+01   -0.94931E-03
        27   -0.24600E+00   -0.19051E+00    0.12314E+01   -0.19989E-02
        28   -0.11410E+00   -0.45615E-01    0.11747E+01   -0.59022E-03
        29   -0.22910E+00   -0.20892E+00    0.15109E+01   -0.37170E-03
        30   -0.31450E+00   -0.34959E+00    0.16808E+01   -0.97752E-03
        31   -0.17230E+00   -0.18055E+00    0.14743E+01   -0.26501E-03
        32   -0.26870E+00   -0.25191E+00    0.16069E+01   -0.26453E-03
        33   -0.57740E+00   -0.60300E+00    0.23025E+01    0.24889E-04
        34   -0.50810E+00   -0.48784E+00    0.24241E+01    0.22500E-02
        35   -0.39760E+00   -0.37297E+00    0.18951E+01    0.15600E-03
        36   -0.33830E+00   -0.29636E+00    0.17108E+01   -0.12279E-03
        37   -0.64700E+00   -0.57937E+00    0.22364E+01   -0.12255E-03
        38   -0.39430E+00   -0.44630E+00    0.20601E+01    0.34720E-03
        39   -0.68740E+00   -0.78165E+00    0.20263E+01   -0.40078E-02
        40   -0.41800E+00   -0.37783E+00    0.17132E+01   -0.11104E-02
        41   -0.49870E+00   -0.60192E+00    0.23099E+01    0.87230E-04
        42   -0.46700E-01   -0.64601E-01    0.12850E+01   -0.92444E-04
        43   -0.63130E+00   -0.59097E+00    0.22440E+01   -0.21499E-03
