     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.15542E+00    0.21505E-01   -0.89428E-01   -0.28218E+01
         2   -0.12240E+00   -0.18375E+00    0.66838E-01   -0.56932E-01   -0.21721E+01
         3   -0.60000E-01    0.10353E-01   -0.25357E+00   -0.33822E+00   -0.32379E+01
         4   -0.95500E-01   -0.35878E-02   -0.24387E+00   -0.40965E+00   -0.24923E+01
         5   -0.55200E-01    0.22603E-01   -0.26565E+00   -0.30109E+00   -0.41082E+01
         6   -0.76900E-01   -0.41546E-01   -0.11891E+00    0.84926E-01   -0.17684E+01
         7   -0.10770E+01   -0.97082E+00    0.11986E+01   -0.10019E+00   -0.00000E+00
         8   -0.36140E+00   -0.34917E+00    0.75776E+00   -0.24707E-01   -0.10714E+04
         9   -0.11450E+00   -0.20710E+00    0.77696E-01   -0.22516E+00   -0.45595E+01
        10   -0.19680E+00   -0.24198E+00    0.14340E+00   -0.11497E+00   -0.35096E+01
        11   -0.84900E-01   -0.17842E+00    0.17577E-01   -0.35971E+00   -0.57851E+01
        12   -0.51090E+00   -0.55925E+00    0.31972E+00   -0.20741E+01    0.63096E+01
        13   -0.24870E+00   -0.16518E+00   -0.12714E-02   -0.35353E+00   -0.44060E+01
        14   -0.42970E+00   -0.45414E+00    0.11662E+00   -0.24613E+01   -0.33914E+01
        15   -0.20360E+00   -0.15501E+00   -0.81198E-02   -0.30166E+00   -0.55903E+01
        16   -0.50170E+00   -0.39000E+00    0.30044E+00   -0.49364E+00    0.43182E+01
        17   -0.37490E+00   -0.53516E+00    0.56065E+00   -0.22211E+00   -0.23320E+02
        18   -0.74080E+00   -0.68006E+00    0.75420E+00   -0.26679E+00   -0.00000E+00
        19   -0.33500E+00   -0.32003E+00    0.24576E+00   -0.26888E+00   -0.30597E+02
        20   -0.45320E+00   -0.51465E+00    0.96418E+00    0.28924E+01    0.00000E+00
        21   -0.37710E+00   -0.36434E+00    0.33618E+00    0.19059E-01    0.44333E+01
        22   -0.29730E+00   -0.23195E+00    0.96359E-01   -0.35599E+00   -0.76976E+01
        23   -0.17380E+00   -0.20786E+00    0.95749E-01   -0.11362E+00   -0.71684E+01
        24   -0.24740E+00   -0.27919E+00    0.17610E+00   -0.26946E+00   -0.55178E+01
        25   -0.15630E+00   -0.20425E+00    0.91474E-01   -0.11266E+00   -0.90952E+01
        26   -0.13960E+00   -0.18809E+00   -0.19583E+00   -0.19549E+01   -0.45338E+01
        27   -0.24600E+00   -0.13180E+00   -0.15432E+00   -0.10873E+01   -0.34899E+01
        28   -0.11410E+00   -0.20426E+00   -0.20183E+00   -0.21652E+01   -0.57525E+01
        29   -0.22910E+00   -0.21357E+00    0.10585E+00   -0.97395E-01   -0.60516E+01
        30   -0.31450E+00   -0.33593E+00    0.25133E+00   -0.31527E+00   -0.46582E+01
        31   -0.17230E+00   -0.18993E+00    0.73567E-01   -0.88730E-01   -0.76783E+01
        32   -0.26870E+00   -0.29091E+00    0.18815E+00   -0.31401E+00   -0.89109E+01
        33   -0.57740E+00   -0.54936E+00    0.60902E+00    0.59322E-01    0.58742E+01
        34   -0.50810E+00   -0.52228E+00    0.10062E+01    0.31102E+01    0.00000E+00
        35   -0.39760E+00   -0.38644E+00    0.36843E+00    0.17915E-01    0.34136E+01
        36   -0.33830E+00   -0.33885E+00    0.26702E+00   -0.30257E+00   -0.27749E+02
        37   -0.64700E+00   -0.58377E+00    0.64454E+00   -0.32968E-01    0.85987E+01
        38   -0.39430E+00   -0.53316E+00    0.57965E+00    0.15467E-01    0.51330E+01
        39   -0.68740E+00   -0.69229E+00    0.71869E+00   -0.64093E+00    0.00000E+00
        40   -0.41800E+00   -0.38500E+00    0.25311E+00   -0.11513E+00    0.22901E+03
        41   -0.49870E+00   -0.48092E+00    0.52171E+00    0.13971E+00    0.52039E+01
        42   -0.46700E-01   -0.71732E-01   -0.89928E-01   -0.19151E-01   -0.20248E+01
        43   -0.63130E+00   -0.53891E+00    0.57401E+00   -0.74952E-01    0.77693E+01
