     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.93048E-01    0.99600E+00    0.97052E+00   -0.55981E+01   -0.26811E-01
         2   -0.12240E+00   -0.10183E+00    0.10378E+01    0.97685E+00   -0.53922E+01   -0.30991E-01
         3   -0.68400E-01   -0.71733E-01    0.78640E+00    0.98420E+00   -0.58588E+01   -0.22316E-01
         4   -0.60000E-01   -0.95441E-01    0.10446E+01    0.76077E+00   -0.53752E+01   -0.12885E-01
         5   -0.95500E-01   -0.10073E+00    0.11014E+01    0.70308E+00   -0.53135E+01   -0.13600E-01
         6   -0.55200E-01   -0.93442E-01    0.10389E+01    0.79485E+00   -0.54413E+01   -0.12161E-01
         7   -0.76900E-01   -0.12080E+00    0.13689E+01    0.10462E+01   -0.51252E+01   -0.66776E-02
         8   -0.10770E+01   -0.11045E+01    0.73815E+01    0.37470E+03   -0.11472E+02   -0.47189E-02
         9   -0.36140E+00   -0.39534E+00    0.67316E+01    0.43184E+02   -0.12883E+02   -0.26466E-02
        10   -0.11450E+00   -0.13760E+00    0.29097E+01    0.93601E+00   -0.93554E+01   -0.16062E-01
        11   -0.19680E+00   -0.16293E+00    0.31164E+01    0.94598E+00   -0.88891E+01   -0.19988E-01
        12   -0.84900E-01   -0.11017E+00    0.26634E+01    0.96256E+00   -0.98127E+01   -0.12961E-01
        13   -0.51090E+00   -0.48162E+00    0.74135E+01    0.10477E+01   -0.73044E+01   -0.84708E-02
        14   -0.24870E+00   -0.27362E+00    0.39306E+01    0.81956E+00   -0.84759E+01   -0.14621E+00
        15   -0.42970E+00   -0.36789E+00    0.45452E+01    0.74480E+00   -0.77091E+01   -0.24409E+00
        16   -0.20360E+00   -0.26745E+00    0.38763E+01    0.83811E+00   -0.85204E+01   -0.14193E+00
        17   -0.50170E+00   -0.48312E+00    0.68607E+01    0.10836E+01   -0.54959E+01   -0.86460E-02
        18   -0.33500E+00   -0.24343E+00    0.37123E+01    0.52953E+00   -0.66588E+01   -0.31388E-02
        19   -0.45320E+00   -0.45956E+00    0.66764E+01    0.80766E+00   -0.60948E+01   -0.14337E-01
        20   -0.37710E+00   -0.35891E+00    0.57648E+01    0.96994E+00   -0.77929E+01   -0.51276E-02
        21   -0.29730E+00   -0.27253E+00    0.46974E+01    0.84745E+00   -0.84905E+01   -0.65215E-02
        22   -0.17380E+00   -0.20835E+00    0.34280E+01    0.82135E+00   -0.75097E+01   -0.74597E-02
        23   -0.24740E+00   -0.24660E+00    0.38441E+01    0.69510E+00   -0.70644E+01   -0.10155E-01
        24   -0.15630E+00   -0.20689E+00    0.34137E+01    0.82074E+00   -0.75311E+01   -0.73501E-02
        25   -0.13960E+00   -0.17224E+00    0.28919E+01    0.77434E+00   -0.75136E+01   -0.77789E-02
        26   -0.24600E+00   -0.20185E+00    0.32265E+01    0.69092E+00   -0.72063E+01   -0.96951E-02
        27   -0.11410E+00   -0.16718E+00    0.28301E+01    0.79905E+00   -0.75542E+01   -0.75558E-02
        28   -0.22910E+00   -0.18641E+00    0.31524E+01    0.87847E+00   -0.76814E+01   -0.78443E-02
        29   -0.31450E+00   -0.24524E+00    0.37539E+01    0.79180E+00   -0.69050E+01   -0.13169E-01
        30   -0.17230E+00   -0.17350E+00    0.30264E+01    0.87687E+00   -0.78725E+01   -0.69053E-02
        31   -0.26870E+00   -0.25772E+00    0.42292E+01    0.85810E+00   -0.77265E+01   -0.75272E-02
        32   -0.57740E+00   -0.60607E+00    0.84823E+01    0.99088E+00   -0.55332E+01   -0.48223E-01
        33   -0.50810E+00   -0.52713E+00    0.80440E+01    0.84286E+00   -0.71619E+01   -0.96792E-02
        34   -0.39760E+00   -0.41436E+00    0.70337E+01    0.97793E+00   -0.91610E+01   -0.31117E-02
        35   -0.33830E+00   -0.28860E+00    0.49759E+01    0.79839E+00   -0.85635E+01   -0.38219E-02
        36   -0.64700E+00   -0.66666E+00    0.82107E+01    0.10669E+01   -0.74830E+01   -0.36873E+00
        37   -0.43320E+00   -0.51685E+00    0.85249E+01    0.84910E+00   -0.91858E+01   -0.10998E-01
        38   -0.39430E+00   -0.37263E+00    0.72812E+01    0.92712E+00   -0.11894E+02   -0.30210E-02
        39   -0.68740E+00   -0.60423E+00    0.61283E+01    0.11643E+03   -0.78715E+01   -0.91856E-02
        40   -0.41800E+00   -0.36261E+00    0.52052E+01    0.39661E+02   -0.93102E+01   -0.41051E-02
        41   -0.49870E+00   -0.54733E+00    0.74272E+01    0.97183E+00   -0.46557E+01   -0.31082E-01
        42   -0.46700E-01   -0.20544E-01    0.77340E+00    0.98834E+00   -0.79016E+01   -0.42331E-02
        43   -0.63130E+00   -0.59426E+00    0.77035E+01    0.11071E+01   -0.64652E+01   -0.20870E+00
