     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.49319E-01    0.99600E+00
         2   -0.12240E+00   -0.52491E-01    0.10378E+01
         3   -0.68400E-01   -0.33413E-01    0.78640E+00
         4   -0.60000E-01   -0.53007E-01    0.10446E+01
         5   -0.95500E-01   -0.57317E-01    0.11014E+01
         6   -0.55200E-01   -0.52574E-01    0.10389E+01
         7   -0.76900E-01   -0.77616E-01    0.13689E+01
         8   -0.10770E+01   -0.53388E+00    0.73815E+01
         9   -0.36140E+00   -0.48457E+00    0.67316E+01
        10   -0.11450E+00   -0.19454E+00    0.29097E+01
        11   -0.19680E+00   -0.21023E+00    0.31164E+01
        12   -0.84900E-01   -0.17585E+00    0.26634E+01
        13   -0.51090E+00   -0.53631E+00    0.74135E+01
        14   -0.24870E+00   -0.27201E+00    0.39306E+01
        15   -0.42970E+00   -0.31865E+00    0.45452E+01
        16   -0.20360E+00   -0.26789E+00    0.38763E+01
        17   -0.50170E+00   -0.49436E+00    0.68607E+01
        18   -0.33500E+00   -0.25545E+00    0.37123E+01
        19   -0.45320E+00   -0.48038E+00    0.66764E+01
        20   -0.37710E+00   -0.41120E+00    0.57648E+01
        21   -0.29730E+00   -0.33020E+00    0.46974E+01
        22   -0.17380E+00   -0.23387E+00    0.34280E+01
        23   -0.24740E+00   -0.26545E+00    0.38441E+01
        24   -0.15630E+00   -0.23279E+00    0.34137E+01
        25   -0.13960E+00   -0.19319E+00    0.28919E+01
        26   -0.24600E+00   -0.21858E+00    0.32265E+01
        27   -0.11410E+00   -0.18850E+00    0.28301E+01
        28   -0.22910E+00   -0.21296E+00    0.31524E+01
        29   -0.31450E+00   -0.25860E+00    0.37539E+01
        30   -0.17230E+00   -0.20340E+00    0.30264E+01
        31   -0.26870E+00   -0.29467E+00    0.42292E+01
        32   -0.57740E+00   -0.61742E+00    0.84823E+01
        33   -0.50810E+00   -0.58416E+00    0.80440E+01
        34   -0.39760E+00   -0.50749E+00    0.70337E+01
        35   -0.33830E+00   -0.35133E+00    0.49759E+01
        36   -0.64700E+00   -0.59681E+00    0.82107E+01
        37   -0.43320E+00   -0.62065E+00    0.85249E+01
        38   -0.39430E+00   -0.52627E+00    0.72812E+01
        39   -0.68740E+00   -0.43878E+00    0.61283E+01
        40   -0.41800E+00   -0.36873E+00    0.52052E+01
        41   -0.49870E+00   -0.53735E+00    0.74272E+01
        42   -0.46700E-01   -0.32427E-01    0.77340E+00
        43   -0.63130E+00   -0.55832E+00    0.77035E+01
