     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.91783E-01    0.99600E+00    0.97052E+00   -0.55981E+01   -0.26811E-01    0.66846E+01
         2   -0.12240E+00   -0.10259E+00    0.10378E+01    0.97685E+00   -0.53922E+01   -0.30991E-01    0.65518E+01
         3   -0.68400E-01   -0.68970E-01    0.78640E+00    0.98420E+00   -0.58588E+01   -0.22316E-01    0.68942E+01
         4   -0.60000E-01   -0.66938E-01    0.10446E+01    0.76077E+00   -0.53752E+01   -0.12885E-01    0.83636E+01
         5   -0.95500E-01   -0.74250E-01    0.11014E+01    0.70308E+00   -0.53135E+01   -0.13600E-01    0.81988E+01
         6   -0.55200E-01   -0.63048E-01    0.10389E+01    0.79485E+00   -0.54413E+01   -0.12161E-01    0.84849E+01
         7   -0.76900E-01   -0.90078E-01    0.13689E+01    0.10462E+01   -0.51252E+01   -0.66776E-02    0.82653E+01
         8   -0.10770E+01   -0.10889E+01    0.73815E+01    0.37470E+03   -0.11472E+02   -0.47189E-02    0.41049E+01
         9   -0.36140E+00   -0.37978E+00    0.67316E+01    0.43184E+02   -0.12883E+02   -0.26466E-02    0.34550E+01
        10   -0.11450E+00   -0.13940E+00    0.29097E+01    0.93601E+00   -0.93554E+01   -0.16062E-01    0.49933E+01
        11   -0.19680E+00   -0.16629E+00    0.31164E+01    0.94598E+00   -0.88891E+01   -0.19988E-01    0.47866E+01
        12   -0.84900E-01   -0.11030E+00    0.26634E+01    0.96256E+00   -0.98127E+01   -0.12961E-01    0.52396E+01
        13   -0.51090E+00   -0.48965E+00    0.74135E+01    0.10477E+01   -0.73044E+01   -0.84708E-02    0.15437E+01
        14   -0.24870E+00   -0.25870E+00    0.39306E+01    0.81956E+00   -0.84759E+01   -0.14621E+00    0.60582E+01
        15   -0.42970E+00   -0.36378E+00    0.45452E+01    0.74480E+00   -0.77091E+01   -0.24409E+00    0.54436E+01
        16   -0.20360E+00   -0.25191E+00    0.38763E+01    0.83811E+00   -0.85204E+01   -0.14193E+00    0.61125E+01
        17   -0.50170E+00   -0.46774E+00    0.68607E+01    0.10836E+01   -0.54959E+01   -0.86460E-02    0.35093E+01
        18   -0.33500E+00   -0.31046E+00    0.37123E+01    0.52953E+00   -0.66588E+01   -0.31388E-02    0.22490E+00
        19   -0.45320E+00   -0.45599E+00    0.66764E+01    0.80766E+00   -0.60948E+01   -0.14337E-01    0.28726E+01
        20   -0.37710E+00   -0.37731E+00    0.57648E+01    0.96994E+00   -0.77929E+01   -0.51276E-02    0.19610E+01
        21   -0.29730E+00   -0.26129E+00    0.46974E+01    0.84745E+00   -0.84905E+01   -0.65215E-02    0.46038E+01
        22   -0.17380E+00   -0.23490E+00    0.34280E+01    0.82135E+00   -0.75097E+01   -0.74597E-02    0.30482E+01
        23   -0.24740E+00   -0.27561E+00    0.38441E+01    0.69510E+00   -0.70644E+01   -0.10155E-01    0.26321E+01
        24   -0.15630E+00   -0.23336E+00    0.34137E+01    0.82074E+00   -0.75311E+01   -0.73501E-02    0.30625E+01
        25   -0.13960E+00   -0.14401E+00    0.28919E+01    0.77434E+00   -0.75136E+01   -0.77789E-02    0.69837E+01
        26   -0.24600E+00   -0.17556E+00    0.32265E+01    0.69092E+00   -0.72063E+01   -0.96951E-02    0.66491E+01
        27   -0.11410E+00   -0.13861E+00    0.28301E+01    0.79905E+00   -0.75542E+01   -0.75558E-02    0.70455E+01
        28   -0.22910E+00   -0.21164E+00    0.31524E+01    0.87847E+00   -0.76814E+01   -0.78443E-02    0.33190E+01
        29   -0.31450E+00   -0.27421E+00    0.37539E+01    0.79180E+00   -0.69050E+01   -0.13169E-01    0.27175E+01
        30   -0.17230E+00   -0.19795E+00    0.30264E+01    0.87687E+00   -0.78725E+01   -0.69053E-02    0.34450E+01
        31   -0.26870E+00   -0.27382E+00    0.42292E+01    0.85810E+00   -0.77265E+01   -0.75272E-02    0.31740E+01
        32   -0.57740E+00   -0.60033E+00    0.84823E+01    0.99088E+00   -0.55332E+01   -0.48223E-01    0.19671E+01
        33   -0.50810E+00   -0.50073E+00    0.80440E+01    0.84286E+00   -0.71619E+01   -0.96792E-02    0.33650E+01
        34   -0.39760E+00   -0.41252E+00    0.70337E+01    0.97793E+00   -0.91610E+01   -0.31117E-02    0.23547E+01
        35   -0.33830E+00   -0.32688E+00    0.49759E+01    0.79839E+00   -0.85635E+01   -0.38219E-02    0.11723E+01
        36   -0.64700E+00   -0.67837E+00    0.82107E+01    0.10669E+01   -0.74830E+01   -0.36873E+00    0.25317E+01
        37   -0.43320E+00   -0.45838E+00    0.85249E+01    0.84910E+00   -0.91858E+01   -0.10998E-01    0.50613E+01
        38   -0.39430E+00   -0.34427E+00    0.72812E+01    0.92712E+00   -0.11894E+02   -0.30210E-02    0.38176E+01
        39   -0.68740E+00   -0.64287E+00    0.61283E+01    0.11643E+03   -0.78715E+01   -0.91856E-02    0.77110E+00
        40   -0.41800E+00   -0.41563E+00    0.52052E+01    0.39661E+02   -0.93102E+01   -0.41051E-02    0.15200E+00
        41   -0.49870E+00   -0.54355E+00    0.74272E+01    0.97183E+00   -0.46557E+01   -0.31082E-01    0.25066E+01
        42   -0.46700E-01   -0.16018E-01    0.77340E+00    0.98834E+00   -0.79016E+01   -0.42331E-02    0.68580E+01
        43   -0.63130E+00   -0.60465E+00    0.77035E+01    0.11071E+01   -0.64652E+01   -0.20870E+00    0.22093E+01
