     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.59880E-01    0.99600E+00    0.97052E+00
         2   -0.12240E+00   -0.62675E-01    0.10378E+01    0.97685E+00
         3   -0.68400E-01   -0.45937E-01    0.78640E+00    0.98420E+00
         4   -0.60000E-01   -0.62778E-01    0.10446E+01    0.76077E+00
         5   -0.95500E-01   -0.66468E-01    0.11014E+01    0.70308E+00
         6   -0.55200E-01   -0.62453E-01    0.10389E+01    0.79485E+00
         7   -0.76900E-01   -0.84849E-01    0.13689E+01    0.10462E+01
         8   -0.10770E+01   -0.10920E+01    0.73815E+01    0.37470E+03
         9   -0.36140E+00   -0.51056E+00    0.67316E+01    0.43184E+02
        10   -0.11450E+00   -0.18733E+00    0.29097E+01    0.93601E+00
        11   -0.19680E+00   -0.20112E+00    0.31164E+01    0.94598E+00
        12   -0.84900E-01   -0.17096E+00    0.26634E+01    0.96256E+00
        13   -0.51090E+00   -0.48759E+00    0.74135E+01    0.10477E+01
        14   -0.24870E+00   -0.25516E+00    0.39306E+01    0.81956E+00
        15   -0.42970E+00   -0.29599E+00    0.45452E+01    0.74480E+00
        16   -0.20360E+00   -0.25158E+00    0.38763E+01    0.83811E+00
        17   -0.50170E+00   -0.45082E+00    0.68607E+01    0.10836E+01
        18   -0.33500E+00   -0.24015E+00    0.37123E+01    0.52953E+00
        19   -0.45320E+00   -0.43809E+00    0.66764E+01    0.80766E+00
        20   -0.37710E+00   -0.37762E+00    0.57648E+01    0.96994E+00
        21   -0.29730E+00   -0.30630E+00    0.46974E+01    0.84745E+00
        22   -0.17380E+00   -0.22168E+00    0.34280E+01    0.82135E+00
        23   -0.24740E+00   -0.24920E+00    0.38441E+01    0.69510E+00
        24   -0.15630E+00   -0.22072E+00    0.34137E+01    0.82074E+00
        25   -0.13960E+00   -0.18588E+00    0.28919E+01    0.77434E+00
        26   -0.24600E+00   -0.20804E+00    0.32265E+01    0.69092E+00
        27   -0.11410E+00   -0.18181E+00    0.28301E+01    0.79905E+00
        28   -0.22910E+00   -0.20341E+00    0.31524E+01    0.87847E+00
        29   -0.31450E+00   -0.24334E+00    0.37539E+01    0.79180E+00
        30   -0.17230E+00   -0.19501E+00    0.30264E+01    0.87687E+00
        31   -0.26870E+00   -0.27512E+00    0.42292E+01    0.85810E+00
        32   -0.57740E+00   -0.55871E+00    0.84823E+01    0.99088E+00
        33   -0.50810E+00   -0.52927E+00    0.80440E+01    0.84286E+00
        34   -0.39760E+00   -0.46218E+00    0.70337E+01    0.97793E+00
        35   -0.33830E+00   -0.32478E+00    0.49759E+01    0.79839E+00
        36   -0.64700E+00   -0.54074E+00    0.82107E+01    0.10669E+01
        37   -0.43320E+00   -0.56132E+00    0.85249E+01    0.84910E+00
        38   -0.39430E+00   -0.47858E+00    0.72812E+01    0.92712E+00
        39   -0.68740E+00   -0.58926E+00    0.61283E+01    0.11643E+03
        40   -0.41800E+00   -0.40314E+00    0.52052E+01    0.39661E+02
        41   -0.49870E+00   -0.48838E+00    0.74272E+01    0.97183E+00
        42   -0.46700E-01   -0.45077E-01    0.77340E+00    0.98834E+00
        43   -0.63130E+00   -0.50701E+00    0.77035E+01    0.11071E+01
