     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.19852E+00    0.20547E+01
         2   -0.12240E+00   -0.22093E+00    0.21004E+01
         3   -0.68400E-01   -0.17166E+00    0.19999E+01
         4   -0.60000E-01   -0.63667E-01    0.17796E+01
         5   -0.95500E-01   -0.68618E-01    0.17897E+01
         6   -0.55200E-01   -0.57833E-01    0.17677E+01
         7   -0.76900E-01   -0.12975E+00    0.19144E+01
         8   -0.10770E+01   -0.75927E+00    0.31986E+01
         9   -0.11450E+00   -0.22602E+00    0.21108E+01
        10   -0.19680E+00   -0.25843E+00    0.21769E+01
        11   -0.84900E-01   -0.19666E+00    0.20509E+01
        12   -0.24870E+00   -0.18735E+00    0.20319E+01
        13   -0.42970E+00   -0.24534E+00    0.21502E+01
        14   -0.20360E+00   -0.18406E+00    0.20252E+01
        15   -0.37490E+00   -0.46289E+00    0.25940E+01
        16   -0.74080E+00   -0.54142E+00    0.27542E+01
        17   -0.33500E+00   -0.30853E+00    0.22791E+01
        18   -0.45320E+00   -0.64437E+00    0.29642E+01
        19   -0.37710E+00   -0.35284E+00    0.23695E+01
        20   -0.29730E+00   -0.23529E+00    0.21297E+01
        21   -0.17380E+00   -0.23490E+00    0.21289E+01
        22   -0.24740E+00   -0.27446E+00    0.22096E+01
        23   -0.15630E+00   -0.23289E+00    0.21248E+01
        24   -0.13960E+00   -0.91952E-01    0.18373E+01
        25   -0.24600E+00   -0.11249E+00    0.18792E+01
        26   -0.11410E+00   -0.89109E-01    0.18315E+01
        27   -0.22910E+00   -0.23985E+00    0.21390E+01
        28   -0.31450E+00   -0.31137E+00    0.22849E+01
        29   -0.17230E+00   -0.22411E+00    0.21069E+01
        30   -0.26870E+00   -0.28029E+00    0.22215E+01
        31   -0.57740E+00   -0.48662E+00    0.26424E+01
        32   -0.50810E+00   -0.66496E+00    0.30062E+01
        33   -0.39760E+00   -0.36867E+00    0.24018E+01
        34   -0.33830E+00   -0.31897E+00    0.23004E+01
        35   -0.64700E+00   -0.50402E+00    0.26779E+01
        36   -0.43320E+00   -0.81114E+00    0.33044E+01
        37   -0.39430E+00   -0.47221E+00    0.26130E+01
        38   -0.68740E+00   -0.52402E+00    0.27187E+01
        39   -0.41800E+00   -0.31210E+00    0.22864E+01
        40   -0.49870E+00   -0.44377E+00    0.25550E+01
        41   -0.46700E-01   -0.14396E+00    0.19434E+01
        42   -0.63130E+00   -0.46941E+00    0.26073E+01
