     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.16003E+00    0.13787E+01   -0.18872E-03
         2   -0.12240E+00   -0.19246E+00    0.14313E+01   -0.22154E-03
         3   -0.68400E-01   -0.11516E+00    0.13173E+01   -0.70874E-04
         4   -0.60000E-01   -0.93476E-01    0.10681E+01   -0.14150E-02
         5   -0.95500E-01   -0.21162E+00    0.10805E+01   -0.26782E-02
         6   -0.55200E-01   -0.35987E-01    0.10551E+01   -0.84480E-03
         7   -0.76900E-01   -0.26067E-01    0.12345E+01    0.41292E-03
         8   -0.10770E+01   -0.86672E+00    0.23872E+01   -0.17812E-02
         9   -0.11450E+00   -0.17037E+00    0.13866E+01   -0.25578E-03
        10   -0.19680E+00   -0.21713E+00    0.14594E+01   -0.32247E-03
        11   -0.84900E-01   -0.12076E+00    0.13220E+01   -0.10453E-03
        12   -0.24870E+00   -0.18153E+00    0.13258E+01   -0.77071E-03
        13   -0.42970E+00   -0.33473E+00    0.14577E+01   -0.16694E-02
        14   -0.20360E+00   -0.15240E+00    0.13189E+01   -0.48379E-03
        15   -0.37490E+00   -0.52193E+00    0.19067E+01   -0.93061E-03
        16   -0.74080E+00   -0.70136E+00    0.19577E+01   -0.26437E-02
        17   -0.33500E+00   -0.31292E+00    0.16135E+01   -0.42720E-03
        18   -0.45320E+00   -0.43214E+00    0.22283E+01    0.21422E-02
        19   -0.37710E+00   -0.33346E+00    0.17427E+01    0.16400E-03
        20   -0.29730E+00   -0.20281E+00    0.14327E+01   -0.33019E-03
        21   -0.17380E+00   -0.21821E+00    0.14384E+01   -0.46876E-03
        22   -0.24740E+00   -0.33753E+00    0.15291E+01   -0.12455E-02
        23   -0.15630E+00   -0.20383E+00    0.14344E+01   -0.33090E-03
        24   -0.13960E+00   -0.80913E-01    0.11187E+01   -0.94931E-03
        25   -0.24600E+00   -0.20009E+00    0.11664E+01   -0.19989E-02
        26   -0.11410E+00   -0.45881E-01    0.11126E+01   -0.59022E-03
        27   -0.22910E+00   -0.21001E+00    0.14390E+01   -0.37170E-03
        28   -0.31450E+00   -0.35422E+00    0.16008E+01   -0.97752E-03
        29   -0.17230E+00   -0.18101E+00    0.14041E+01   -0.26501E-03
        30   -0.26870E+00   -0.25192E+00    0.15304E+01   -0.26453E-03
        31   -0.57740E+00   -0.56024E+00    0.21246E+01    0.24889E-04
        32   -0.50810E+00   -0.44945E+00    0.22760E+01    0.22500E-02
        33   -0.39760E+00   -0.35473E+00    0.17793E+01    0.15600E-03
        34   -0.33830E+00   -0.29281E+00    0.16254E+01   -0.12279E-03
        35   -0.64700E+00   -0.55788E+00    0.20973E+01   -0.12255E-03
        36   -0.43320E+00   -0.66982E+00    0.25405E+01    0.14344E-02
        37   -0.39430E+00   -0.44053E+00    0.19620E+01    0.34720E-03
        38   -0.68740E+00   -0.79918E+00    0.19181E+01   -0.40078E-02
        39   -0.41800E+00   -0.37765E+00    0.16217E+01   -0.11104E-02
        40   -0.49870E+00   -0.53779E+00    0.20944E+01    0.87230E-04
        41   -0.46700E-01   -0.64536E-01    0.12238E+01   -0.92444E-04
        42   -0.63130E+00   -0.55343E+00    0.20749E+01   -0.21499E-03
