     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.77294E-01    0.44864E+00    0.15331E-02    0.29338E+01    0.49817E+01   -0.26811E-01    0.25453E+02
         2   -0.12240E+00   -0.14501E+00    0.49274E+00    0.13735E-02    0.28167E+01    0.67879E+01   -0.30991E-01    0.26425E+02
         3   -0.68400E-01   -0.18997E-01    0.38888E+00    0.72762E-03    0.30491E+01    0.44448E+01   -0.22316E-01    0.24320E+02
         4   -0.60000E-01   -0.77965E-01    0.30164E+00    0.88280E-02    0.78364E+01    0.52243E+00   -0.12885E-01    0.33435E+02
         5   -0.95500E-01   -0.16016E+00    0.33753E+00    0.12751E-01    0.80579E+01    0.52087E+00   -0.13600E-01    0.33824E+02
         6   -0.55200E-01   -0.28859E-01    0.27589E+00    0.66604E-02    0.77607E+01    0.51178E+00   -0.12161E-01    0.33030E+02
         7   -0.76900E-01   -0.12286E+00    0.10135E+01   -0.35196E-02    0.23265E+01    0.29007E+00   -0.66776E-02    0.32696E+02
         8   -0.10770E+01   -0.10613E+01    0.22091E+01    0.79980E-02    0.15475E+03   -0.65140E+00   -0.47189E-02    0.27917E+02
         9   -0.11450E+00   -0.14270E+00    0.87422E+00    0.20079E-02    0.41153E+01    0.19902E+00   -0.16062E-01    0.28513E+02
        10   -0.19680E+00   -0.17945E+00    0.93907E+00    0.19319E-02    0.38895E+01    0.33048E+00   -0.19988E-01    0.30009E+02
        11   -0.84900E-01   -0.89616E-01    0.80902E+00    0.10370E-02    0.42565E+01    0.73767E-01   -0.12961E-01    0.27184E+02
        12   -0.24870E+00   -0.25945E+00    0.87603E+00    0.56969E-02    0.60454E+01   -0.23036E+00   -0.14621E+00    0.30170E+02
        13   -0.42970E+00   -0.43356E+00    0.10102E+01    0.94173E-02    0.57679E+01   -0.46181E-01   -0.24409E+00    0.33171E+02
        14   -0.20360E+00   -0.23300E+00    0.86616E+00    0.45192E-02    0.60095E+01   -0.24307E+00   -0.14193E+00    0.30013E+02
        15   -0.37490E+00   -0.37019E+00    0.17432E+01    0.10135E-01   -0.10622E+03   -0.53580E+00   -0.28172E-02    0.32618E+02
        16   -0.74080E+00   -0.71898E+00    0.17503E+01    0.93217E-02    0.36526E+02    0.36941E+00   -0.72185E-02    0.36122E+02
        17   -0.33500E+00   -0.35801E+00    0.14249E+01    0.19613E-02    0.83543E+01   -0.12405E+00   -0.31388E-02    0.29771E+02
        18   -0.45320E+00   -0.41243E+00    0.21320E+01   -0.94085E-02    0.11129E+01   -0.15201E-01   -0.14337E-01    0.26067E+02
        19   -0.37710E+00   -0.35058E+00    0.17201E+01   -0.93787E-03    0.12985E+01   -0.33251E+00   -0.51276E-02    0.20387E+02
        20   -0.29730E+00   -0.26398E+00    0.10742E+01    0.29683E-02    0.49957E+01   -0.12888E+00   -0.65215E-02    0.35248E+02
        21   -0.17380E+00   -0.20164E+00    0.10955E+01    0.43722E-02    0.62129E+01   -0.64679E+00   -0.74597E-02    0.20483E+02
        22   -0.24740E+00   -0.32783E+00    0.11931E+01    0.88657E-02    0.63532E+01   -0.45781E+00   -0.10155E-01    0.21774E+02
        23   -0.15630E+00   -0.19186E+00    0.10919E+01    0.39004E-02    0.62329E+01   -0.65443E+00   -0.73501E-02    0.20425E+02
        24   -0.13960E+00   -0.13433E+00    0.62135E+00    0.63700E-02    0.94213E+01    0.50162E-01   -0.77789E-02    0.30667E+02
        25   -0.24600E+00   -0.23384E+00    0.68532E+00    0.10236E-01    0.95659E+01    0.12196E+00   -0.96951E-02    0.31974E+02
        26   -0.11410E+00   -0.10567E+00    0.60991E+00    0.50049E-02    0.93246E+01    0.40493E-01   -0.75558E-02    0.30502E+02
        27   -0.22910E+00   -0.16407E+00    0.10589E+01    0.34527E-02    0.24010E+01   -0.71325E+00   -0.78443E-02    0.20813E+02
        28   -0.31450E+00   -0.30763E+00    0.12182E+01    0.69296E-02    0.22733E+01   -0.36764E+00   -0.13169E-01    0.23153E+02
        29   -0.17230E+00   -0.14108E+00    0.10275E+01    0.31108E-02    0.24629E+01   -0.79280E+00   -0.69053E-02    0.20308E+02
        30   -0.26870E+00   -0.26252E+00    0.11849E+01    0.26843E-02    0.16413E+01   -0.15464E+00   -0.75272E-02    0.29623E+02
        31   -0.57740E+00   -0.58718E+00    0.21574E+01   -0.30643E-03    0.43798E-01    0.31919E-01   -0.48223E-01    0.26223E+02
        32   -0.50810E+00   -0.49361E+00    0.22041E+01   -0.87553E-02    0.67821E+00    0.11712E-01   -0.96792E-02    0.33919E+02
        33   -0.39760E+00   -0.41135E+00    0.17815E+01   -0.79041E-03    0.80539E+00   -0.26694E+00   -0.31117E-02    0.26517E+02
        34   -0.33830E+00   -0.34571E+00    0.14078E+01    0.11912E-02   -0.73543E+00   -0.64863E-01   -0.38219E-02    0.34249E+02
        35   -0.64700E+00   -0.64501E+00    0.20426E+01    0.20005E-02    0.37495E+01   -0.35152E+00   -0.36873E+00    0.15209E+02
        36   -0.43320E+00   -0.51646E+00    0.24111E+01   -0.80013E-02    0.13676E+02   -0.53893E+00   -0.10998E-01    0.18959E+02
        37   -0.39430E+00   -0.37473E+00    0.18911E+01   -0.25218E-02    0.16946E+02   -0.98201E+00   -0.30210E-02    0.14641E+02
        38   -0.68740E+00   -0.67747E+00    0.17560E+01    0.16006E-01   -0.63410E+01   -0.13514E+00   -0.91856E-02    0.27587E+02
        39   -0.41800E+00   -0.35025E+00    0.14749E+01    0.57741E-02   -0.12850E+02   -0.42397E+00   -0.41051E-02    0.23324E+02
        40   -0.49870E+00   -0.54666E+00    0.21666E+01   -0.11352E-02   -0.83054E+00    0.52494E-01   -0.31082E-01    0.22338E+02
        41   -0.46700E-01   -0.95868E-02    0.45477E+00    0.74046E-03    0.29672E+01    0.34064E+00   -0.42331E-02    0.38018E+02
        42   -0.63130E+00   -0.59181E+00    0.20290E+01    0.35594E-02    0.72769E+00   -0.26448E+00   -0.20870E+00    0.14221E+02
