   -0.73000E-01    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.12240E+00    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.68400E-01    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.60000E-01    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.95500E-01    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.55200E-01    0.12212E+00    0.19806E+02    0.17585E+00    0.56867E+01    0.26623E+02    0.48485E-01
   -0.76900E-01    0.12059E+00    0.27148E+02    0.17956E+00    0.55692E+01    0.35979E+02    0.63095E-01
   -0.10770E+01    0.11771E+00    0.81429E+01    0.15067E+00    0.66370E+01    0.92234E+01    0.15044E-01
   -0.36140E+00    0.11771E+00    0.81429E+01    0.15067E+00    0.66370E+01    0.92234E+01    0.15044E-01
   -0.11450E+00    0.11771E+00    0.81429E+01    0.15067E+00    0.66370E+01    0.92234E+01    0.15044E-01
   -0.19680E+00    0.11771E+00    0.81429E+01    0.15067E+00    0.66370E+01    0.92234E+01    0.15044E-01
   -0.84900E-01    0.11771E+00    0.81429E+01    0.15067E+00    0.66370E+01    0.92234E+01    0.15044E-01
   -0.51090E+00    0.11537E+00    0.55683E+02    0.18343E+00    0.54516E+01    0.64949E+02    0.99726E-01
   -0.24870E+00    0.12212E+00    0.12035E+02    0.16547E+00    0.60435E+01    0.15398E+02    0.28039E-01
   -0.42970E+00    0.12212E+00    0.12035E+02    0.16547E+00    0.60435E+01    0.15398E+02    0.28039E-01
   -0.20360E+00    0.12212E+00    0.12035E+02    0.16547E+00    0.60435E+01    0.15398E+02    0.28039E-01
   -0.50170E+00    0.10529E+00    0.19054E+03    0.18299E+00    0.54649E+01    0.14469E+03    0.16887E+00
   -0.37490E+00    0.11669E+00    0.77554E+01    0.14819E+00    0.67481E+01    0.85948E+01    0.13655E-01
   -0.74080E+00    0.12262E+00    0.14667E+02    0.17044E+00    0.58672E+01    0.19370E+02    0.35710E-01
   -0.33500E+00    0.12262E+00    0.14667E+02    0.17044E+00    0.58672E+01    0.19370E+02    0.35710E-01
   -0.45320E+00    0.12160E+00    0.22469E+02    0.17754E+00    0.56327E+01    0.30142E+02    0.54197E-01
   -0.37710E+00    0.12160E+00    0.22469E+02    0.17754E+00    0.56327E+01    0.30142E+02    0.54197E-01
   -0.17380E+00    0.12243E+00    0.13084E+02    0.16773E+00    0.59620E+01    0.17001E+02    0.31200E-01
   -0.24740E+00    0.12243E+00    0.13084E+02    0.16773E+00    0.59620E+01    0.17001E+02    0.31200E-01
   -0.15630E+00    0.12243E+00    0.13084E+02    0.16773E+00    0.59620E+01    0.17001E+02    0.31200E-01
   -0.13960E+00    0.12259E+00    0.14250E+02    0.16979E+00    0.58895E+01    0.18752E+02    0.34550E-01
   -0.24600E+00    0.12259E+00    0.14250E+02    0.16979E+00    0.58895E+01    0.18752E+02    0.34550E-01
   -0.11410E+00    0.12259E+00    0.14250E+02    0.16979E+00    0.58895E+01    0.18752E+02    0.34550E-01
   -0.22910E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.31450E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.17230E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.26870E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.57740E+00    0.11347E+00    0.70213E+02    0.18382E+00    0.54400E+01    0.76848E+02    0.11228E+00
   -0.50810E+00    0.12160E+00    0.22469E+02    0.17754E+00    0.56327E+01    0.30142E+02    0.54197E-01
   -0.33830E+00    0.12224E+00    0.12372E+02    0.16624E+00    0.60153E+01    0.15917E+02    0.29072E-01
   -0.64700E+00    0.12128E+00    0.23963E+02    0.17829E+00    0.56089E+01    0.32052E+02    0.57183E-01
   -0.43320E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.39430E+00    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.68740E+00    0.12262E+00    0.14667E+02    0.17044E+00    0.58672E+01    0.19370E+02    0.35710E-01
   -0.41800E+00    0.12262E+00    0.14667E+02    0.17044E+00    0.58672E+01    0.19370E+02    0.35710E-01
   -0.49870E+00    0.10079E+00    0.34104E+03    0.18142E+00    0.55122E+01    0.19836E+03    0.20308E+00
   -0.46700E-01    0.12164E+00    0.11091E+02    0.16299E+00    0.61352E+01    0.13930E+02    0.25069E-01
   -0.63130E+00    0.11475E+00    0.60099E+02    0.18360E+00    0.54468E+01    0.68719E+02    0.10383E+00
