     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.77415E-01    0.40735E+00   -0.71030E-04    0.95610E+00
         2   -0.12240E+00   -0.92850E-01    0.45132E+00   -0.12898E-03    0.96548E+00
         3   -0.68400E-01   -0.58349E-01    0.34730E+00   -0.16537E-04    0.97640E+00
         4   -0.60000E-01   -0.12887E+00    0.46376E+00   -0.53260E-03    0.66356E+00
         5   -0.95500E-01   -0.21997E+00    0.49338E+00   -0.15592E-02    0.58954E+00
         6   -0.55200E-01   -0.96066E-01    0.44160E+00   -0.19712E-03    0.70864E+00
         7   -0.76900E-01   -0.47032E-01    0.33872E+00    0.96347E-04    0.10700E+01
         8   -0.10770E+01   -0.10713E+01    0.22290E+01   -0.20880E-02   -0.72531E+04
         9   -0.36140E+00   -0.48990E+00    0.19681E+01   -0.28569E-03   -0.28378E+03
        10   -0.11450E+00   -0.17486E+00    0.79929E+00   -0.96271E-04    0.90556E+00
        11   -0.19680E+00   -0.19801E+00    0.86374E+00   -0.18774E-03    0.92008E+00
        12   -0.84900E-01   -0.15286E+00    0.73304E+00   -0.24391E-04    0.94437E+00
        13   -0.51090E+00   -0.46626E+00    0.20198E+01   -0.27875E-04    0.10723E+01
        14   -0.24870E+00   -0.18174E+00    0.76247E+00   -0.29008E-03    0.74195E+00
        15   -0.42970E+00   -0.27141E+00    0.90199E+00   -0.97192E-03    0.64277E+00
        16   -0.20360E+00   -0.16455E+00    0.75132E+00   -0.11288E-03    0.76727E+00
        17   -0.50170E+00   -0.53571E+00    0.22908E+01   -0.70795E-04    0.11279E+01
        18   -0.37490E+00   -0.40819E+00    0.17174E+01   -0.21714E-03    0.33329E-01
        19   -0.74080E+00   -0.65120E+00    0.17483E+01   -0.30990E-02    0.25812E-02
        20   -0.33500E+00   -0.34608E+00    0.14143E+01   -0.35981E-03    0.38534E+00
        21   -0.45320E+00   -0.32653E+00    0.22981E+01    0.25111E-02    0.72584E+00
        22   -0.37710E+00   -0.42406E+00    0.19021E+01    0.13813E-03    0.95524E+00
        23   -0.29730E+00   -0.21891E+00    0.98674E+00   -0.77045E-04    0.78014E+00
        24   -0.17380E+00   -0.21977E+00    0.95689E+00   -0.17643E-03    0.74438E+00
        25   -0.24740E+00   -0.29106E+00    0.10656E+01   -0.72512E-03    0.57952E+00
        26   -0.15630E+00   -0.21079E+00    0.95334E+00   -0.77211E-04    0.74355E+00
        27   -0.13960E+00   -0.15500E+00    0.62999E+00   -0.35731E-03    0.68139E+00
        28   -0.24600E+00   -0.23636E+00    0.69348E+00   -0.11638E-02    0.57431E+00
        29   -0.11410E+00   -0.13430E+00    0.61868E+00   -0.13772E-03    0.71427E+00
        30   -0.22910E+00   -0.20112E+00    0.89257E+00   -0.13990E-03    0.82336E+00
        31   -0.31450E+00   -0.27699E+00    0.10602E+01   -0.56911E-03    0.70457E+00
        32   -0.17230E+00   -0.18713E+00    0.86127E+00   -0.61835E-04    0.82111E+00
        33   -0.26870E+00   -0.24139E+00    0.10843E+01   -0.61724E-04    0.79489E+00
        34   -0.57740E+00   -0.55844E+00    0.24099E+01    0.58074E-05    0.98636E+00
        35   -0.39760E+00   -0.44629E+00    0.19912E+01    0.13139E-03    0.96709E+00
        36   -0.33830E+00   -0.30995E+00    0.13771E+01   -0.28650E-04    0.71338E+00
        37   -0.64700E+00   -0.56110E+00    0.24093E+01   -0.28594E-04    0.11021E+01
        38   -0.43320E+00   -0.48723E+00    0.26799E+01    0.16814E-02    0.78241E+00
        39   -0.39430E+00   -0.47713E+00    0.21720E+01    0.29243E-03    0.89270E+00
        40   -0.41800E+00   -0.39930E+00    0.14943E+01   -0.93523E-03    0.24977E+03
        41   -0.49870E+00   -0.56256E+00    0.24317E+01    0.20354E-04    0.95804E+00
        42   -0.46700E-01    0.20271E-01    0.22528E-01   -0.21570E-04    0.98255E+00
        43   -0.63130E+00   -0.56541E+00    0.24198E+01   -0.50165E-04    0.11649E+01
