    0.21844E+00    0.19806E+02
    0.16904E+00    0.19806E+02
    0.22304E+00    0.19806E+02
    0.23144E+00    0.19806E+02
    0.19594E+00    0.19806E+02
    0.23624E+00    0.19806E+02
    0.23768E+00    0.27148E+02
   -0.71886E+00    0.81429E+01
   -0.32600E-02    0.81429E+01
    0.24364E+00    0.81429E+01
    0.27324E+00    0.81429E+01
   -0.11736E+00    0.55683E+02
    0.42740E-01    0.12035E+02
   -0.13826E+00    0.12035E+02
    0.87840E-01    0.12035E+02
    0.44300E-01    0.19054E+03
   -0.13300E-02    0.77554E+01
   -0.45692E+00    0.14667E+02
   -0.51120E-01    0.14667E+02
   -0.15389E+00    0.22469E+02
   -0.77790E-01    0.22469E+02
   -0.37400E-02    0.11709E+02
    0.11295E+00    0.13084E+02
    0.39350E-01    0.13084E+02
    0.13045E+00    0.13084E+02
    0.14473E+00    0.14250E+02
    0.38330E-01    0.14250E+02
    0.17023E+00    0.14250E+02
    0.69600E-01    0.11091E+02
   -0.15800E-01    0.11091E+02
    0.12640E+00    0.11091E+02
    0.30000E-01    0.11091E+02
   -0.20879E+00    0.22469E+02
   -0.98290E-01    0.22469E+02
   -0.48670E-01    0.12372E+02
   -0.34285E+00    0.23963E+02
   -0.13450E+00    0.11091E+02
   -0.95600E-01    0.11091E+02
   -0.40352E+00    0.14667E+02
   -0.13412E+00    0.14667E+02
    0.11536E+00    0.34104E+03
    0.25200E+00    0.11091E+02
   -0.22838E+00    0.60099E+02
