    0.20684E+00    0.17585E+00
    0.15744E+00    0.17585E+00
    0.21144E+00    0.17585E+00
    0.21984E+00    0.17585E+00
    0.18434E+00    0.17585E+00
    0.22464E+00    0.17585E+00
    0.23613E+00    0.17956E+00
   -0.66975E+00    0.15067E+00
    0.45850E-01    0.15067E+00
    0.29275E+00    0.15067E+00
    0.21045E+00    0.15067E+00
    0.32235E+00    0.15067E+00
   -0.88010E-01    0.18343E+00
    0.38650E-01    0.16547E+00
   -0.14235E+00    0.16547E+00
    0.56200E-01    0.18299E+00
    0.59580E-01    0.14819E+00
   -0.46916E+00    0.17044E+00
   -0.63360E-01    0.17044E+00
   -0.16224E+00    0.17754E+00
   -0.86140E-01    0.17754E+00
   -0.59400E-02    0.16467E+00
    0.10438E+00    0.16773E+00
    0.12188E+00    0.16773E+00
    0.13324E+00    0.16979E+00
    0.26840E-01    0.16979E+00
    0.15874E+00    0.16979E+00
    0.71810E-01    0.16299E+00
   -0.13590E-01    0.16299E+00
    0.12861E+00    0.16299E+00
    0.32210E-01    0.16299E+00
   -0.11853E+00    0.18382E+00
   -0.21714E+00    0.17754E+00
   -0.10664E+00    0.17754E+00
   -0.54430E-01    0.16624E+00
   -0.34906E+00    0.17829E+00
   -0.13229E+00    0.16299E+00
   -0.93390E-01    0.16299E+00
   -0.41576E+00    0.17044E+00
   -0.14636E+00    0.17044E+00
    0.32140E-01    0.18142E+00
    0.25421E+00    0.16299E+00
   -0.19636E+00    0.18360E+00
