     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.68028E-01   -0.11088E+02    0.20380E+00    0.59990E+00    0.48691E-01
         2   -0.68400E-01   -0.27733E-01   -0.12505E+02    0.19687E+00    0.62600E+00    0.34556E-01
         3   -0.60000E-01   -0.10923E+00   -0.12278E+02    0.26187E+00    0.16734E+01    0.95689E+00
         4   -0.95500E-01   -0.16154E+00   -0.10801E+02    0.29559E+00    0.17842E+01    0.10642E+01
         5   -0.55200E-01   -0.57944E-01   -0.13848E+02    0.24255E+00    0.16099E+01    0.89792E+00
         6   -0.76900E-01   -0.12007E+00   -0.19700E+02    0.64411E+01    0.23087E+01   -0.92846E+00
         7   -0.10770E+01   -0.10555E+01   -0.00000E+00    0.21532E+02    0.17840E+00    0.42437E+01
         8   -0.36140E+00   -0.38876E+00   -0.35690E+01    0.87465E+01    0.25000E+00   -0.37948E+02
         9   -0.11450E+00   -0.14288E+00   -0.93881E+01    0.22830E+00    0.92020E+00    0.78276E+00
        10   -0.19680E+00   -0.17514E+00   -0.82587E+01    0.22316E+00    0.90820E+00    0.76836E+00
        11   -0.84900E-01   -0.10485E+00   -0.10588E+02    0.21467E+00    0.88840E+00    0.74482E+00
        12   -0.51090E+00   -0.49825E+00   -0.33594E+01    0.46856E+00    0.36806E+01   -0.23637E+01
        13   -0.24870E+00   -0.24962E+00   -0.98859E+01    0.99449E-01    0.27845E+01    0.13792E+01
        14   -0.42970E+00   -0.29333E+00   -0.86966E+01    0.14173E+00    0.28866E+01    0.15334E+01
        15   -0.20360E+00   -0.21032E+00   -0.11149E+02    0.89262E-01    0.27599E+01    0.13436E+01
        16   -0.50170E+00   -0.50767E+00   -0.14865E+01    0.14161E+01    0.24884E+01   -0.15559E+01
        17   -0.37490E+00   -0.39642E+00   -0.73247E+01    0.91314E+00    0.24801E+01    0.18386E+02
        18   -0.74080E+00   -0.74761E+00   -0.00000E+00    0.24652E+01    0.10773E+01    0.64684E+02
        19   -0.33500E+00   -0.39137E+00   -0.47339E+01    0.18747E+01    0.11931E+01    0.11492E+02
        20   -0.45320E+00   -0.46195E+00   -0.00000E+00    0.10168E+01    0.13771E+01   -0.24624E+01
        21   -0.37710E+00   -0.39968E+00   -0.22896E+01    0.93060E+00    0.14937E+01   -0.24117E+01
        22   -0.29730E+00   -0.21775E+00   -0.10452E+02    0.20066E+00    0.24723E+01    0.19599E+01
        23   -0.17380E+00   -0.22667E+00   -0.72633E+01    0.32184E+00    0.11542E+01    0.15009E+01
        24   -0.24740E+00   -0.26290E+00   -0.63895E+01    0.39440E+00    0.12619E+01    0.17829E+01
        25   -0.15630E+00   -0.19936E+00   -0.81916E+01    0.32218E+00    0.11547E+01    0.15021E+01
        26   -0.13960E+00   -0.20409E+00   -0.10473E+02    0.23954E+00    0.22826E+01    0.15111E+01
        27   -0.24600E+00   -0.25103E+00   -0.92134E+01    0.28829E+00    0.23970E+01    0.17001E+01
        28   -0.11410E+00   -0.16185E+00   -0.11812E+02    0.22561E+00    0.22499E+01    0.14599E+01
        29   -0.22910E+00   -0.19127E+00   -0.76494E+01    0.29684E+00    0.83030E+00    0.10263E+01
        30   -0.31450E+00   -0.22598E+00   -0.67291E+01    0.34428E+00    0.91370E+00    0.11784E+01
        31   -0.17230E+00   -0.16260E+00   -0.86271E+01    0.29769E+00    0.83180E+00    0.10289E+01
        32   -0.26870E+00   -0.18530E+00   -0.92018E+01    0.32164E+00    0.13803E+01    0.17113E+01
        33   -0.57740E+00   -0.60787E+00   -0.22637E+01    0.17331E+00    0.49956E+01   -0.24194E+01
        34   -0.50810E+00   -0.50983E+00   -0.00000E+00    0.83948E+00    0.21809E+01   -0.23678E+01
        35   -0.39760E+00   -0.44659E+00   -0.23541E+01    0.76865E+00    0.23054E+01   -0.23348E+01
        36   -0.33830E+00   -0.21696E+00   -0.79775E+01    0.67825E+00    0.88170E+00    0.61782E+01
        37   -0.64700E+00   -0.57344E+00   -0.19523E+01    0.21660E-01    0.44292E+01   -0.27839E+01
        38   -0.43320E+00   -0.47231E+00   -0.00000E+00    0.73479E+00    0.16724E+01   -0.25293E+01
        39   -0.39430E+00   -0.42424E+00   -0.16994E+01    0.69338E+00    0.17208E+01   -0.25016E+01
        40   -0.68740E+00   -0.67099E+00   -0.00000E+00    0.92944E+01    0.16335E+01   -0.20265E+02
        41   -0.41800E+00   -0.39554E+00   -0.39802E+01    0.48020E+01    0.15158E+01   -0.22532E+02
        42   -0.49870E+00   -0.56750E+00   -0.15117E+01    0.47823E+00    0.38760E+01   -0.19478E+01
        43   -0.63130E+00   -0.58760E+00   -0.16406E+01    0.21548E-01    0.44912E+01   -0.25547E+01
