     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.15741E+00   -0.11088E+02
         2   -0.68400E-01   -0.10288E+00   -0.12505E+02
         3   -0.60000E-01   -0.11161E+00   -0.12278E+02
         4   -0.95500E-01   -0.16846E+00   -0.10801E+02
         5   -0.55200E-01   -0.51187E-01   -0.13848E+02
         6   -0.76900E-01    0.17404E+00   -0.19700E+02
         7   -0.10770E+01   -0.58416E+00   -0.00000E+00
         8   -0.36140E+00   -0.44680E+00   -0.35690E+01
         9   -0.11450E+00   -0.22284E+00   -0.93881E+01
        10   -0.19680E+00   -0.26630E+00   -0.82587E+01
        11   -0.84900E-01   -0.17665E+00   -0.10588E+02
        12   -0.51090E+00   -0.45486E+00   -0.33594E+01
        13   -0.24870E+00   -0.20368E+00   -0.98859E+01
        14   -0.42970E+00   -0.24945E+00   -0.86966E+01
        15   -0.20360E+00   -0.15506E+00   -0.11149E+02
        16   -0.50170E+00   -0.52695E+00   -0.14865E+01
        17   -0.37490E+00   -0.30225E+00   -0.73247E+01
        18   -0.74080E+00   -0.58416E+00   -0.00000E+00
        19   -0.33500E+00   -0.40196E+00   -0.47339E+01
        20   -0.45320E+00   -0.58416E+00   -0.00000E+00
        21   -0.37710E+00   -0.49604E+00   -0.22896E+01
        22   -0.29730E+00   -0.18189E+00   -0.10452E+02
        23   -0.17380E+00   -0.30461E+00   -0.72633E+01
        24   -0.24740E+00   -0.33824E+00   -0.63895E+01
        25   -0.15630E+00   -0.26889E+00   -0.81916E+01
        26   -0.13960E+00   -0.18108E+00   -0.10473E+02
        27   -0.24600E+00   -0.22956E+00   -0.92134E+01
        28   -0.11410E+00   -0.12955E+00   -0.11812E+02
        29   -0.22910E+00   -0.28975E+00   -0.76494E+01
        30   -0.31450E+00   -0.32517E+00   -0.67291E+01
        31   -0.17230E+00   -0.25212E+00   -0.86271E+01
        32   -0.26870E+00   -0.23001E+00   -0.92018E+01
        33   -0.57740E+00   -0.49703E+00   -0.22637E+01
        34   -0.50810E+00   -0.58416E+00   -0.00000E+00
        35   -0.39760E+00   -0.49355E+00   -0.23541E+01
        36   -0.33830E+00   -0.27713E+00   -0.79775E+01
        37   -0.64700E+00   -0.50902E+00   -0.19523E+01
        38   -0.43320E+00   -0.58416E+00   -0.00000E+00
        39   -0.39430E+00   -0.51875E+00   -0.16994E+01
        40   -0.68740E+00   -0.58416E+00   -0.00000E+00
        41   -0.41800E+00   -0.43097E+00   -0.39802E+01
        42   -0.49870E+00   -0.52598E+00   -0.15117E+01
        43   -0.63130E+00   -0.52101E+00   -0.16406E+01
