     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.79871E-01   -0.11088E+02    0.20380E+00    0.65590E+00    0.48691E-01   -0.49291E+02
         2   -0.68400E-01   -0.31197E-01   -0.12505E+02    0.19687E+00    0.65590E+00    0.34556E-01   -0.38898E+02
         3   -0.60000E-01   -0.77427E-01   -0.12278E+02    0.26187E+00    0.12535E+01    0.95689E+00   -0.36715E+02
         4   -0.95500E-01   -0.11719E+00   -0.10801E+02    0.29559E+00    0.12535E+01    0.10642E+01   -0.28934E+02
         5   -0.55200E-01   -0.35937E-01   -0.13848E+02    0.24255E+00    0.12535E+01    0.89792E+00   -0.45043E+02
         6   -0.76900E-01   -0.79759E-01   -0.19700E+02    0.64411E+01    0.21345E+01   -0.92846E+00   -0.11184E+00
         7   -0.10770E+01   -0.10693E+01   -0.00000E+00    0.21532E+02    0.29240E+00    0.42437E+01   -0.24778E+02
         8   -0.36140E+00   -0.39636E+00   -0.35690E+01    0.87465E+01    0.29240E+00   -0.37948E+02   -0.22235E+02
         9   -0.11450E+00   -0.16129E+00   -0.93881E+01    0.22830E+00    0.84430E+00    0.78276E+00   -0.75021E+02
        10   -0.19680E+00   -0.20305E+00   -0.82587E+01    0.22316E+00    0.84430E+00    0.76836E+00   -0.88515E+02
        11   -0.84900E-01   -0.11682E+00   -0.10588E+02    0.21467E+00    0.84430E+00    0.74482E+00   -0.61786E+02
        12   -0.51090E+00   -0.48876E+00   -0.33594E+01    0.46856E+00    0.36302E+01   -0.23637E+01   -0.57856E+02
        13   -0.24870E+00   -0.28878E+00   -0.98859E+01    0.99449E-01    0.25558E+01    0.13792E+01   -0.13983E+03
        14   -0.42970E+00   -0.36737E+00   -0.86966E+01    0.14173E+00    0.25558E+01    0.15334E+01   -0.20368E+03
        15   -0.20360E+00   -0.24882E+00   -0.11149E+02    0.89262E-01    0.25558E+01    0.13436E+01   -0.13613E+03
        16   -0.50170E+00   -0.46986E+00   -0.14865E+01    0.14161E+01    0.23604E+01   -0.15559E+01   -0.90846E+01
        17   -0.37490E+00   -0.46130E+00   -0.73247E+01    0.91314E+00    0.20875E+01    0.18386E+02   -0.19553E+03
        18   -0.74080E+00   -0.72900E+00   -0.00000E+00    0.24652E+01    0.12465E+01    0.64684E+02   -0.15609E+02
        19   -0.33500E+00   -0.37246E+00   -0.47339E+01    0.18747E+01    0.12465E+01    0.11492E+02   -0.11193E+02
        20   -0.45320E+00   -0.45711E+00   -0.00000E+00    0.10168E+01    0.15142E+01   -0.24624E+01   -0.24479E+02
        21   -0.37710E+00   -0.38268E+00   -0.22896E+01    0.93060E+00    0.15142E+01   -0.24117E+01   -0.17405E+02
        22   -0.29730E+00   -0.28214E+00   -0.10452E+02    0.20066E+00    0.23330E+01    0.19599E+01   -0.16710E+03
        23   -0.17380E+00   -0.22450E+00   -0.72633E+01    0.32184E+00    0.10151E+01    0.15009E+01   -0.52120E+02
        24   -0.24740E+00   -0.26037E+00   -0.63895E+01    0.39440E+00    0.10151E+01    0.17829E+01   -0.62591E+02
        25   -0.15630E+00   -0.19693E+00   -0.81916E+01    0.32218E+00    0.10151E+01    0.15021E+01   -0.51618E+02
        26   -0.13960E+00   -0.15366E+00   -0.10473E+02    0.23954E+00    0.20009E+01    0.15111E+01   -0.23115E+01
        27   -0.24600E+00   -0.21024E+00   -0.92134E+01    0.28829E+00    0.20009E+01    0.17001E+01   -0.28822E+02
        28   -0.11410E+00   -0.11298E+00   -0.11812E+02    0.22561E+00    0.20009E+01    0.14599E+01   -0.11919E+01
        29   -0.22910E+00   -0.19366E+00   -0.76494E+01    0.29684E+00    0.72000E+00    0.10263E+01   -0.53004E+02
        30   -0.31450E+00   -0.23424E+00   -0.67291E+01    0.34428E+00    0.72000E+00    0.11784E+01   -0.70556E+02
        31   -0.17230E+00   -0.16216E+00   -0.86271E+01    0.29769E+00    0.72000E+00    0.10289E+01   -0.48685E+02
        32   -0.26870E+00   -0.21337E+00   -0.92018E+01    0.32164E+00    0.12687E+01    0.17113E+01   -0.97938E+02
        33   -0.57740E+00   -0.62153E+00   -0.22637E+01    0.17331E+00    0.50061E+01   -0.24194E+01   -0.10153E+03
        34   -0.50810E+00   -0.51817E+00   -0.00000E+00    0.83948E+00    0.23249E+01   -0.23678E+01   -0.52381E+02
        35   -0.39760E+00   -0.43740E+00   -0.23541E+01    0.76865E+00    0.23249E+01   -0.23348E+01   -0.37851E+02
        36   -0.33830E+00   -0.23150E+00   -0.79775E+01    0.67825E+00    0.82990E+00    0.61782E+01   -0.67877E+02
        37   -0.64700E+00   -0.57685E+00   -0.19523E+01    0.21660E-01    0.43775E+01   -0.27839E+01   -0.85842E+02
        38   -0.43320E+00   -0.46606E+00   -0.00000E+00    0.73479E+00    0.17642E+01   -0.25293E+01   -0.29688E+02
        39   -0.39430E+00   -0.41054E+00   -0.16994E+01    0.69338E+00    0.17642E+01   -0.25016E+01   -0.22977E+02
        40   -0.68740E+00   -0.67352E+00   -0.00000E+00    0.92944E+01    0.13770E+01   -0.20265E+02   -0.60866E+02
        41   -0.41800E+00   -0.39370E+00   -0.39802E+01    0.48020E+01    0.13770E+01   -0.22532E+02   -0.45387E+02
        42   -0.49870E+00   -0.54728E+00   -0.15117E+01    0.47823E+00    0.39128E+01   -0.19478E+01   -0.35883E+02
        43   -0.63130E+00   -0.57448E+00   -0.16406E+01    0.21548E-01    0.44005E+01   -0.25547E+01   -0.64849E+02
