     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.71783E-01   -0.11088E+02    0.20380E+00    0.59990E+00    0.48691E-01    0.12835E+02   -0.24421E+03
         2   -0.68400E-01   -0.20873E-01   -0.12505E+02    0.19687E+00    0.62600E+00    0.34556E-01    0.10129E+02   -0.24421E+03
         3   -0.60000E-01   -0.79140E-01   -0.12278E+02    0.26187E+00    0.16734E+01    0.95689E+00    0.70031E+01   -0.18691E+03
         4   -0.95500E-01   -0.12376E+00   -0.10801E+02    0.29559E+00    0.17842E+01    0.10642E+01    0.55190E+01   -0.18691E+03
         5   -0.55200E-01   -0.35565E-01   -0.13848E+02    0.24255E+00    0.16099E+01    0.89792E+00    0.85918E+01   -0.18691E+03
         6   -0.76900E-01   -0.74448E-01   -0.19700E+02    0.64411E+01    0.23087E+01   -0.92846E+00    0.15179E+00   -0.18131E+02
         7   -0.10770E+01   -0.10695E+01   -0.00000E+00    0.21532E+02    0.17840E+00    0.42437E+01    0.15124E+02   -0.30420E+05
         8   -0.36140E+00   -0.35892E+00   -0.35690E+01    0.87465E+01    0.25000E+00   -0.37948E+02    0.13572E+02   -0.30420E+05
         9   -0.11450E+00   -0.16704E+00   -0.93881E+01    0.22830E+00    0.92020E+00    0.78276E+00    0.18985E+02   -0.56461E+03
        10   -0.19680E+00   -0.21273E+00   -0.82587E+01    0.22316E+00    0.90820E+00    0.76836E+00    0.22400E+02   -0.56461E+03
        11   -0.84900E-01   -0.11629E+00   -0.10588E+02    0.21467E+00    0.88840E+00    0.74482E+00    0.15636E+02   -0.56461E+03
        12   -0.51090E+00   -0.49196E+00   -0.33594E+01    0.46856E+00    0.36806E+01   -0.23637E+01    0.19713E+02   -0.18197E+04
        13   -0.24870E+00   -0.28828E+00   -0.98859E+01    0.99449E-01    0.27845E+01    0.13792E+01    0.27997E+02   -0.20128E+04
        14   -0.42970E+00   -0.38223E+00   -0.86966E+01    0.14173E+00    0.28866E+01    0.15334E+01    0.40781E+02   -0.20128E+04
