     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        15   -0.20360E+00   -0.24676E+00   -0.11149E+02    0.89262E-01    0.27599E+01    0.13436E+01    0.27256E+02   -0.20128E+04
        16   -0.50170E+00   -0.46011E+00   -0.14865E+01    0.14161E+01    0.24884E+01   -0.15559E+01    0.54213E+01   -0.43092E+03
        17   -0.37490E+00   -0.38606E+00   -0.73247E+01    0.91314E+00    0.24801E+01    0.18386E+02    0.56102E+02   -0.98775E+05
        18   -0.74080E+00   -0.74022E+00   -0.00000E+00    0.24652E+01    0.10773E+01    0.64684E+02    0.89515E+01   -0.76021E+03
        19   -0.33500E+00   -0.36524E+00   -0.47339E+01    0.18747E+01    0.11931E+01    0.11492E+02    0.64194E+01   -0.76021E+03
        20   -0.45320E+00   -0.45212E+00   -0.00000E+00    0.10168E+01    0.13771E+01   -0.24624E+01    0.12871E+02   -0.16715E+04
        21   -0.37710E+00   -0.37438E+00   -0.22896E+01    0.93060E+00    0.14937E+01   -0.24117E+01    0.91516E+01   -0.16715E+04
        22   -0.29730E+00   -0.29055E+00   -0.10452E+02    0.20066E+00    0.24723E+01    0.19599E+01    0.35931E+02   -0.30276E+04
        23   -0.17380E+00   -0.23495E+00   -0.72633E+01    0.32184E+00    0.11542E+01    0.15009E+01    0.16096E+02   -0.12398E+04
        24   -0.24740E+00   -0.28298E+00   -0.63895E+01    0.39440E+00    0.12619E+01    0.17829E+01    0.19330E+02   -0.12398E+04
        25   -0.15630E+00   -0.20742E+00   -0.81916E+01    0.32218E+00    0.11547E+01    0.15021E+01    0.15941E+02   -0.12398E+04
        26   -0.13960E+00   -0.13994E+00   -0.10473E+02    0.23954E+00    0.22826E+01    0.15111E+01    0.46813E+00   -0.49843E+03
        27   -0.24600E+00   -0.20699E+00   -0.92134E+01    0.28829E+00    0.23970E+01    0.17001E+01    0.58370E+01   -0.49843E+03
        28   -0.11410E+00   -0.97657E-01   -0.11812E+02    0.22561E+00    0.22499E+01    0.14599E+01    0.24138E+00   -0.49843E+03
        29   -0.22910E+00   -0.20428E+00   -0.76494E+01    0.29684E+00    0.83030E+00    0.10263E+01    0.16381E+02   -0.11418E+04
        30   -0.31450E+00   -0.25979E+00   -0.67291E+01    0.34428E+00    0.91370E+00    0.11784E+01    0.21805E+02   -0.11418E+04
        31   -0.17230E+00   -0.17062E+00   -0.86271E+01    0.29769E+00    0.83180E+00    0.10289E+01    0.15046E+02   -0.11418E+04
        32   -0.26870E+00   -0.23323E+00   -0.92018E+01    0.32164E+00    0.13803E+01    0.17113E+01    0.26458E+02   -0.16794E+04
        33   -0.57740E+00   -0.63320E+00   -0.22637E+01    0.17331E+00    0.49956E+01   -0.24194E+01    0.31167E+02   -0.17041E+04
        34   -0.50810E+00   -0.52310E+00   -0.00000E+00    0.83948E+00    0.21809E+01   -0.23678E+01    0.22390E+02   -0.54359E+04
        35   -0.39760E+00   -0.43431E+00   -0.23541E+01    0.76865E+00    0.23054E+01   -0.23348E+01    0.16179E+02   -0.54359E+04
        36   -0.33830E+00   -0.25198E+00   -0.79775E+01    0.67825E+00    0.88170E+00    0.61782E+01    0.22080E+02   -0.24915E+04
        37   -0.64700E+00   -0.59166E+00   -0.19523E+01    0.21660E-01    0.44292E+01   -0.27839E+01    0.30231E+02   -0.66412E+04
        38   -0.43320E+00   -0.43373E+00   -0.00000E+00    0.73479E+00    0.16724E+01   -0.25293E+01    0.17143E+02   -0.25814E+05
        39   -0.39430E+00   -0.37013E+00   -0.16994E+01    0.69338E+00    0.17208E+01   -0.25016E+01    0.13268E+02   -0.25814E+05
        40   -0.68740E+00   -0.71405E+00   -0.00000E+00    0.92944E+01    0.16335E+01   -0.20265E+02    0.22723E+02   -0.30664E+04
        41   -0.41800E+00   -0.40657E+00   -0.39802E+01    0.48020E+01    0.15158E+01   -0.22532E+02    0.16944E+02   -0.30664E+04
        42   -0.49870E+00   -0.53981E+00   -0.15117E+01    0.47823E+00    0.38760E+01   -0.19478E+01    0.14585E+02   -0.63241E+03
        43   -0.63130E+00   -0.58521E+00   -0.16406E+01    0.21548E-01    0.44912E+01   -0.25547E+01    0.23606E+02   -0.26835E+04
