     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        20   -0.37710E+00   -0.38212E+00    0.17201E+01   -0.90712E+00    0.14961E+01    0.11053E-01   -0.51276E-02   -0.12533E+01
        21   -0.29730E+00   -0.25152E+00    0.10742E+01   -0.20183E+01    0.28480E+00   -0.12921E-02   -0.65215E-02   -0.23185E+01
        22   -0.17380E+00   -0.18770E+00    0.10955E+01   -0.19071E+01    0.69993E+00   -0.77008E-02   -0.74597E-02   -0.13103E+01
        23   -0.24740E+00   -0.22375E+00    0.11931E+01   -0.16687E+01    0.67725E+00   -0.98915E-02   -0.10155E-01   -0.13103E+01
        24   -0.15630E+00   -0.16549E+00    0.10919E+01   -0.21455E+01    0.70484E+00   -0.77094E-02   -0.73501E-02   -0.13103E+01
        25   -0.13960E+00   -0.16561E+00    0.62135E+00   -0.23519E+01    0.21036E+00   -0.45127E-03   -0.77789E-02   -0.24020E+01
        26   -0.24600E+00   -0.20252E+00    0.68532E+00   -0.20580E+01    0.21451E+00   -0.53542E-03   -0.96951E-02   -0.24020E+01
        27   -0.11410E+00   -0.13678E+00    0.60991E+00   -0.26459E+01    0.20232E+00   -0.43050E-03   -0.75558E-02   -0.24020E+01
        28   -0.22910E+00   -0.17783E+00    0.10589E+01   -0.20346E+01    0.64684E+00   -0.41208E-02   -0.78443E-02   -0.14013E+01
        29   -0.31450E+00   -0.22255E+00    0.12182E+01   -0.17803E+01    0.53416E+00   -0.48156E-02   -0.13169E-01   -0.14013E+01
        30   -0.17230E+00   -0.15097E+00    0.10275E+01   -0.22889E+01    0.68710E+00   -0.41321E-02   -0.69053E-02   -0.14013E+01
        31   -0.26870E+00   -0.22489E+00    0.11849E+01   -0.21396E+01    0.41765E+00   -0.35664E-02   -0.75272E-02   -0.19248E+01
        32   -0.57740E+00   -0.55350E+00    0.21574E+01   -0.11505E+01    0.11898E+00    0.18549E-02   -0.48223E-01   -0.29241E+01
        33   -0.50810E+00   -0.49468E+00    0.22041E+01   -0.50385E+00    0.81969E+00    0.38976E-02   -0.96792E-02   -0.15694E+01
        34   -0.39760E+00   -0.42315E+00    0.17815E+01   -0.75578E+00    0.12339E+01    0.31187E-02   -0.31117E-02   -0.15694E+01
        35   -0.33830E+00   -0.30069E+00    0.14078E+01   -0.17131E+01    0.73394E+00   -0.97053E-01   -0.38219E-02   -0.19136E+01
        36   -0.64700E+00   -0.63288E+00    0.20426E+01   -0.11513E+01    0.53062E+00    0.13274E-01   -0.36873E+00   -0.15532E+01
        37   -0.43320E+00   -0.48950E+00    0.24111E+01   -0.48184E+00    0.16089E+01    0.45451E-01   -0.10998E-01   -0.89215E+00
        38   -0.39430E+00   -0.41398E+00    0.18911E+01   -0.72276E+00    0.23136E+01    0.39836E-01   -0.30210E-02   -0.89215E+00
        39   -0.68740E+00   -0.66120E+00    0.17560E+01   -0.64594E+00    0.91450E+01    0.80550E+00   -0.91856E-02   -0.13492E+01
        40   -0.41800E+00   -0.43833E+00    0.14749E+01   -0.96891E+00    0.43519E+01    0.40513E+01   -0.41051E-02   -0.13492E+01
        41   -0.49870E+00   -0.50726E+00    0.21666E+01   -0.10612E+01    0.37117E+00    0.16303E-02   -0.31082E-01   -0.23382E+01
        42   -0.46700E-01   -0.68468E-01    0.45477E+00   -0.26164E+01    0.48780E+01   -0.98681E-05   -0.42331E-02   -0.23683E+00
