     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.83423E-01    0.44864E+00   -0.22292E+01    0.40735E-01   -0.20292E-03   -0.26811E-01   -0.15453E+01
         2   -0.12240E+00   -0.11630E+00    0.49274E+00   -0.19505E+01    0.20532E-03   -0.20095E-03   -0.30991E-01   -0.15453E+01
         3   -0.68400E-01   -0.48245E-01    0.38888E+00   -0.25078E+01    0.81596E-01   -0.19870E-03   -0.22316E-01   -0.15453E+01
         4   -0.60000E-01   -0.68821E-01    0.30164E+00   -0.29967E+01    0.25064E-01   -0.11116E-03   -0.12885E-01   -0.24916E+01
         5   -0.95500E-01   -0.10914E+00    0.33753E+00   -0.26221E+01    0.48482E-01   -0.12511E-03   -0.13600E-01   -0.24916E+01
         6   -0.55200E-01   -0.30343E-01    0.27589E+00   -0.33713E+01    0.16766E-01   -0.10409E-03   -0.12161E-01   -0.24916E+01
         7   -0.76900E-01   -0.96781E-01    0.10135E+01   -0.27402E+01    0.36571E+01   -0.85902E-05   -0.66776E-02   -0.24365E+00
         8   -0.10770E+01   -0.10867E+01    0.22091E+01   -0.50189E+00    0.22227E+02    0.22251E+02   -0.47189E-02   -0.86189E+00
         9   -0.36140E+00   -0.32698E+00    0.19613E+01   -0.75283E+00    0.97940E+01    0.56871E+03   -0.26466E-02   -0.86189E+00
        10   -0.11450E+00   -0.17544E+00    0.87422E+00   -0.21191E+01    0.14299E+00   -0.77076E-03   -0.16062E-01   -0.18569E+01
        11   -0.19680E+00   -0.20908E+00    0.93907E+00   -0.18542E+01    0.82501E-01   -0.75859E-03   -0.19988E-01   -0.18569E+01
        12   -0.84900E-01   -0.14167E+00    0.80902E+00   -0.23839E+01    0.18365E+00   -0.73908E-03   -0.12961E-01   -0.18569E+01
        13   -0.51090E+00   -0.47446E+00    0.18470E+01   -0.10996E+01    0.47684E+00    0.11935E-02   -0.84708E-02   -0.26187E+01
        14   -0.42970E+00   -0.40963E+00    0.10102E+01   -0.16745E+01    0.16864E+00   -0.73099E-03   -0.24409E+00   -0.21727E+01
        15   -0.20360E+00   -0.28272E+00    0.86616E+00   -0.21529E+01    0.22473E+00   -0.61238E-03   -0.14193E+00   -0.21727E+01
        16   -0.50170E+00   -0.55869E+00    0.20626E+01   -0.11361E+01    0.12614E+01    0.47261E-03   -0.86460E-02   -0.29939E+01
        17   -0.37490E+00   -0.42718E+00    0.17432E+01   -0.10275E+01    0.14203E+01   -0.20896E+01   -0.28172E-02   -0.18728E+01
        18   -0.74080E+00   -0.70549E+00    0.17503E+01   -0.90772E+00    0.21015E+01   -0.54954E+03   -0.72185E-02   -0.10846E+01
        19   -0.45320E+00   -0.45724E+00    0.21320E+01   -0.60475E+00    0.10417E+01    0.14546E-01   -0.14337E-01   -0.12533E+01
