     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.57020E-01    0.44864E+00    0.29927E-01   -0.21950E+02   -0.26811E-01    0.12813E+01
         2   -0.12240E+00   -0.69872E-01    0.49274E+00    0.23423E-01   -0.27909E+02   -0.30991E-01    0.12826E+01
         3   -0.68400E-01   -0.41784E-01    0.38888E+00    0.15923E-01   -0.40823E+02   -0.22316E-01    0.12842E+01
         4   -0.60000E-01   -0.85750E-01    0.30164E+00    0.27428E+00   -0.49402E+01   -0.12885E-01    0.84728E+00
         5   -0.95500E-01   -0.97793E-01    0.33753E+00    0.35410E+00   -0.40659E+01   -0.13600E-01    0.83951E+00
         6   -0.55200E-01   -0.77567E-01    0.27589E+00    0.23011E+00   -0.56942E+01   -0.12161E-01    0.85173E+00
         7   -0.76900E-01   -0.85605E-01    0.10135E+01    0.45129E-01    0.40432E+01   -0.66776E-02    0.18081E+01
         8   -0.10770E+01   -0.10479E+01    0.22091E+01    0.19305E+02    0.28836E+03   -0.47189E-02    0.11258E+01
         9   -0.36140E+00   -0.36299E+00    0.19613E+01    0.64193E+01    0.22838E+04   -0.26466E-02    0.11379E+01
        10   -0.11450E+00   -0.16952E+00    0.87422E+00    0.66143E-01   -0.27574E+02   -0.16062E-01    0.11115E+01
        11   -0.19680E+00   -0.18649E+00    0.93907E+00    0.55536E-01   -0.32579E+02   -0.19988E-01    0.11129E+01
        12   -0.84900E-01   -0.15357E+00    0.80902E+00    0.38160E-01   -0.46798E+02   -0.12961E-01    0.11151E+01
        13   -0.51090E+00   -0.40787E+00    0.18470E+01    0.46570E-01    0.39675E+02   -0.84708E-02    0.85326E+00
        14   -0.42970E+00   -0.38223E+00    0.10102E+01    0.29571E+00   -0.72787E+01   -0.24409E+00    0.10149E+01
        15   -0.20360E+00   -0.27241E+00    0.86616E+00    0.17684E+00   -0.11121E+02   -0.14193E+00    0.10264E+01
        16   -0.50170E+00   -0.52444E+00    0.20626E+01    0.80276E-01    0.98843E+01   -0.86460E-02    0.41624E+00
        17   -0.37490E+00   -0.43787E+00    0.17432E+01    0.27855E+01   -0.58848E+02   -0.28172E-02    0.11418E+01
        18   -0.74080E+00   -0.74402E+00    0.17503E+01    0.71528E+01   -0.99699E+03   -0.72185E-02    0.72705E+00
        19   -0.45320E+00   -0.46859E+00    0.21320E+01    0.21402E+00   -0.21846E+02   -0.14337E-01    0.97198E+00
        20   -0.37710E+00   -0.38034E+00    0.17201E+01    0.30527E-01   -0.13332E+03   -0.51276E-02    0.95198E+00
        21   -0.29730E+00   -0.24082E+00    0.10742E+01    0.16571E+00   -0.23185E+02   -0.65215E-02    0.89963E+00
        22   -0.17380E+00   -0.21604E+00    0.10955E+01    0.19712E+00   -0.21253E+02   -0.74597E-02    0.11074E+01
        23   -0.24740E+00   -0.24582E+00    0.11931E+01    0.36571E+00   -0.13021E+02   -0.10155E-01    0.10951E+01
        24   -0.15630E+00   -0.21520E+00    0.10919E+01    0.19787E+00   -0.21185E+02   -0.73501E-02    0.11073E+01
        25   -0.13960E+00   -0.14243E+00    0.62135E+00    0.25645E+00   -0.95024E+01   -0.77789E-02    0.91124E+00
        26   -0.24600E+00   -0.16274E+00    0.68532E+00    0.37184E+00   -0.71543E+01   -0.96951E-02    0.90183E+00
        27   -0.11410E+00   -0.13844E+00    0.60991E+00    0.22480E+00   -0.10583E+02   -0.75558E-02    0.91393E+00
        28   -0.22910E+00   -0.22208E+00    0.10589E+01    0.12967E+00   -0.21969E+02   -0.78443E-02    0.10006E+01
        29   -0.31450E+00   -0.26461E+00    0.12182E+01    0.23398E+00   -0.13177E+02   -0.13169E-01    0.99146E+00
        30   -0.17230E+00   -0.21458E+00    0.10275E+01    0.13149E+00   -0.21694E+02   -0.69053E-02    0.10005E+01
        31   -0.26870E+00   -0.27144E+00    0.11849E+01    0.15318E+00   -0.29495E+02   -0.75272E-02    0.86317E+00
        32   -0.57740E+00   -0.52826E+00    0.21574E+01    0.91586E-02   -0.15850E+03   -0.48223E-01    0.82118E+00
        33   -0.50810E+00   -0.47249E+00    0.22041E+01    0.17116E+00   -0.17695E+02   -0.96792E-02    0.10171E+01
        34   -0.39760E+00   -0.38413E+00    0.17815E+01    0.22313E-01   -0.12131E+03   -0.31117E-02    0.99695E+00
        35   -0.33830E+00   -0.34252E+00    0.14078E+01    0.22564E+00   -0.21458E+03   -0.38219E-02    0.83986E+00
        36   -0.64700E+00   -0.66162E+00    0.20426E+01    0.64810E-01    0.34249E+02   -0.36873E+00    0.11754E+01
        37   -0.43320E+00   -0.49086E+00    0.24111E+01    0.16376E+00   -0.29009E+02   -0.10998E-01    0.12105E+01
        38   -0.39430E+00   -0.37307E+00    0.18911E+01    0.75690E-01   -0.58720E+02   -0.30210E-02    0.12002E+01
        39   -0.68740E+00   -0.69388E+00    0.17560E+01    0.10697E+02    0.55251E+02   -0.91856E-02    0.11302E+01
        40   -0.41800E+00   -0.46474E+00    0.14749E+01    0.61389E+01    0.17494E+03   -0.41051E-02    0.11475E+01
        41   -0.49870E+00   -0.49883E+00    0.21666E+01    0.28575E-01   -0.38273E+02   -0.31082E-01    0.87085E+00
        42   -0.46700E-01    0.14547E-01    0.45477E+00    0.11733E-01   -0.22639E+02   -0.42331E-02    0.16589E+01
