     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.12162E+00    0.73061E+00    0.29927E-01    0.45383E-01
         2   -0.12240E+00   -0.13332E+00    0.77563E+00    0.23423E-01    0.55522E-01
         3   -0.68400E-01   -0.10598E+00    0.67283E+00    0.15923E-01    0.31638E-01
         4   -0.60000E-01   -0.10327E+00    0.63510E+00    0.27428E+00    0.15112E+00
         5   -0.95500E-01   -0.11158E+00    0.65810E+00    0.35410E+00    0.17063E+00
         6   -0.55200E-01   -0.97188E-01    0.61674E+00    0.23011E+00    0.13791E+00
         7   -0.76900E-01    0.14542E-01    0.21313E+00    0.45129E-01    0.33645E-01
         8   -0.10770E+01   -0.10337E+01    0.22146E+01    0.19305E+02   -0.96829E+02
         9   -0.36140E+00   -0.37497E+00    0.19632E+01    0.64193E+01   -0.12672E+04
        10   -0.11450E+00   -0.18971E+00    0.98470E+00    0.66143E-01    0.66134E-01
        11   -0.19680E+00   -0.20668E+00    0.10501E+01    0.55536E-01    0.10789E+00
        12   -0.84900E-01   -0.17212E+00    0.92106E+00    0.38160E-01    0.23389E-01
        13   -0.51090E+00   -0.41239E+00    0.18305E+01    0.46570E-01   -0.50666E-02
        14   -0.42970E+00   -0.22359E+00    0.10888E+01    0.29571E+00   -0.30943E-01
        15   -0.20360E+00   -0.18347E+00    0.94948E+00    0.17684E+00   -0.13843E+00
        16   -0.50170E+00   -0.48439E+00    0.20997E+01    0.80276E-01    0.24484E-01
        17   -0.37490E+00   -0.45393E+00    0.17356E+01    0.27855E+01   -0.50928E+02
        18   -0.74080E+00   -0.76364E+00    0.17504E+01    0.71528E+01    0.87644E+03
        19   -0.45320E+00   -0.49900E+00    0.21409E+01    0.21402E+00   -0.32040E-01
        20   -0.37710E+00   -0.38527E+00    0.17299E+01    0.30527E-01   -0.60542E+00
        21   -0.29730E+00   -0.22576E+00    0.11109E+01    0.16571E+00   -0.15012E+00
        22   -0.17380E+00   -0.23261E+00    0.11339E+01    0.19712E+00   -0.67657E+00
        23   -0.24740E+00   -0.26231E+00    0.12285E+01    0.36571E+00   -0.59808E+00
        24   -0.15630E+00   -0.23167E+00    0.11303E+01    0.19787E+00   -0.68526E+00
        25   -0.13960E+00   -0.13956E+00    0.77454E+00    0.25645E+00    0.33790E-01
        26   -0.24600E+00   -0.15744E+00    0.83002E+00    0.37184E+00    0.95737E-01
        27   -0.11410E+00   -0.13629E+00    0.76552E+00    0.22480E+00    0.26132E-01
        28   -0.22910E+00   -0.21770E+00    0.10844E+01    0.12967E+00   -0.41704E+00
        29   -0.31450E+00   -0.26236E+00    0.12424E+01    0.23398E+00   -0.25102E+00
        30   -0.17230E+00   -0.20943E+00    0.10529E+01    0.13149E+00   -0.46484E+00
        31   -0.26870E+00   -0.24831E+00    0.11977E+01    0.15318E+00   -0.18045E+00
        32   -0.57740E+00   -0.49800E+00    0.21588E+01    0.91586E-02    0.33820E-01
        33   -0.50810E+00   -0.51626E+00    0.22108E+01    0.17116E+00    0.17780E-01
        34   -0.39760E+00   -0.40063E+00    0.17888E+01    0.22313E-01   -0.36027E+00
        35   -0.33830E+00   -0.30552E+00    0.14073E+01    0.22564E+00   -0.90599E+00
        36   -0.64700E+00   -0.47924E+00    0.20823E+01    0.64810E-01   -0.59629E+00
        37   -0.43320E+00   -0.58270E+00    0.24643E+01    0.16376E+00   -0.13048E+01
        38   -0.39430E+00   -0.44344E+00    0.19467E+01    0.75690E-01   -0.22150E+01
        39   -0.68740E+00   -0.68935E+00    0.17541E+01    0.10697E+02   -0.50076E+01
        40   -0.41800E+00   -0.48001E+00    0.14738E+01    0.61389E+01   -0.44283E+02
        41   -0.49870E+00   -0.48891E+00    0.21223E+01    0.28575E-01    0.40273E-01
        42   -0.46700E-01   -0.34955E-01    0.40419E+00    0.11733E-01    0.46355E-01
