     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.18870E+00   -0.10255E+02
         2   -0.12240E+00   -0.24631E+00   -0.88515E+01
         3   -0.68400E-01   -0.12360E+00   -0.11841E+02
         4   -0.60000E-01   -0.17343E+00   -0.10627E+02
         5   -0.95500E-01   -0.22850E+00   -0.92854E+01
         6   -0.55200E-01   -0.11412E+00   -0.12072E+02
         7   -0.76900E-01    0.72672E-01   -0.16623E+02
         8   -0.10770E+01   -0.60961E+00   -0.00000E+00
         9   -0.36140E+00   -0.39269E+00   -0.52851E+01
        10   -0.11450E+00   -0.24269E+00   -0.89397E+01
        11   -0.19680E+00   -0.29733E+00   -0.76084E+01
        12   -0.84900E-01   -0.18258E+00   -0.10404E+02
        13   -0.51090E+00   -0.47023E+00   -0.33959E+01
        14   -0.42970E+00   -0.24621E+00   -0.88539E+01
        15   -0.20360E+00   -0.11035E+00   -0.12164E+02
        16   -0.50170E+00   -0.56456E+00   -0.10976E+01
        17   -0.37490E+00   -0.20015E+00   -0.99760E+01
        18   -0.74080E+00   -0.60961E+00   -0.00000E+00
        19   -0.45320E+00   -0.60961E+00   -0.00000E+00
        20   -0.37710E+00   -0.47149E+00   -0.33652E+01
        21   -0.29730E+00   -0.15652E+00   -0.11039E+02
        22   -0.17380E+00   -0.24466E+00   -0.88916E+01
        23   -0.24740E+00   -0.30338E+00   -0.74611E+01
        24   -0.15630E+00   -0.19711E+00   -0.10050E+02
        25   -0.13960E+00   -0.18759E+00   -0.10282E+02
        26   -0.24600E+00   -0.24895E+00   -0.87872E+01
        27   -0.11410E+00   -0.13185E+00   -0.11640E+02
        28   -0.22910E+00   -0.23382E+00   -0.91556E+01
        29   -0.31450E+00   -0.30391E+00   -0.74480E+01
        30   -0.17230E+00   -0.17795E+00   -0.10517E+02
        31   -0.26870E+00   -0.21005E+00   -0.97348E+01
        32   -0.57740E+00   -0.52760E+00   -0.19982E+01
        33   -0.50810E+00   -0.60961E+00   -0.00000E+00
        34   -0.39760E+00   -0.46831E+00   -0.34426E+01
        35   -0.33830E+00   -0.27164E+00   -0.82343E+01
        36   -0.64700E+00   -0.43294E+00   -0.43045E+01
        37   -0.43320E+00   -0.60961E+00   -0.00000E+00
        38   -0.39430E+00   -0.42469E+00   -0.45053E+01
        39   -0.68740E+00   -0.60961E+00   -0.00000E+00
        40   -0.41800E+00   -0.39676E+00   -0.51858E+01
        41   -0.49870E+00   -0.56378E+00   -0.11166E+01
        42   -0.46700E-01    0.35773E-01   -0.15724E+02
