     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.81618E-01   -0.11088E+02    0.29082E+01    0.59990E+00   -0.93236E+02    0.23134E+01   -0.12154E+02
         2   -0.12240E+00   -0.12386E+00   -0.97537E+01    0.29848E+01    0.61200E+00   -0.93236E+02    0.23092E+01   -0.98702E+01
         3   -0.68400E-01   -0.35748E-01   -0.12505E+02    0.28295E+01    0.62600E+00   -0.93236E+02    0.23043E+01   -0.17192E+02
         4   -0.60000E-01   -0.75301E-01   -0.12278E+02    0.28331E+01    0.16734E+01    0.30309E+03    0.31477E+01   -0.68697E+01
         5   -0.95500E-01   -0.12202E+00   -0.10801E+02    0.28221E+01    0.17842E+01    0.30309E+03    0.32101E+01   -0.65833E+01
         6   -0.55200E-01   -0.28481E-01   -0.13848E+02    0.28286E+01    0.16099E+01    0.30309E+03    0.31141E+01   -0.72051E+01
         7   -0.76900E-01   -0.64880E-01   -0.19700E+02    0.36317E+01    0.23087E+01   -0.73143E+03    0.57394E+00   -0.40809E+01
         8   -0.10770E+01   -0.10876E+01   -0.00000E+00    0.17918E+02    0.17840E+00   -0.30688E+03    0.19720E+03    0.14448E+01
         9   -0.36140E+00   -0.39293E+00   -0.35690E+01    0.52895E+01    0.25000E+00   -0.30688E+03    0.11684E+02    0.95793E+00
        10   -0.11450E+00   -0.14542E+00   -0.93881E+01    0.27271E+01    0.92020E+00   -0.18629E+03    0.41754E+01   -0.18645E+02
        11   -0.19680E+00   -0.18813E+00   -0.82587E+01    0.28246E+01    0.90820E+00   -0.18629E+03    0.41623E+01   -0.11308E+02
        12   -0.84900E-01   -0.64995E-01   -0.10588E+02    0.26587E+01    0.88840E+00   -0.18629E+03    0.41410E+01   -0.51265E+02
        13   -0.51090E+00   -0.55024E+00   -0.33594E+01    0.26240E+01    0.36806E+01   -0.29973E+03   -0.44275E+01    0.32728E+02
        14   -0.24870E+00   -0.29278E+00   -0.98859E+01    0.25153E+01    0.27845E+01   -0.27097E+03    0.51728E+01    0.11454E+02
        15   -0.42970E+00   -0.39393E+00   -0.86966E+01    0.26331E+01    0.28866E+01   -0.27097E+03    0.53249E+01    0.55129E+02
        16   -0.20360E+00   -0.25662E+00   -0.11149E+02    0.25170E+01    0.27599E+01   -0.27097E+03    0.51383E+01    0.10951E+02
        17   -0.50170E+00   -0.48049E+00   -0.14865E+01    0.24486E+01    0.24884E+01   -0.25251E+03   -0.23148E+01    0.55943E+01
        18   -0.37490E+00   -0.38724E+00   -0.73247E+01    0.15457E+01    0.24801E+01   -0.53324E+03    0.63403E+02    0.22993E+01
        19   -0.74080E+00   -0.69582E+00   -0.00000E+00    0.19559E+01    0.10773E+01   -0.47715E+03    0.26345E+03   -0.30587E+01
        20   -0.33500E+00   -0.39610E+00   -0.47339E+01    0.22266E+01    0.11931E+01   -0.47715E+03    0.56879E+02    0.97674E+01
        21   -0.45320E+00   -0.45889E+00   -0.00000E+00    0.27635E+01    0.13771E+01   -0.20428E+03   -0.73648E+01    0.11572E+02
        22   -0.37710E+00   -0.37963E+00   -0.22896E+01    0.24433E+01    0.14937E+01   -0.20428E+03   -0.68435E+01    0.50995E+00
        23   -0.29730E+00   -0.29007E+00   -0.10452E+02    0.24736E+01    0.24723E+01   -0.48116E+03    0.71528E+01    0.16367E+02
        24   -0.17380E+00   -0.24331E+00   -0.72633E+01    0.25104E+01    0.11542E+01   -0.18661E+03    0.71891E+01    0.38572E+01
        25   -0.24740E+00   -0.27665E+00   -0.63895E+01    0.25389E+01    0.12619E+01   -0.18661E+03    0.76250E+01    0.51560E+01
        26   -0.13960E+00   -0.14499E+00   -0.10473E+02    0.25548E+01    0.22826E+01   -0.11705E+03    0.47204E+01   -0.50552E+02
        27   -0.24600E+00   -0.22800E+00   -0.92134E+01    0.25774E+01    0.23970E+01   -0.11705E+03    0.48738E+01   -0.19996E+02
        28   -0.22910E+00   -0.20839E+00   -0.76494E+01    0.23931E+01    0.83030E+00   -0.18734E+03    0.59002E+01    0.44096E+01
        29   -0.31450E+00   -0.24740E+00   -0.67291E+01    0.25094E+01    0.91370E+00   -0.18734E+03    0.61167E+01    0.81281E+01
        30   -0.17230E+00   -0.18039E+00   -0.86271E+01    0.23569E+01    0.83180E+00   -0.18734E+03    0.59039E+01    0.39634E+01
        31   -0.26870E+00   -0.23293E+00   -0.92018E+01    0.24076E+01    0.13803E+01   -0.32505E+03    0.73641E+01    0.14678E+02
        32   -0.57740E+00   -0.59851E+00   -0.22637E+01    0.27969E+01    0.49956E+01   -0.14903E+03   -0.42882E+01   -0.54203E+01
        33   -0.50810E+00   -0.49845E+00   -0.00000E+00    0.28581E+01    0.21809E+01   -0.35515E+03   -0.63854E+01   -0.12566E+02
        34   -0.39760E+00   -0.44923E+00   -0.23541E+01    0.25056E+01    0.23054E+01   -0.35515E+03   -0.60234E+01    0.53450E+00
        35   -0.33830E+00   -0.28155E+00   -0.79775E+01    0.23478E+01    0.88170E+00   -0.53504E+03    0.23203E+02    0.20798E+02
        36   -0.64700E+00   -0.56341E+00   -0.19523E+01    0.25690E+01    0.44292E+01   -0.94494E+02   -0.68584E+01    0.80953E+00
        37   -0.43320E+00   -0.44197E+00   -0.00000E+00    0.24588E+01    0.16724E+01   -0.14731E+03   -0.10857E+02    0.37185E+00
        38   -0.39430E+00   -0.38924E+00   -0.16994E+01    0.21501E+01    0.17208E+01   -0.14731E+03   -0.10454E+02    0.20061E+00
        39   -0.68740E+00   -0.67994E+00   -0.00000E+00    0.12601E+02    0.16335E+01   -0.26897E+03   -0.12903E+03    0.66277E+01
        40   -0.41800E+00   -0.38275E+00   -0.39802E+01    0.78289E+01    0.15158E+01   -0.26897E+03   -0.14814E+03    0.22001E+01
        41   -0.49870E+00   -0.55795E+00   -0.15117E+01    0.28981E+01    0.38760E+01   -0.12057E+03   -0.31960E+01    0.50835E+00
        42   -0.46700E-01   -0.49916E-01   -0.18779E+02    0.34550E+01    0.77600E+00   -0.12479E+04    0.73650E+00   -0.35929E+01
        43   -0.63130E+00   -0.58056E+00   -0.16406E+01    0.27448E+01    0.44912E+01   -0.75037E+02   -0.55024E+01    0.83423E+00
