     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.97146E-01    0.73061E+00    0.29927E-01    0.45383E-01    0.65590E+00
         2   -0.12240E+00   -0.10648E+00    0.77563E+00    0.23423E-01    0.55522E-01    0.65590E+00
         3   -0.68400E-01   -0.84403E-01    0.67283E+00    0.15923E-01    0.31638E-01    0.65590E+00
         4   -0.60000E-01   -0.11669E+00    0.63510E+00    0.27428E+00    0.15112E+00    0.12535E+01
         5   -0.95500E-01   -0.12430E+00    0.65810E+00    0.35410E+00    0.17063E+00    0.12535E+01
         6   -0.55200E-01   -0.11129E+00    0.61674E+00    0.23011E+00    0.13791E+00    0.12535E+01
         7   -0.76900E-01   -0.65685E-01    0.21313E+00    0.45129E-01    0.33645E-01    0.21345E+01
         8   -0.10770E+01   -0.10346E+01    0.22146E+01    0.19305E+02   -0.96829E+02    0.29240E+00
         9   -0.36140E+00   -0.35112E+00    0.19632E+01    0.64193E+01   -0.12672E+04    0.29240E+00
        10   -0.11450E+00   -0.16223E+00    0.98470E+00    0.66143E-01    0.66134E-01    0.84430E+00
        11   -0.19680E+00   -0.17576E+00    0.10501E+01    0.55536E-01    0.10789E+00    0.84430E+00
        12   -0.84900E-01   -0.14776E+00    0.92106E+00    0.38160E-01    0.23389E-01    0.84430E+00
        13   -0.51090E+00   -0.48774E+00    0.18305E+01    0.46570E-01   -0.50666E-02    0.36302E+01
        14   -0.24870E+00   -0.25127E+00    0.95842E+00    0.19931E+00   -0.13535E+00    0.25558E+01
        15   -0.42970E+00   -0.28225E+00    0.10888E+01    0.29571E+00   -0.30943E-01    0.25558E+01
        16   -0.20360E+00   -0.24861E+00    0.94948E+00    0.17684E+00   -0.13843E+00    0.25558E+01
        17   -0.50170E+00   -0.47917E+00    0.20997E+01    0.80276E-01    0.24484E-01    0.23604E+01
        18   -0.37490E+00   -0.47150E+00    0.17356E+01    0.27855E+01   -0.50928E+02    0.20875E+01
        19   -0.74080E+00   -0.73037E+00    0.17504E+01    0.71528E+01    0.87644E+03    0.12465E+01
        20   -0.33500E+00   -0.29520E+00    0.14257E+01    0.64652E+00   -0.97528E+01    0.12465E+01
        21   -0.45320E+00   -0.44791E+00    0.21409E+01    0.21402E+00   -0.32040E-01    0.15142E+01
        22   -0.37710E+00   -0.35433E+00    0.17299E+01    0.30527E-01   -0.60542E+00    0.15142E+01
        23   -0.29730E+00   -0.27076E+00    0.11109E+01    0.16571E+00   -0.15012E+00    0.23330E+01
        24   -0.17380E+00   -0.20724E+00    0.11339E+01    0.19712E+00   -0.67657E+00    0.10151E+01
        25   -0.24740E+00   -0.23308E+00    0.12285E+01    0.36571E+00   -0.59808E+00    0.10151E+01
        26   -0.13960E+00   -0.18501E+00    0.77454E+00    0.25645E+00    0.33790E-01    0.20009E+01
        27   -0.24600E+00   -0.20073E+00    0.83002E+00    0.37184E+00    0.95737E-01    0.20009E+01
        28   -0.22910E+00   -0.17893E+00    0.10844E+01    0.12967E+00   -0.41704E+00    0.72000E+00
        29   -0.31450E+00   -0.21605E+00    0.12424E+01    0.23398E+00   -0.25102E+00    0.72000E+00
        30   -0.17230E+00   -0.17230E+00    0.10529E+01    0.13149E+00   -0.46484E+00    0.72000E+00
        31   -0.26870E+00   -0.23271E+00    0.11977E+01    0.15318E+00   -0.18045E+00    0.12687E+01
        32   -0.57740E+00   -0.62859E+00    0.21588E+01    0.91586E-02    0.33820E-01    0.50061E+01
        33   -0.50810E+00   -0.50398E+00    0.22108E+01    0.17116E+00    0.17780E-01    0.23249E+01
        34   -0.39760E+00   -0.40928E+00    0.17888E+01    0.22313E-01   -0.36027E+00    0.23249E+01
        35   -0.33830E+00   -0.25644E+00    0.14073E+01    0.22564E+00   -0.90599E+00    0.82990E+00
        36   -0.64700E+00   -0.58105E+00    0.20823E+01    0.64810E-01   -0.59629E+00    0.43775E+01
        37   -0.43320E+00   -0.52779E+00    0.24643E+01    0.16376E+00   -0.13048E+01    0.17642E+01
        38   -0.39430E+00   -0.41479E+00    0.19467E+01    0.75690E-01   -0.22150E+01    0.17642E+01
        39   -0.68740E+00   -0.71534E+00    0.17541E+01    0.10697E+02   -0.50076E+01    0.13770E+01
        40   -0.41800E+00   -0.49398E+00    0.14738E+01    0.61389E+01   -0.44283E+02    0.13770E+01
        41   -0.49870E+00   -0.56394E+00    0.21223E+01    0.28575E-01    0.40273E-01    0.39128E+01
        42   -0.46700E-01   -0.35625E-01    0.40419E+00    0.11733E-01    0.46355E-01    0.81500E+00
        43   -0.63130E+00   -0.57486E+00    0.20413E+01    0.10181E+00   -0.36201E+00    0.44005E+01
