     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.79533E-01    0.44864E+00    0.97052E+00    0.14070E-01   -0.17810E+01   -0.56338E+00
         2   -0.12240E+00   -0.12248E+00    0.49274E+00    0.97685E+00    0.15941E-01   -0.17784E+01   -0.96484E+00
         3   -0.68400E-01   -0.27883E-01    0.38888E+00    0.98420E+00    0.12253E-01   -0.17754E+01   -0.10569E+00
         4   -0.60000E-01   -0.87754E-01    0.30164E+00    0.76077E+00    0.28330E-01   -0.31191E+01   -0.77976E+00
         5   -0.95500E-01   -0.10717E+00    0.33753E+00    0.70308E+00    0.36481E-01   -0.31588E+01   -0.89570E+00
         6   -0.55200E-01   -0.77446E-01    0.27589E+00    0.79485E+00    0.23592E-01   -0.30968E+01   -0.74142E+00
         7   -0.76900E-01   -0.14123E+00    0.10135E+01    0.10462E+01    0.10441E-02   -0.40795E-01    0.64247E-01
         8   -0.10770E+01   -0.11140E+01    0.22091E+01    0.37470E+03   -0.20286E+04   -0.77685E+00   -0.37220E-01
         9   -0.36140E+00   -0.31867E+00    0.19613E+01    0.43184E+02   -0.41480E+05   -0.76108E+00   -0.11645E-01
        10   -0.11450E+00   -0.17320E+00    0.87422E+00    0.93601E+00    0.73007E-01   -0.22361E+01   -0.17388E+00
        11   -0.19680E+00   -0.19973E+00    0.93907E+00    0.94598E+00    0.82208E-01   -0.22323E+01   -0.29339E+00
        12   -0.84900E-01   -0.14737E+00    0.80902E+00    0.96256E+00    0.62260E-01   -0.22260E+01   -0.67742E-01
        13   -0.51090E+00   -0.46127E+00    0.18470E+01    0.10477E+01   -0.84951E-01   -0.39346E+01   -0.34318E-01
        14   -0.24870E+00   -0.21486E+00    0.87603E+00    0.81956E+00    0.97389E-01   -0.34624E+01   -0.34104E+00
        15   -0.42970E+00   -0.38790E+00    0.10102E+01    0.74480E+00    0.12861E+00   -0.35122E+01   -0.20923E+01
        16   -0.20360E+00   -0.20813E+00    0.86616E+00    0.83811E+00    0.83752E-01   -0.34506E+01   -0.29145E+00
        17   -0.50170E+00   -0.50497E+00    0.20626E+01    0.10836E+01   -0.22395E-01   -0.32537E+01   -0.58654E-01
        18   -0.37490E+00   -0.41358E+00    0.17432E+01    0.10357E+00    0.22044E+03   -0.27051E+01   -0.15179E+00
        19   -0.74080E+00   -0.72152E+00    0.17503E+01    0.18817E-01    0.87948E+05   -0.66609E+00   -0.78337E-01
        20   -0.33500E+00   -0.27247E+00    0.14249E+01    0.52953E+00    0.47131E+03   -0.64961E+00   -0.17843E-01
        21   -0.45320E+00   -0.47170E+00    0.21320E+01    0.80766E+00   -0.10071E+01   -0.14906E+01    0.76656E-01
        22   -0.37710E+00   -0.36926E+00    0.17201E+01    0.96994E+00   -0.61220E+00   -0.15658E+01    0.72780E-02
        23   -0.29730E+00   -0.24574E+00    0.10742E+01    0.84745E+00    0.23024E+00   -0.31671E+01   -0.14585E+00
        24   -0.24740E+00   -0.25071E+00    0.11931E+01    0.69510E+00    0.60969E+00   -0.20109E+01   -0.14916E+00
        25   -0.15630E+00   -0.21688E+00    0.10919E+01    0.82074E+00    0.36938E+00   -0.19704E+01   -0.70583E-01
        26   -0.13960E+00   -0.16365E+00    0.62135E+00    0.77434E+00    0.91978E-01   -0.32111E+01   -0.63161E+00
        27   -0.24600E+00   -0.26903E+00    0.68532E+00    0.69092E+00    0.12485E+00   -0.32602E+01   -0.17542E+01
        28   -0.11410E+00   -0.15196E+00    0.60991E+00    0.79905E+00    0.78034E-01   -0.31973E+01   -0.52410E+00
        29   -0.22910E+00   -0.20458E+00    0.10589E+01    0.87847E+00    0.22414E+00   -0.18560E+01   -0.58360E-01
        30   -0.31450E+00   -0.25401E+00    0.12182E+01    0.79180E+00    0.29967E+00   -0.18838E+01   -0.14119E+00
        31   -0.17230E+00   -0.19599E+00    0.10275E+01    0.87687E+00    0.19988E+00   -0.18565E+01   -0.55415E-01
        32   -0.26870E+00   -0.25012E+00    0.11849E+01    0.85810E+00    0.33313E+00   -0.22750E+01   -0.87646E-01
        33   -0.57740E+00   -0.60961E+00    0.21574E+01    0.99088E+00   -0.73136E-01   -0.69834E+01    0.28173E-01
        34   -0.50810E+00   -0.50666E+00    0.22041E+01    0.84286E+00   -0.48525E+00   -0.21910E+01    0.83430E-01
        35   -0.39760E+00   -0.40281E+00    0.17815E+01    0.97793E+00   -0.31062E+00   -0.23059E+01    0.68163E-02
        36   -0.33830E+00   -0.29367E+00    0.14078E+01    0.79839E+00    0.11913E+02   -0.17944E+01   -0.26855E-01
        37   -0.43320E+00   -0.55372E+00    0.24111E+01    0.84910E+00   -0.20203E+01   -0.16744E+01    0.34638E-01
        38   -0.39430E+00   -0.41809E+00    0.18911E+01    0.92712E+00   -0.14166E+01   -0.17209E+01    0.11009E-01
        39   -0.68740E+00   -0.59589E+00    0.17560E+01    0.11643E+03   -0.83804E+02   -0.19268E+01   -0.14844E+00
        40   -0.41800E+00   -0.38029E+00    0.14749E+01    0.39661E+02   -0.33719E+03   -0.18678E+01   -0.54788E-01
        41   -0.46700E-01    0.20838E-02    0.45477E+00    0.98834E+00    0.19394E-02   -0.33832E-01   -0.12319E-01
        42   -0.63130E+00   -0.59571E+00    0.20290E+01    0.11071E+01   -0.15642E+00   -0.75240E+01   -0.70076E-01
