     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.77700E-01    0.44864E+00    0.97052E+00   -0.14557E-01   -0.17810E+01   -0.56338E+00    0.27102E+01
         2   -0.12240E+00   -0.12876E+00    0.49274E+00    0.97685E+00   -0.14416E-01   -0.17784E+01   -0.96484E+00    0.27223E+01
         3   -0.68400E-01   -0.16042E-01    0.38888E+00    0.98420E+00   -0.14254E-01   -0.17754E+01   -0.10569E+00    0.27363E+01
         4   -0.60000E-01   -0.53289E-01    0.30164E+00    0.76077E+00   -0.25482E-01   -0.31191E+01   -0.77976E+00    0.43548E+01
         5   -0.95500E-01   -0.77254E-01    0.33753E+00    0.70308E+00   -0.28681E-01   -0.31588E+01   -0.89570E+00    0.42440E+01
         6   -0.55200E-01   -0.41110E-01    0.27589E+00    0.79485E+00   -0.23861E-01   -0.30968E+01   -0.74142E+00    0.44183E+01
         7   -0.76900E-01   -0.11654E+00    0.10135E+01    0.10462E+01   -0.18509E-02   -0.40795E-01    0.64247E-01    0.27182E+01
         8   -0.10770E+01   -0.11019E+01    0.22091E+01    0.37470E+03    0.60536E+03   -0.77685E+00   -0.37220E-01    0.36822E+01
         9   -0.36140E+00   -0.28380E+00    0.19613E+01    0.43184E+02    0.15472E+05   -0.76108E+00   -0.11645E-01    0.36106E+01
        10   -0.11450E+00   -0.16985E+00    0.87422E+00    0.93601E+00   -0.58541E-01   -0.22361E+01   -0.17388E+00    0.20415E+01
        11   -0.19680E+00   -0.19765E+00    0.93907E+00    0.94598E+00   -0.57617E-01   -0.22323E+01   -0.29339E+00    0.20535E+01
        12   -0.84900E-01   -0.14204E+00    0.80902E+00    0.96256E+00   -0.56135E-01   -0.22260E+01   -0.67742E-01    0.20733E+01
        13   -0.51090E+00   -0.47579E+00    0.18470E+01    0.10477E+01    0.11645E+00   -0.39346E+01   -0.34318E-01    0.30510E+00
        14   -0.24870E+00   -0.21237E+00    0.87603E+00    0.81956E+00   -0.58945E-01   -0.34624E+01   -0.34104E+00    0.21043E+01
        15   -0.42970E+00   -0.42545E+00    0.10102E+01    0.74480E+00   -0.68039E-01   -0.35122E+01   -0.20923E+01    0.20022E+01
