     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        16   -0.20360E+00   -0.20412E+00    0.86616E+00    0.83811E+00   -0.56999E-01   -0.34506E+01   -0.29145E+00    0.21289E+01
        17   -0.50170E+00   -0.51266E+00    0.20626E+01    0.10836E+01    0.39708E-01   -0.32537E+01   -0.58654E-01    0.48590E+00
        18   -0.37490E+00   -0.35559E+00    0.17432E+01    0.10357E+00   -0.12672E+03   -0.27051E+01   -0.15179E+00    0.36518E+01
        19   -0.74080E+00   -0.70515E+00    0.17503E+01    0.18817E-01   -0.33060E+05   -0.66609E+00   -0.78337E-01    0.82500E-01
        20   -0.33500E+00   -0.30082E+00    0.14249E+01    0.52953E+00   -0.22146E+03   -0.64961E+00   -0.17843E-01    0.19830E+00
        21   -0.45320E+00   -0.48307E+00    0.21320E+01    0.80766E+00    0.50712E+00   -0.14906E+01    0.76656E-01    0.22970E+00
        22   -0.37710E+00   -0.38694E+00    0.17201E+01    0.96994E+00    0.38534E+00   -0.15658E+01    0.72780E-02    0.34630E+00
        23   -0.29730E+00   -0.25443E+00    0.10742E+01    0.84745E+00   -0.14581E+00   -0.31671E+01   -0.14585E+00    0.12995E+01
        24   -0.24740E+00   -0.25721E+00    0.11931E+01    0.69510E+00   -0.32860E+00   -0.20109E+01   -0.14916E+00    0.13601E+01
        25   -0.15630E+00   -0.22098E+00    0.10919E+01    0.82074E+00   -0.25611E+00   -0.19704E+01   -0.70583E-01    0.14673E+01
        26   -0.13960E+00   -0.14389E+00    0.62135E+00    0.77434E+00   -0.71483E-01   -0.32111E+01   -0.63161E+00    0.33321E+01
        27   -0.24600E+00   -0.27647E+00    0.68532E+00    0.69092E+00   -0.84812E-01   -0.32602E+01   -0.17542E+01    0.32177E+01
        28   -0.11410E+00   -0.12919E+00    0.60991E+00    0.79905E+00   -0.68192E-01   -0.31973E+01   -0.52410E+00    0.33648E+01
        29   -0.22910E+00   -0.22809E+00    0.10589E+01    0.87847E+00   -0.13133E+00   -0.18560E+01   -0.58360E-01    0.66160E+00
        30   -0.31450E+00   -0.27842E+00    0.12182E+01    0.79180E+00   -0.15348E+00   -0.18838E+01   -0.14119E+00    0.57820E+00
        31   -0.17230E+00   -0.22004E+00    0.10275E+01    0.87687E+00   -0.13169E+00   -0.18565E+01   -0.55415E-01    0.66010E+00
        32   -0.26870E+00   -0.27880E+00    0.11849E+01    0.85810E+00   -0.22036E+00   -0.22750E+01   -0.87646E-01    0.35140E+00
        33   -0.57740E+00   -0.62021E+00    0.21574E+01    0.99088E+00    0.99490E-01   -0.69834E+01    0.28173E-01    0.17100E-01
        34   -0.50810E+00   -0.51820E+00    0.22041E+01    0.84286E+00    0.23163E+00   -0.21910E+01    0.83430E-01    0.12520E+00
        35   -0.39760E+00   -0.42078E+00    0.17815E+01    0.97793E+00    0.18534E+00   -0.23059E+01    0.68163E-02    0.24970E+00
        36   -0.33830E+00   -0.32301E+00    0.14078E+01    0.79839E+00   -0.87140E+01   -0.17944E+01   -0.26855E-01    0.11570E+00
        37   -0.43320E+00   -0.48924E+00    0.24111E+01    0.84910E+00    0.65788E+00   -0.16744E+01    0.34638E-01    0.32696E+01
        38   -0.39430E+00   -0.36247E+00    0.18911E+01    0.92712E+00    0.57661E+00   -0.17209E+01    0.11009E-01    0.33180E+01
        39   -0.68740E+00   -0.63711E+00    0.17560E+01    0.11643E+03    0.36190E+02   -0.19268E+01   -0.14844E+00    0.15030E+00
        40   -0.41800E+00   -0.41051E+00    0.14749E+01    0.39661E+02    0.18202E+03   -0.18678E+01   -0.54788E-01    0.26800E+00
        41   -0.46700E-01   -0.41367E-01    0.45477E+00    0.98834E+00   -0.27889E-02   -0.33832E-01   -0.12319E-01    0.33020E+00
        42   -0.63130E+00   -0.60082E+00    0.20290E+01    0.11071E+01    0.19685E+00   -0.75240E+01   -0.70076E-01    0.41990E+00
