     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.54867E-01    0.44864E+00    0.29927E-01    0.59990E+00
         2   -0.12240E+00   -0.63841E-01    0.49274E+00    0.23423E-01    0.61200E+00
         3   -0.68400E-01   -0.44250E-01    0.38888E+00    0.15923E-01    0.62600E+00
         4   -0.95500E-01   -0.10850E+00    0.33753E+00    0.35410E+00    0.17842E+01
         5   -0.55200E-01   -0.82955E-01    0.27589E+00    0.23011E+00    0.16099E+01
         6   -0.10770E+01   -0.10179E+01    0.22091E+01    0.19305E+02    0.17840E+00
         7   -0.36140E+00   -0.54248E+00    0.19613E+01    0.64193E+01    0.25000E+00
         8   -0.11450E+00   -0.15583E+00    0.87422E+00    0.66143E-01    0.92020E+00
         9   -0.19680E+00   -0.16737E+00    0.93907E+00    0.55536E-01    0.90820E+00
        10   -0.84900E-01   -0.14055E+00    0.80902E+00    0.38160E-01    0.88840E+00
        11   -0.51090E+00   -0.49326E+00    0.18470E+01    0.46570E-01    0.36806E+01
        12   -0.24870E+00   -0.26182E+00    0.87603E+00    0.19931E+00    0.27845E+01
        13   -0.42970E+00   -0.29656E+00    0.10102E+01    0.29571E+00    0.28866E+01
        14   -0.20360E+00   -0.25783E+00    0.86616E+00    0.17684E+00    0.27599E+01
        15   -0.50170E+00   -0.47140E+00    0.20626E+01    0.80276E-01    0.24884E+01
        16   -0.37490E+00   -0.49969E+00    0.17432E+01    0.27855E+01    0.24801E+01
        17   -0.74080E+00   -0.57110E+00    0.17503E+01    0.71528E+01    0.10773E+01
        18   -0.33500E+00   -0.29664E+00    0.14249E+01    0.64652E+00    0.11931E+01
        19   -0.45320E+00   -0.42899E+00    0.21320E+01    0.21402E+00    0.13771E+01
        20   -0.37710E+00   -0.34946E+00    0.17201E+01    0.30527E-01    0.14937E+01
        21   -0.29730E+00   -0.28210E+00    0.10742E+01    0.16571E+00    0.24723E+01
        22   -0.17380E+00   -0.21574E+00    0.10955E+01    0.19712E+00    0.11542E+01
        23   -0.24740E+00   -0.24611E+00    0.11931E+01    0.36571E+00    0.12619E+01
        24   -0.15630E+00   -0.21509E+00    0.10919E+01    0.19787E+00    0.11547E+01
        25   -0.13960E+00   -0.18721E+00    0.62135E+00    0.25645E+00    0.22826E+01
        26   -0.24600E+00   -0.20966E+00    0.68532E+00    0.37184E+00    0.23970E+01
        27   -0.11410E+00   -0.18216E+00    0.60991E+00    0.22480E+00    0.22499E+01
        28   -0.22910E+00   -0.18881E+00    0.10589E+01    0.12967E+00    0.83030E+00
        29   -0.31450E+00   -0.22766E+00    0.12182E+01    0.23398E+00    0.91370E+00
        30   -0.17230E+00   -0.18288E+00    0.10275E+01    0.13149E+00    0.83180E+00
        31   -0.26870E+00   -0.24384E+00    0.11849E+01    0.15318E+00    0.13803E+01
        32   -0.57740E+00   -0.62345E+00    0.21574E+01    0.91586E-02    0.49956E+01
        33   -0.50810E+00   -0.48514E+00    0.22041E+01    0.17116E+00    0.21809E+01
        34   -0.39760E+00   -0.40513E+00    0.17815E+01    0.22313E-01    0.23054E+01
        35   -0.33830E+00   -0.26234E+00    0.14078E+01    0.22564E+00    0.88170E+00
        36   -0.64700E+00   -0.57235E+00    0.20426E+01    0.64810E-01    0.44292E+01
        37   -0.43320E+00   -0.49735E+00    0.24111E+01    0.16376E+00    0.16724E+01
        38   -0.39430E+00   -0.39640E+00    0.18911E+01    0.75690E-01    0.17208E+01
        39   -0.68740E+00   -0.72103E+00    0.17560E+01    0.10697E+02    0.16335E+01
        40   -0.41800E+00   -0.50767E+00    0.14749E+01    0.61389E+01    0.15158E+01
        41   -0.49870E+00   -0.56511E+00    0.21666E+01    0.28575E-01    0.38760E+01
        42   -0.46700E-01   -0.65003E-01    0.45477E+00    0.11733E-01    0.77600E+00
        43   -0.63130E+00   -0.57433E+00    0.20290E+01    0.10181E+00    0.44912E+01
