     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.14259E+00   -0.11013E+02
         2   -0.12240E+00   -0.19564E+00   -0.97023E+01
         3   -0.68400E-01   -0.84022E-01   -0.12460E+02
         4   -0.95500E-01   -0.17631E+00   -0.10180E+02
         5   -0.55200E-01   -0.49496E-01   -0.13313E+02
         6   -0.10770E+01   -0.58836E+00   -0.00000E+00
         7   -0.36140E+00   -0.44561E+00   -0.35266E+01
         8   -0.11450E+00   -0.21245E+00   -0.92871E+01
         9   -0.19680E+00   -0.25710E+00   -0.81839E+01
        10   -0.84900E-01   -0.16247E+00   -0.10522E+02
        11   -0.51090E+00   -0.45544E+00   -0.32838E+01
        12   -0.24870E+00   -0.20053E+00   -0.95817E+01
        13   -0.42970E+00   -0.25202E+00   -0.83096E+01
        14   -0.20360E+00   -0.14947E+00   -0.10843E+02
        15   -0.50170E+00   -0.53596E+00   -0.12945E+01
        16   -0.37490E+00   -0.31572E+00   -0.67357E+01
        17   -0.74080E+00   -0.58836E+00   -0.00000E+00
        18   -0.33500E+00   -0.39891E+00   -0.46805E+01
        19   -0.45320E+00   -0.58836E+00   -0.00000E+00
        20   -0.37710E+00   -0.49485E+00   -0.23101E+01
        21   -0.29730E+00   -0.17376E+00   -0.10243E+02
        22   -0.17380E+00   -0.30185E+00   -0.70783E+01
        23   -0.24740E+00   -0.34142E+00   -0.61007E+01
        24   -0.15630E+00   -0.26526E+00   -0.79823E+01
        25   -0.13960E+00   -0.17959E+00   -0.10099E+02
        26   -0.24600E+00   -0.23419E+00   -0.87500E+01
        27   -0.11410E+00   -0.12535E+00   -0.11439E+02
        28   -0.22910E+00   -0.28468E+00   -0.75027E+01
        29   -0.31450E+00   -0.32516E+00   -0.65025E+01
        30   -0.17230E+00   -0.24595E+00   -0.84594E+01
        31   -0.26870E+00   -0.22268E+00   -0.90343E+01
        32   -0.57740E+00   -0.49610E+00   -0.22794E+01
        33   -0.50810E+00   -0.58836E+00   -0.00000E+00
        34   -0.39760E+00   -0.49228E+00   -0.23736E+01
        35   -0.33830E+00   -0.26860E+00   -0.78998E+01
        36   -0.64700E+00   -0.51248E+00   -0.18747E+01
        37   -0.43320E+00   -0.58836E+00   -0.00000E+00
        38   -0.39430E+00   -0.51782E+00   -0.17428E+01
        39   -0.68740E+00   -0.58836E+00   -0.00000E+00
        40   -0.41800E+00   -0.43287E+00   -0.38414E+01
        41   -0.49870E+00   -0.52494E+00   -0.15669E+01
        42   -0.46700E-01    0.16940E+00   -0.18721E+02
        43   -0.63130E+00   -0.52746E+00   -0.15045E+01
