     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.83752E-01    0.44864E+00    0.97052E+00    0.59990E+00   -0.52271E+01
         2   -0.12240E+00   -0.15492E+00    0.49274E+00    0.97685E+00    0.61200E+00   -0.11382E+02
         3   -0.68400E-01   -0.37967E-01    0.38888E+00    0.98420E+00    0.62600E+00   -0.18238E+01
         4   -0.95500E-01   -0.78914E-01    0.33753E+00    0.70308E+00    0.17842E+01   -0.14701E+01
         5   -0.55200E-01   -0.58794E-01    0.27589E+00    0.79485E+00    0.16099E+01   -0.17042E+01
         6   -0.10770E+01   -0.11212E+01    0.22091E+01    0.37470E+03    0.17840E+00    0.49997E+01
         7   -0.36140E+00   -0.32428E+00    0.19613E+01    0.43184E+02    0.25000E+00    0.12388E+02
         8   -0.11450E+00   -0.16409E+00    0.87422E+00    0.93601E+00    0.92020E+00   -0.19280E+01
         9   -0.19680E+00   -0.19716E+00    0.93907E+00    0.94598E+00    0.90820E+00   -0.38435E+01
        10   -0.84900E-01   -0.14129E+00    0.80902E+00    0.96256E+00    0.88840E+00   -0.12748E+01
        11   -0.51090E+00   -0.49863E+00    0.18470E+01    0.10477E+01    0.36806E+01    0.40420E+00
        12   -0.24870E+00   -0.25136E+00    0.87603E+00    0.81956E+00    0.27845E+01   -0.15006E+01
        13   -0.42970E+00   -0.33771E+00    0.10102E+01    0.74480E+00    0.28866E+01   -0.66769E+01
        14   -0.20360E+00   -0.24716E+00    0.86616E+00    0.83811E+00    0.27599E+01   -0.14210E+01
        15   -0.50170E+00   -0.49176E+00    0.20626E+01    0.10836E+01    0.24884E+01    0.17883E+00
        16   -0.37490E+00   -0.44983E+00    0.17432E+01    0.10357E+00    0.24801E+01   -0.32167E+01
        17   -0.74080E+00   -0.71635E+00    0.17503E+01    0.18817E-01    0.10773E+01   -0.37176E+02
        18   -0.33500E+00   -0.33310E+00    0.14249E+01    0.52953E+00    0.11931E+01   -0.50579E+01
        19   -0.45320E+00   -0.44715E+00    0.21320E+01    0.80766E+00    0.13771E+01    0.73551E+00
        20   -0.37710E+00   -0.36220E+00    0.17201E+01    0.96994E+00    0.14937E+01    0.42617E+00
        21   -0.29730E+00   -0.28064E+00    0.10742E+01    0.84745E+00    0.24723E+01   -0.14267E+01
        22   -0.17380E+00   -0.21507E+00    0.10955E+01    0.82135E+00    0.11542E+01   -0.83314E+00
        23   -0.24740E+00   -0.24474E+00    0.11931E+01    0.69510E+00    0.12619E+01   -0.10744E+01
        24   -0.15630E+00   -0.21422E+00    0.10919E+01    0.82074E+00    0.11547E+01   -0.82721E+00
        25   -0.13960E+00   -0.17728E+00    0.62135E+00    0.77434E+00    0.22826E+01   -0.23886E+01
        26   -0.24600E+00   -0.22293E+00    0.68532E+00    0.69092E+00    0.23970E+01   -0.49947E+01
        27   -0.11410E+00   -0.17134E+00    0.60991E+00    0.79905E+00    0.22499E+01   -0.22074E+01
        28   -0.22910E+00   -0.18998E+00    0.10589E+01    0.87847E+00    0.83030E+00   -0.73205E+00
        29   -0.31450E+00   -0.23350E+00    0.12182E+01    0.79180E+00    0.91370E+00   -0.10623E+01
        30   -0.17230E+00   -0.18243E+00    0.10275E+01    0.87687E+00    0.83180E+00   -0.68641E+00
        31   -0.26870E+00   -0.25054E+00    0.11849E+01    0.85810E+00    0.13803E+01   -0.12311E+01
        32   -0.57740E+00   -0.62206E+00    0.21574E+01    0.99088E+00    0.49956E+01    0.15951E+01
        33   -0.50810E+00   -0.50498E+00    0.22041E+01    0.84286E+00    0.21809E+01    0.53855E+00
        34   -0.39760E+00   -0.41721E+00    0.17815E+01    0.97793E+00    0.23054E+01    0.30165E+00
        35   -0.33830E+00   -0.28706E+00    0.14078E+01    0.79839E+00    0.88170E+00   -0.22660E+01
        36   -0.64700E+00   -0.57812E+00    0.20426E+01    0.10669E+01    0.44292E+01    0.59344E+00
        37   -0.43320E+00   -0.52703E+00    0.24111E+01    0.84910E+00    0.16724E+01    0.57100E+00
        38   -0.39430E+00   -0.41285E+00    0.18911E+01    0.92712E+00    0.17208E+01    0.36735E+00
        39   -0.68740E+00   -0.58102E+00    0.17560E+01    0.11643E+03    0.16335E+01    0.34800E+01
        40   -0.41800E+00   -0.34987E+00    0.14749E+01    0.39661E+02    0.15158E+01    0.40669E+01
        41   -0.49870E+00   -0.57964E+00    0.21666E+01    0.97183E+00    0.38760E+01    0.54315E+00
        42   -0.46700E-01   -0.43210E-01    0.45477E+00    0.98834E+00    0.77600E+00   -0.78631E-01
        43   -0.63130E+00   -0.57844E+00    0.20290E+01    0.11071E+01    0.44912E+01    0.56204E+00
