     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.72225E-01   -0.11088E+02    0.43700E+00    0.20380E+00    0.68397E+01    0.10670E+02   -0.12154E+02
         2   -0.12240E+00   -0.16308E+00   -0.97537E+01    0.48362E+00    0.20059E+00    0.68297E+01    0.22380E+02   -0.98702E+01
         3   -0.68400E-01    0.27557E-02   -0.12505E+02    0.38266E+00    0.19687E+00    0.68182E+01    0.38963E+01   -0.17192E+02
         4   -0.95500E-01   -0.14017E+00   -0.10801E+02    0.21825E+00    0.29559E+00    0.16560E+02    0.28483E+01   -0.65833E+01
         5   -0.55200E-01   -0.70962E-01   -0.13848E+02    0.19579E+00    0.24255E+00    0.16235E+02    0.33813E+01   -0.72051E+01
         6   -0.10770E+01   -0.10584E+01   -0.00000E+00    0.21980E+01    0.21532E+02    0.12727E+01   -0.14159E+02    0.14448E+01
         7   -0.36140E+00   -0.42206E+00   -0.35690E+01    0.19572E+01    0.87465E+01    0.12469E+01   -0.39400E+02    0.95793E+00
         8   -0.11450E+00   -0.15100E+00   -0.93881E+01    0.86067E+00    0.22830E+00    0.88360E+01    0.44526E+01   -0.18645E+02
         9   -0.19680E+00   -0.21104E+00   -0.82587E+01    0.92766E+00    0.22316E+00    0.88209E+01    0.84341E+01   -0.11308E+02
        10   -0.84900E-01   -0.67636E-01   -0.10588E+02    0.80115E+00    0.21467E+00    0.87960E+01    0.30880E+01   -0.51265E+02
        11   -0.51090E+00   -0.48737E+00   -0.33594E+01    0.18394E+01    0.46856E+00    0.11548E+02   -0.13691E+01    0.32728E+02
        12   -0.24870E+00   -0.27388E+00   -0.98859E+01    0.84234E+00    0.99449E-01    0.17293E+02    0.38641E+01    0.11454E+02
        13   -0.42970E+00   -0.43172E+00   -0.86966E+01    0.96151E+00    0.14173E+00    0.17541E+02    0.15638E+02    0.55129E+02
        14   -0.20360E+00   -0.24468E+00   -0.11149E+02    0.83609E+00    0.89262E-01    0.17234E+02    0.36782E+01    0.10951E+02
        15   -0.50170E+00   -0.47709E+00   -0.14865E+01    0.20405E+01    0.14161E+01    0.54523E+01   -0.54324E+00    0.55943E+01
        16   -0.37490E+00   -0.40172E+00   -0.73247E+01    0.17065E+01    0.91314E+00    0.94281E+01    0.12601E+02    0.22993E+01
        17   -0.74080E+00   -0.75111E+00   -0.00000E+00    0.17256E+01    0.24652E+01    0.11615E+01    0.67186E+02   -0.30587E+01
        18   -0.33500E+00   -0.34960E+00   -0.47339E+01    0.14171E+01    0.18747E+01    0.11327E+01    0.11091E+02    0.97674E+01
