     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        19   -0.45320E+00   -0.48035E+00   -0.00000E+00    0.21509E+01    0.10168E+01    0.28350E+01   -0.16965E+01    0.11572E+02
        20   -0.37710E+00   -0.36244E+00   -0.22896E+01    0.17229E+01    0.93060E+00    0.29781E+01   -0.12568E+01    0.50995E+00
        21   -0.29730E+00   -0.26863E+00   -0.10452E+02    0.10550E+01    0.20066E+00    0.14729E+02    0.36353E+01    0.16367E+02
        22   -0.17380E+00   -0.21495E+00   -0.72633E+01    0.10748E+01    0.32184E+00    0.63796E+01    0.19696E+01    0.38572E+01
        23   -0.24740E+00   -0.25136E+00   -0.63895E+01    0.11564E+01    0.39440E+00    0.65114E+01    0.23895E+01    0.51560E+01
        24   -0.15630E+00   -0.19542E+00   -0.81916E+01    0.10711E+01    0.32218E+00    0.63802E+01    0.19612E+01    0.38112E+01
        25   -0.13960E+00   -0.13878E+00   -0.10473E+02    0.56921E+00    0.23954E+00    0.15856E+02    0.58454E+01   -0.50552E+02
        26   -0.24600E+00   -0.24295E+00   -0.92134E+01    0.61201E+00    0.28829E+00    0.16098E+02    0.11723E+02   -0.19996E+02
        27   -0.11410E+00   -0.90416E-01   -0.11812E+02    0.56382E+00    0.22561E+00    0.15788E+02    0.54310E+01   -0.63344E+02
        28   -0.22910E+00   -0.19663E+00   -0.76494E+01    0.10424E+01    0.29684E+00    0.60054E+01    0.16457E+01    0.44096E+01
        29   -0.31450E+00   -0.24502E+00   -0.67291E+01    0.11892E+01    0.34428E+00    0.60955E+01    0.21467E+01    0.81281E+01
        30   -0.17230E+00   -0.17158E+00   -0.86271E+01    0.10108E+01    0.29769E+00    0.60070E+01    0.15815E+01    0.39634E+01
        31   -0.26870E+00   -0.23088E+00   -0.92018E+01    0.11688E+01    0.32164E+00    0.84210E+01    0.27840E+01    0.14678E+02
        32   -0.57740E+00   -0.61392E+00   -0.22637E+01    0.21590E+01    0.17331E+00    0.22749E+02   -0.42578E+01   -0.54203E+01
        33   -0.50810E+00   -0.48063E+00   -0.00000E+00    0.22217E+01    0.83948E+00    0.51258E+01   -0.14597E+01   -0.12566E+02
        34   -0.39760E+00   -0.39428E+00   -0.23541E+01    0.17839E+01    0.76865E+00    0.53946E+01   -0.10458E+01    0.53450E+00
        35   -0.33830E+00   -0.28639E+00   -0.79775E+01    0.14007E+01    0.67825E+00    0.55161E+01    0.59667E+01    0.20798E+02
        36   -0.64700E+00   -0.56560E+00   -0.19523E+01    0.20363E+01    0.21660E-01    0.18318E+02   -0.17108E+01    0.80953E+00
        37   -0.43320E+00   -0.49391E+00   -0.00000E+00    0.24202E+01    0.73479E+00    0.28997E+01   -0.15351E+01    0.37185E+00
        38   -0.39430E+00   -0.38946E+00   -0.16994E+01    0.18954E+01    0.69338E+00    0.29802E+01   -0.12788E+01    0.20061E+00
        39   -0.68740E+00   -0.67746E+00   -0.00000E+00    0.17222E+01    0.92944E+01    0.51612E+01   -0.90206E+01    0.66277E+01
        40   -0.41800E+00   -0.39169E+00   -0.39802E+01    0.14566E+01    0.48020E+01    0.50030E+01   -0.12469E+02    0.22001E+01
        41   -0.49870E+00   -0.55924E+00   -0.15117E+01    0.21730E+01    0.47823E+00    0.14257E+02   -0.14864E+01    0.50835E+00
        42   -0.46700E-01   -0.51083E-01   -0.18779E+02    0.46398E+00    0.80120E+01    0.21984E-01    0.18184E+00   -0.35929E+01
        43   -0.63130E+00   -0.59774E+00   -0.16406E+01    0.20164E+01    0.21548E-01    0.20669E+02   -0.17078E+01    0.83423E+00
