     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.74865E-01    0.39509E+00   -0.71030E-04   -0.24807E+00
         2   -0.12240E+00   -0.90534E-01    0.44171E+00   -0.12898E-03   -0.28351E+00
         3   -0.68400E-01   -0.57689E-01    0.34075E+00   -0.16537E-04   -0.22051E+00
         4   -0.60000E-01   -0.10486E+00    0.39314E+00   -0.53260E-03   -0.25605E+00
         5   -0.95500E-01   -0.17560E+00    0.40412E+00   -0.15592E-02   -0.29262E+00
         6   -0.55200E-01   -0.79563E-01    0.38166E+00   -0.19712E-03   -0.22760E+00
         7   -0.76900E-01   -0.39005E-01    0.30705E+00    0.96347E-04   -0.34738E-01
         8   -0.36140E+00   -0.46389E+00    0.19562E+01   -0.28569E-03   -0.11082E+00
         9   -0.11450E+00   -0.16962E+00    0.78322E+00   -0.96271E-04   -0.20683E+00
        10   -0.19680E+00   -0.19231E+00    0.85021E+00   -0.18774E-03   -0.23637E+00
        11   -0.84900E-01   -0.15012E+00    0.72370E+00   -0.24391E-04   -0.18384E+00
        12   -0.51090E+00   -0.45973E+00    0.20083E+01   -0.27875E-04   -0.12232E+00
        13   -0.24870E+00   -0.28296E+00    0.71689E+00   -0.29008E-03   -0.71466E+01
        14   -0.42970E+00   -0.37373E+00    0.83606E+00   -0.97192E-03   -0.81676E+01
        15   -0.20360E+00   -0.25646E+00    0.71064E+00   -0.11288E-03   -0.63526E+01
        16   -0.50170E+00   -0.52257E+00    0.22597E+01   -0.70795E-04   -0.79092E-01
        17   -0.37490E+00   -0.38068E+00    0.16262E+01   -0.21714E-03   -0.17232E+00
        18   -0.74080E+00   -0.58977E+00    0.17110E+01   -0.30990E-02   -0.12437E+00
        19   -0.33500E+00   -0.33450E+00    0.14025E+01   -0.35981E-03   -0.82913E-01
        20   -0.45320E+00   -0.37344E+00    0.23357E+01    0.25111E-02   -0.20964E+00
        21   -0.37710E+00   -0.42480E+00    0.19077E+01    0.13813E-03   -0.13976E+00
        22   -0.29730E+00   -0.21207E+00    0.96002E+00   -0.77045E-04   -0.26605E+00
        23   -0.17380E+00   -0.20882E+00    0.92191E+00   -0.17643E-03   -0.23183E+00
        24   -0.24740E+00   -0.26515E+00    0.10035E+01   -0.72512E-03   -0.26494E+00
        25   -0.15630E+00   -0.20098E+00    0.91823E+00   -0.77211E-04   -0.20607E+00
        26   -0.13960E+00   -0.13889E+00    0.57903E+00   -0.35731E-03   -0.29338E+00
        27   -0.24600E+00   -0.20294E+00    0.62183E+00   -0.11638E-02   -0.33529E+00
        28   -0.11410E+00   -0.12260E+00    0.57363E+00   -0.13772E-03   -0.26078E+00
        29   -0.22910E+00   -0.19247E+00    0.86495E+00   -0.13990E-03   -0.22112E+00
        30   -0.17230E+00   -0.17928E+00    0.83327E+00   -0.61835E-04   -0.19655E+00
        31   -0.26870E+00   -0.23353E+00    0.10602E+01   -0.61724E-04   -0.16221E+00
        32   -0.57740E+00   -0.55868E+00    0.24127E+01    0.58074E-05   -0.32745E+00
        33   -0.50810E+00   -0.38875E+00    0.24337E+01    0.26375E-02   -0.20595E+00
        34   -0.39760E+00   -0.44652E+00    0.19959E+01    0.13139E-03   -0.13730E+00
        35   -0.33830E+00   -0.30404E+00    0.13663E+01   -0.28650E-04   -0.85971E-01
        36   -0.64700E+00   -0.63605E+00    0.23913E+01   -0.28594E-04   -0.51042E+01
        37   -0.43320E+00   -0.52030E+00    0.27119E+01    0.16814E-02   -0.29476E+00
        38   -0.39430E+00   -0.48315E+00    0.21872E+01    0.29243E-03   -0.19651E+00
        39   -0.68740E+00   -0.70060E+00    0.17252E+01   -0.46980E-02   -0.26171E+00
        40   -0.41800E+00   -0.38765E+00    0.14596E+01   -0.93523E-03   -0.17447E+00
        41   -0.49870E+00   -0.56222E+00    0.24419E+01    0.20354E-04   -0.17518E+00
        42   -0.46700E-01    0.20489E-01    0.29192E-01   -0.21570E-04   -0.28619E-01
        43   -0.63130E+00   -0.58630E+00    0.23877E+01   -0.50165E-04   -0.21114E+01
