     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.86263E-01    0.39509E+00   -0.71030E-04
         2   -0.12240E+00   -0.10133E+00    0.44171E+00   -0.12898E-03
         3   -0.68400E-01   -0.69578E-01    0.34075E+00   -0.16537E-04
         4   -0.60000E-01   -0.11670E+00    0.39314E+00   -0.53260E-03
         5   -0.95500E-01   -0.18807E+00    0.40412E+00   -0.15592E-02
         6   -0.55200E-01   -0.91483E-01    0.38166E+00   -0.19712E-03
         7   -0.76900E-01   -0.53935E-01    0.30705E+00    0.96347E-04
         8   -0.36140E+00   -0.47515E+00    0.19562E+01   -0.28569E-03
         9   -0.11450E+00   -0.18107E+00    0.78322E+00   -0.96271E-04
        10   -0.19680E+00   -0.20326E+00    0.85021E+00   -0.18774E-03
        11   -0.84900E-01   -0.16197E+00    0.72370E+00   -0.24391E-04
        12   -0.51090E+00   -0.47039E+00    0.20083E+01   -0.27875E-04
        13   -0.24870E+00   -0.17813E+00    0.71689E+00   -0.29008E-03
        14   -0.42970E+00   -0.25237E+00    0.83606E+00   -0.97192E-03
        15   -0.20360E+00   -0.16477E+00    0.71064E+00   -0.11288E-03
        16   -0.50170E+00   -0.53357E+00    0.22597E+01   -0.70795E-04
        17   -0.37490E+00   -0.39139E+00    0.16262E+01   -0.21714E-03
        18   -0.74080E+00   -0.60470E+00    0.17110E+01   -0.30990E-02
        19   -0.33500E+00   -0.34728E+00    0.14025E+01   -0.35981E-03
        20   -0.45320E+00   -0.37893E+00    0.23357E+01    0.25111E-02
        21   -0.37710E+00   -0.43514E+00    0.19077E+01    0.13813E-03
        22   -0.29730E+00   -0.22219E+00    0.96002E+00   -0.77045E-04
        23   -0.17380E+00   -0.21971E+00    0.92191E+00   -0.17643E-03
        24   -0.24740E+00   -0.27602E+00    0.10035E+01   -0.72512E-03
        25   -0.15630E+00   -0.21218E+00    0.91823E+00   -0.77211E-04
        26   -0.13960E+00   -0.14956E+00    0.57903E+00   -0.35731E-03
        27   -0.24600E+00   -0.21383E+00    0.62183E+00   -0.11638E-02
        28   -0.11410E+00   -0.13356E+00    0.57363E+00   -0.13772E-03
        29   -0.22910E+00   -0.20359E+00    0.86495E+00   -0.13990E-03
        30   -0.17230E+00   -0.19077E+00    0.83327E+00   -0.61835E-04
        31   -0.26870E+00   -0.24520E+00    0.10602E+01   -0.61724E-04
        32   -0.57740E+00   -0.56515E+00    0.24127E+01    0.58074E-05
        33   -0.50810E+00   -0.39398E+00    0.24337E+01    0.26375E-02
        34   -0.39760E+00   -0.45675E+00    0.19959E+01    0.13139E-03
        35   -0.33830E+00   -0.31642E+00    0.13663E+01   -0.28650E-04
        36   -0.64700E+00   -0.56232E+00    0.23913E+01   -0.28594E-04
        37   -0.43320E+00   -0.52474E+00    0.27119E+01    0.16814E-02
        38   -0.39430E+00   -0.49186E+00    0.21872E+01    0.29243E-03
        39   -0.68740E+00   -0.71517E+00    0.17252E+01   -0.46980E-02
        40   -0.41800E+00   -0.39951E+00    0.14596E+01   -0.93523E-03
        41   -0.49870E+00   -0.57118E+00    0.24419E+01    0.20354E-04
        42   -0.46700E-01    0.48288E-02    0.29192E-01   -0.21570E-04
        43   -0.63130E+00   -0.56290E+00    0.23877E+01   -0.50165E-04
