     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.61318E-01   -0.65589E+01   -0.25532E-02   -0.17324E+00    0.12230E-02
         2   -0.12240E+00   -0.10671E+00   -0.64382E+01   -0.69402E-02   -0.15656E+00    0.22481E-02
         3   -0.68400E-01   -0.36292E-01   -0.67946E+01   -0.93926E-03   -0.13727E+00    0.60727E-03
         4   -0.60000E-01   -0.96118E-01   -0.59872E+01   -0.28611E-02   -0.33804E+01    0.24248E-02
         5   -0.95500E-01   -0.15349E+00   -0.57116E+01   -0.77772E-02   -0.35380E+01    0.37770E-02
         6   -0.55200E-01   -0.69798E-01   -0.61720E+01   -0.10525E-02   -0.32900E+01    0.16237E-02
         7   -0.76900E-01   -0.43171E-01   -0.71760E+01   -0.10330E-02   -0.14848E+01    0.28137E-02
         8   -0.36140E+00   -0.39322E+00    0.51301E+01   -0.40748E-02   -0.87014E+00   -0.79449E-02
         9   -0.11450E+00   -0.16509E+00   -0.32995E+01   -0.21084E-02   -0.21895E+01    0.65840E-03
        10   -0.19680E+00   -0.20666E+00   -0.31048E+01   -0.57313E-02   -0.21740E+01    0.16204E-02
        11   -0.84900E-01   -0.14176E+00   -0.35776E+01   -0.77564E-03   -0.21484E+01    0.16818E-03
        12   -0.51090E+00   -0.47981E+00    0.66686E+01   -0.98148E-04   -0.35484E+01   -0.33333E-04
        13   -0.24870E+00   -0.29580E+00   -0.32500E+01   -0.24855E-02   -0.11849E+03   -0.12635E-02
        14   -0.42970E+00   -0.36431E+00   -0.25333E+01   -0.67564E-02   -0.12280E+03   -0.39184E-03
        15   -0.20360E+00   -0.28259E+00   -0.33289E+01   -0.91438E-03   -0.11745E+03   -0.92812E-03
        16   -0.50170E+00   -0.53819E+00    0.84393E+01    0.17902E-03   -0.20192E+01    0.35569E-03
        17   -0.37490E+00   -0.38359E+00    0.42459E+01   -0.50156E-03   -0.40286E+01   -0.24247E-02
        18   -0.74080E+00   -0.69689E+00    0.28903E+01   -0.35529E-01   -0.61444E+00    0.99094E-02
        19   -0.33500E+00   -0.34289E+00    0.18259E+01   -0.48083E-02   -0.57299E+00   -0.91944E-03
        20   -0.45320E+00   -0.52502E+00    0.59908E+01   -0.10046E-01   -0.17909E+01   -0.74063E-03
        21   -0.37710E+00   -0.39925E+00    0.51958E+01   -0.13596E-02   -0.18579E+01   -0.49796E-02
        22   -0.29730E+00   -0.20758E+00   -0.15677E+01   -0.79037E-03   -0.53851E+01   -0.53676E-03
        23   -0.17380E+00   -0.20945E+00   -0.11553E+01   -0.15842E-02   -0.25625E+01   -0.23912E-02
        24   -0.24740E+00   -0.24566E+00   -0.63150E+00   -0.43063E-02   -0.27083E+01   -0.26703E-02
        25   -0.15630E+00   -0.20680E+00   -0.11691E+01   -0.58279E-03   -0.25632E+01   -0.16997E-02
        26   -0.13960E+00   -0.14077E+00   -0.41110E+01   -0.24437E-02   -0.48682E+01    0.28145E-03
        27   -0.24600E+00   -0.19406E+00   -0.36620E+01   -0.66427E-02   -0.50620E+01    0.10621E-02
        28   -0.11410E+00   -0.12483E+00   -0.42055E+01   -0.89899E-03   -0.48127E+01    0.15775E-03
        29   -0.22910E+00   -0.19170E+00   -0.17312E+01   -0.16753E-02   -0.20961E+01   -0.22119E-02
        30   -0.17230E+00   -0.18328E+00   -0.18557E+01   -0.61630E-03   -0.20981E+01   -0.17284E-02
        31   -0.26870E+00   -0.22652E+00   -0.87580E+00   -0.64378E-03   -0.25038E+01   -0.48752E-03
        32   -0.57740E+00   -0.51833E+00    0.75124E+01   -0.11840E-03   -0.10088E+02    0.24280E-03
        33   -0.50810E+00   -0.58611E+00    0.73182E+01   -0.10656E-01   -0.22305E+01    0.72344E-03
        34   -0.39760E+00   -0.44135E+00    0.64324E+01   -0.14421E-02   -0.23008E+01   -0.50394E-02
        35   -0.33830E+00   -0.30418E+00    0.14671E+01   -0.43941E-03   -0.15016E+01   -0.23484E-03
        36   -0.64700E+00   -0.63952E+00    0.69929E+01   -0.15667E-03   -0.13941E+03   -0.21512E-02
        37   -0.43320E+00   -0.41112E+00    0.78702E+01   -0.10310E-01   -0.24715E+01   -0.23653E-01
        38   -0.39430E+00   -0.38703E+00    0.66749E+01   -0.13953E-02   -0.25141E+01   -0.12990E-01
        39   -0.68740E+00   -0.69947E+00    0.37324E+01   -0.48580E-01   -0.22302E+01   -0.62531E-02
        40   -0.41800E+00   -0.35064E+00    0.26916E+01   -0.65746E-02   -0.21416E+01   -0.55815E-02
        41   -0.49870E+00   -0.51171E+00    0.75243E+01    0.16525E-04   -0.43949E+01    0.36132E-03
        42   -0.46700E-01   -0.12307E-01   -0.80514E+01   -0.90299E-03   -0.11492E+01    0.27936E-02
        43   -0.63130E+00   -0.53283E+00    0.67847E+01   -0.12458E-03   -0.54340E+02   -0.16599E-02
