     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.78002E-01    0.40735E+00   -0.25532E-02   -0.29754E+00    0.79427E-03    0.12454E-02
         2   -0.12240E+00   -0.14512E+00    0.45132E+00   -0.69402E-02   -0.34041E+00    0.22656E-02    0.28848E-02
         3   -0.68400E-01   -0.40306E-01    0.34730E+00   -0.93926E-03   -0.26461E+00    0.24485E-03    0.54305E-03
         4   -0.60000E-01   -0.94074E-01    0.46376E+00   -0.28611E-02   -0.30710E+00    0.15747E-02    0.79504E-03
         5   -0.95500E-01   -0.15824E+00    0.49338E+00   -0.77772E-02   -0.35135E+00    0.38063E-02    0.18416E-02
         6   -0.55200E-01   -0.66056E-01    0.44160E+00   -0.10525E-02   -0.27312E+00    0.65469E-03    0.34668E-03
         7   -0.76900E-01   -0.96101E-01    0.33872E+00   -0.10330E-02   -0.41686E-01    0.11345E-02    0.57304E-02
         8   -0.36140E+00   -0.42693E+00    0.19681E+01   -0.40748E-02   -0.13298E+00   -0.11563E-01    0.23031E-04
         9   -0.11450E+00   -0.17103E+00    0.79929E+00   -0.21084E-02   -0.24807E+00    0.42758E-03    0.74907E-03
        10   -0.19680E+00   -0.22988E+00    0.86374E+00   -0.57313E-02   -0.28381E+00    0.16330E-02    0.17351E-02
        11   -0.84900E-01   -0.13764E+00    0.73304E+00   -0.77564E-03   -0.22061E+00    0.67808E-04    0.32663E-03
        12   -0.51090E+00   -0.46488E+00    0.20198E+01   -0.98148E-04   -0.14678E+00   -0.13440E-04   -0.40321E-03
        13   -0.24870E+00   -0.27771E+00    0.76247E+00   -0.24855E-02   -0.85717E+01   -0.82053E-03    0.61330E-03
        14   -0.42970E+00   -0.37266E+00    0.90199E+00   -0.67564E-02   -0.98067E+01   -0.39488E-03    0.14206E-02
        15   -0.20360E+00   -0.24860E+00    0.75132E+00   -0.91438E-03   -0.76231E+01   -0.37422E-03    0.26743E-03
        16   -0.50170E+00   -0.52803E+00    0.22908E+01    0.17902E-03   -0.94910E-01    0.14341E-03   -0.10319E-02
        17   -0.37490E+00   -0.38903E+00    0.17174E+01   -0.50156E-03   -0.20678E+00   -0.97763E-03    0.91866E-04
        18   -0.74080E+00   -0.71701E+00    0.17483E+01   -0.35529E-01   -0.12437E+00    0.11616E-01    0.20598E-02
        19   -0.33500E+00   -0.34194E+00    0.14143E+01   -0.48083E-02   -0.99495E-01   -0.13382E-02    0.75776E-03
        20   -0.45320E+00   -0.46601E+00    0.22981E+01   -0.10046E-01   -0.20964E+00   -0.86816E-03   -0.13033E-01
        21   -0.37710E+00   -0.35990E+00    0.19021E+01   -0.13596E-02   -0.16771E+00   -0.72473E-02   -0.47948E-02
        22   -0.29730E+00   -0.20381E+00    0.98674E+00   -0.79037E-03   -0.31926E+00   -0.21642E-03    0.20858E-03
        23   -0.17380E+00   -0.19830E+00    0.95689E+00   -0.15842E-02   -0.27805E+00   -0.15529E-02    0.58142E-03
        24   -0.24740E+00   -0.24910E+00    0.10656E+01   -0.43063E-02   -0.31811E+00   -0.26910E-02    0.13468E-02
        25   -0.15630E+00   -0.19071E+00    0.95334E+00   -0.58279E-03   -0.24728E+00   -0.68533E-03    0.25353E-03
        26   -0.13960E+00   -0.12716E+00    0.62999E+00   -0.24437E-02   -0.35188E+00    0.18278E-03    0.60283E-03
        27   -0.24600E+00   -0.18627E+00    0.69348E+00   -0.66427E-02   -0.40258E+00    0.10703E-02    0.13964E-02
        28   -0.11410E+00   -0.10879E+00    0.61868E+00   -0.89899E-03   -0.31294E+00    0.63605E-04    0.26287E-03
        29   -0.22910E+00   -0.18341E+00    0.89257E+00   -0.16753E-02   -0.26521E+00   -0.14365E-02    0.68922E-03
        30   -0.17230E+00   -0.16681E+00    0.86127E+00   -0.61630E-03   -0.23586E+00   -0.69689E-03    0.30053E-03
        31   -0.26870E+00   -0.22716E+00    0.10843E+01   -0.64378E-03   -0.19465E+00   -0.19657E-03    0.22637E-03
        32   -0.57740E+00   -0.57275E+00    0.24099E+01   -0.11840E-03   -0.39294E+00    0.97896E-04   -0.39019E-03
        33   -0.50810E+00   -0.49717E+00    0.23987E+01   -0.10656E-01   -0.20595E+00    0.84801E-03   -0.13761E-01
        34   -0.39760E+00   -0.38072E+00    0.19912E+01   -0.14421E-02   -0.16476E+00   -0.73343E-02   -0.50623E-02
        35   -0.33830E+00   -0.30107E+00    0.13771E+01   -0.43941E-03   -0.10317E+00   -0.94688E-04    0.87530E-04
        36   -0.64700E+00   -0.65269E+00    0.24093E+01   -0.15667E-03   -0.61250E+01   -0.86735E-03   -0.30581E-03
        37   -0.43320E+00   -0.44789E+00    0.26799E+01   -0.10310E-01   -0.29476E+00   -0.27726E-01   -0.12362E-01
        38   -0.39430E+00   -0.37910E+00    0.21720E+01   -0.13953E-02   -0.23581E+00   -0.18906E-01   -0.45479E-02
        39   -0.68740E+00   -0.70302E+00    0.17893E+01   -0.48580E-01   -0.26171E+00   -0.73299E-02   -0.17915E-03
        40   -0.41800E+00   -0.33508E+00    0.14943E+01   -0.65746E-02   -0.20937E+00   -0.81233E-02   -0.65905E-04
        41   -0.49870E+00   -0.57308E+00    0.24317E+01    0.16525E-04   -0.21021E+00    0.14568E-03   -0.58319E-03
        42   -0.46700E-01   -0.10608E-01    0.22528E-01   -0.90299E-03   -0.34343E-01    0.11264E-02    0.56749E-02
        43   -0.63130E+00   -0.60336E+00    0.24198E+01   -0.12458E-03   -0.25337E+01   -0.66929E-03   -0.34984E-03
