     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        23   -0.17380E+00   -0.19927E+00    0.95689E+00   -0.15842E-02   -0.20296E+00   -0.15529E-02    0.58142E-03   -0.19191E+00
        24   -0.24740E+00   -0.24939E+00    0.10656E+01   -0.43063E-02   -0.23220E+00   -0.26910E-02    0.13468E-02   -0.17655E+00
        25   -0.15630E+00   -0.19243E+00    0.95334E+00   -0.58279E-03   -0.18050E+00   -0.68533E-03    0.25353E-03   -0.19184E+00
        26   -0.13960E+00   -0.12411E+00    0.62999E+00   -0.24437E-02   -0.25407E+00    0.18278E-03    0.60283E-03   -0.12080E+00
        27   -0.24600E+00   -0.18222E+00    0.69348E+00   -0.66427E-02   -0.29067E+00    0.10703E-02    0.13964E-02   -0.11411E+00
        28   -0.11410E+00   -0.10628E+00    0.61868E+00   -0.89899E-03   -0.22595E+00    0.63605E-04    0.26287E-03   -0.12271E+00
        29   -0.22910E+00   -0.18397E+00    0.89257E+00   -0.16753E-02   -0.19792E+00   -0.14365E-02    0.68922E-03   -0.18768E+00
        30   -0.17230E+00   -0.16767E+00    0.86127E+00   -0.61630E-03   -0.17602E+00   -0.69689E-03    0.30053E-03   -0.18751E+00
        31   -0.26870E+00   -0.23032E+00    0.10843E+01   -0.64378E-03   -0.14526E+00   -0.19657E-03    0.22637E-03   -0.17757E+00
        32   -0.57740E+00   -0.59941E+00    0.24099E+01   -0.11840E-03   -0.24256E+00    0.97896E-04   -0.39019E-03   -0.10376E+01
        33   -0.50810E+00   -0.49495E+00    0.23987E+01   -0.10656E-01   -0.14106E+00    0.84801E-03   -0.13761E-01   -0.15780E+01
        34   -0.39760E+00   -0.39707E+00    0.19912E+01   -0.14421E-02   -0.11285E+00   -0.73343E-02   -0.50623E-02   -0.16997E+01
        35   -0.33830E+00   -0.30818E+00    0.13771E+01   -0.43941E-03   -0.75857E-01   -0.94688E-04    0.87530E-04   -0.25095E+00
        36   -0.64700E+00   -0.66791E+00    0.24093E+01   -0.15667E-03   -0.41667E+01   -0.86735E-03   -0.30581E-03   -0.81365E+00
        37   -0.43320E+00   -0.43443E+00    0.26799E+01   -0.10310E-01   -0.21997E+00   -0.27726E-01   -0.12362E-01   -0.16370E+01
        38   -0.39430E+00   -0.39130E+00    0.21720E+01   -0.13953E-02   -0.17598E+00   -0.18906E-01   -0.45479E-02   -0.17106E+01
        39   -0.68740E+00   -0.71699E+00    0.17893E+01   -0.48580E-01   -0.18828E+00   -0.73299E-02   -0.17915E-03   -0.40680E+01
        40   -0.41800E+00   -0.36070E+00    0.14943E+01   -0.65746E-02   -0.15063E+00   -0.81233E-02   -0.65905E-04   -0.23743E+01
        41   -0.49870E+00   -0.48774E+00    0.24317E+01    0.16525E-04   -0.11678E+00    0.14568E-03   -0.58319E-03    0.73623E+01
        42   -0.46700E-01   -0.14279E-01    0.22528E-01   -0.90299E-03   -0.25629E-01    0.11264E-02    0.56749E-02   -0.13587E+00
        43   -0.63130E+00   -0.62440E+00    0.24198E+01   -0.12458E-03   -0.15835E+01   -0.66929E-03   -0.34984E-03   -0.10423E+01
