     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        34   -0.50810E+00   -0.50872E+00   -0.00000E+00    0.84286E+00    0.21809E+01   -0.89303E+00   -0.52381E+02    0.11374E+00
        35   -0.39760E+00   -0.41278E+00   -0.23541E+01    0.97793E+00    0.23054E+01   -0.85968E+00   -0.37851E+02    0.83991E+00
        36   -0.64700E+00   -0.64021E+00   -0.19523E+01    0.10669E+01    0.44292E+01   -0.69312E+00   -0.85842E+02   -0.10950E+01
        37   -0.43320E+00   -0.47035E+00   -0.00000E+00    0.84910E+00    0.16724E+01   -0.12041E+01   -0.29688E+02    0.61869E+00
        38   -0.39430E+00   -0.39455E+00   -0.16994E+01    0.92712E+00    0.17208E+01   -0.11771E+01   -0.22977E+02    0.13086E+01
        39   -0.68740E+00   -0.67317E+00   -0.00000E+00    0.11643E+03    0.16335E+01   -0.40793E+00   -0.60866E+02   -0.70950E-01
        40   -0.41800E+00   -0.39911E+00   -0.39802E+01    0.39661E+02    0.15158E+01   -0.43261E+00   -0.45387E+02   -0.13112E+00
        41   -0.49870E+00   -0.53244E+00   -0.15117E+01    0.97183E+00    0.38760E+01   -0.81876E+00   -0.35883E+02    0.74101E+00
        42   -0.46700E-01   -0.42082E-01   -0.18779E+02    0.98834E+00    0.77600E+00   -0.30869E+01   -0.11524E+00   -0.73681E-01
        43   -0.63130E+00   -0.62569E+00   -0.16406E+01    0.11071E+01    0.44912E+01   -0.70998E+00   -0.64849E+02   -0.64979E+00
