     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4
         1   -0.73000E-01   -0.95633E-01    0.40735E+00    0.29927E-01    0.45383E-01   -0.26811E-01
         2   -0.12240E+00   -0.10638E+00    0.45132E+00    0.23423E-01    0.55522E-01   -0.30991E-01
         3   -0.68400E-01   -0.80834E-01    0.34730E+00    0.15923E-01    0.31638E-01   -0.22316E-01
         4   -0.60000E-01   -0.10789E+00    0.46376E+00    0.27428E+00    0.15112E+00   -0.12885E-01
         5   -0.95500E-01   -0.11675E+00    0.49338E+00    0.35410E+00    0.17063E+00   -0.13600E-01
         6   -0.55200E-01   -0.10167E+00    0.44160E+00    0.23011E+00    0.13791E+00   -0.12161E-01
         7   -0.76900E-01   -0.72334E-01    0.33872E+00    0.45129E-01    0.33645E-01   -0.66776E-02
         8   -0.10770E+01   -0.10401E+01    0.22290E+01    0.19305E+02   -0.96829E+02   -0.47189E-02
         9   -0.36140E+00   -0.36267E+00    0.19681E+01    0.64193E+01   -0.12672E+04   -0.26466E-02
        10   -0.11450E+00   -0.17079E+00    0.79929E+00    0.66143E-01    0.66134E-01   -0.16062E-01
        11   -0.19680E+00   -0.18543E+00    0.86374E+00    0.55536E-01    0.10789E+00   -0.19988E-01
        12   -0.84900E-01   -0.15498E+00    0.73304E+00    0.38160E-01    0.23389E-01   -0.12961E-01
        13   -0.51090E+00   -0.41336E+00    0.20198E+01    0.46570E-01   -0.50666E-02   -0.84708E-02
        14   -0.24870E+00   -0.23141E+00    0.76247E+00    0.19931E+00   -0.13535E+00   -0.14621E+00
        15   -0.20360E+00   -0.22634E+00    0.75132E+00    0.17684E+00   -0.13843E+00   -0.14193E+00
        16   -0.50170E+00   -0.46933E+00    0.22908E+01    0.80276E-01    0.24484E-01   -0.86460E-02
        17   -0.37490E+00   -0.42583E+00    0.17174E+01    0.27855E+01   -0.50928E+02   -0.28172E-02
        18   -0.74080E+00   -0.74503E+00    0.17483E+01    0.71528E+01    0.87644E+03   -0.72185E-02
        19   -0.33500E+00   -0.30524E+00    0.14143E+01    0.64652E+00   -0.97528E+01   -0.31388E-02
        20   -0.45320E+00   -0.47779E+00    0.22981E+01    0.21402E+00   -0.32040E-01   -0.14337E-01
        21   -0.37710E+00   -0.38729E+00    0.19021E+01    0.30527E-01   -0.60542E+00   -0.51276E-02
        22   -0.29730E+00   -0.20711E+00    0.98674E+00    0.16571E+00   -0.15012E+00   -0.65215E-02
        23   -0.17380E+00   -0.20242E+00    0.95689E+00    0.19712E+00   -0.67657E+00   -0.74597E-02
        24   -0.24740E+00   -0.23104E+00    0.10656E+01    0.36571E+00   -0.59808E+00   -0.10155E-01
        25   -0.15630E+00   -0.20167E+00    0.95334E+00    0.19787E+00   -0.68526E+00   -0.73501E-02
        26   -0.24600E+00   -0.15585E+00    0.69348E+00    0.37184E+00    0.95737E-01   -0.96951E-02
        27   -0.11410E+00   -0.13504E+00    0.61868E+00    0.22480E+00    0.26132E-01   -0.75558E-02
        28   -0.22910E+00   -0.18753E+00    0.89257E+00    0.12967E+00   -0.41704E+00   -0.78443E-02
        29   -0.31450E+00   -0.22736E+00    0.10602E+01    0.23398E+00   -0.25102E+00   -0.13169E-01
        30   -0.17230E+00   -0.18078E+00    0.86127E+00    0.13149E+00   -0.46484E+00   -0.69053E-02
        31   -0.57740E+00   -0.51064E+00    0.24099E+01    0.91586E-02    0.33820E-01   -0.48223E-01
        32   -0.50810E+00   -0.49452E+00    0.23987E+01    0.17116E+00    0.17780E-01   -0.96792E-02
        33   -0.39760E+00   -0.40411E+00    0.19912E+01    0.22313E-01   -0.36027E+00   -0.31117E-02
        34   -0.33830E+00   -0.28650E+00    0.13771E+01    0.22564E+00   -0.90599E+00   -0.38219E-02
        35   -0.64700E+00   -0.66957E+00    0.24093E+01    0.64810E-01   -0.59629E+00   -0.36873E+00
        36   -0.43320E+00   -0.55158E+00    0.26799E+01    0.16376E+00   -0.13048E+01   -0.10998E-01
        37   -0.39430E+00   -0.44197E+00    0.21720E+01    0.75690E-01   -0.22150E+01   -0.30210E-02
        38   -0.68740E+00   -0.70041E+00    0.17893E+01    0.10697E+02   -0.50076E+01   -0.91856E-02
        39   -0.41800E+00   -0.48782E+00    0.14943E+01    0.61389E+01   -0.44283E+02   -0.41051E-02
        40   -0.49870E+00   -0.50724E+00    0.24317E+01    0.28575E-01    0.40273E-01   -0.31082E-01
        41   -0.46700E-01   -0.61176E-02    0.22528E-01    0.11733E-01    0.46355E-01   -0.42331E-02
        42   -0.63130E+00   -0.59430E+00    0.24198E+01    0.10181E+00   -0.36201E+00   -0.20870E+00
