     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.12070E+00    0.73061E+00
         2   -0.12240E+00   -0.13513E+00    0.77563E+00
         3   -0.68400E-01   -0.10218E+00    0.67283E+00
         4   -0.60000E-01   -0.90092E-01    0.63510E+00
         5   -0.95500E-01   -0.97464E-01    0.65810E+00
         6   -0.55200E-01   -0.84207E-01    0.61674E+00
         7   -0.76900E-01    0.45155E-01    0.21313E+00
         8   -0.10770E+01   -0.59634E+00    0.22146E+01
         9   -0.36140E+00   -0.51577E+00    0.19632E+01
        10   -0.11450E+00   -0.20214E+00    0.98470E+00
        11   -0.19680E+00   -0.22310E+00    0.10501E+01
        12   -0.84900E-01   -0.18175E+00    0.92106E+00
        13   -0.51090E+00   -0.47323E+00    0.18305E+01
        14   -0.24870E+00   -0.19372E+00    0.95842E+00
        15   -0.20360E+00   -0.19085E+00    0.94948E+00
        16   -0.50170E+00   -0.55952E+00    0.20997E+01
        17   -0.37490E+00   -0.44282E+00    0.17356E+01
        18   -0.74080E+00   -0.44756E+00    0.17504E+01
        19   -0.33500E+00   -0.34349E+00    0.14257E+01
        20   -0.45320E+00   -0.57272E+00    0.21409E+01
        21   -0.37710E+00   -0.44099E+00    0.17299E+01
        22   -0.29730E+00   -0.24259E+00    0.11109E+01
        23   -0.17380E+00   -0.24996E+00    0.11339E+01
        24   -0.24740E+00   -0.28028E+00    0.12285E+01
        25   -0.15630E+00   -0.24881E+00    0.11303E+01
        26   -0.24600E+00   -0.15257E+00    0.83002E+00
        27   -0.11410E+00   -0.13189E+00    0.76552E+00
        28   -0.22910E+00   -0.23410E+00    0.10844E+01
        29   -0.31450E+00   -0.28474E+00    0.12424E+01
        30   -0.17230E+00   -0.22400E+00    0.10529E+01
        31   -0.57740E+00   -0.57846E+00    0.21588E+01
        32   -0.50810E+00   -0.59512E+00    0.22108E+01
        33   -0.39760E+00   -0.45987E+00    0.17888E+01
        34   -0.33830E+00   -0.33759E+00    0.14073E+01
        35   -0.64700E+00   -0.55394E+00    0.20823E+01
        36   -0.43320E+00   -0.67637E+00    0.24643E+01
        37   -0.39430E+00   -0.51048E+00    0.19467E+01
        38   -0.68740E+00   -0.44875E+00    0.17541E+01
        39   -0.41800E+00   -0.35891E+00    0.14738E+01
        40   -0.49870E+00   -0.56676E+00    0.21223E+01
        41   -0.46700E-01   -0.16082E-01    0.40419E+00
        42   -0.63130E+00   -0.54080E+00    0.20413E+01
