    0.58590E-01    0.26245E+01
    0.83500E-02    0.26310E+01
    0.61380E-01    0.26385E+01
    0.13055E+00    0.21060E+01
    0.10275E+00    0.20271E+01
    0.13094E+00    0.21498E+01
   -0.22980E+00    0.41103E+01
   -0.67972E+00   -0.44439E+01
    0.30900E-01   -0.66045E+01
    0.11834E+00    0.16287E+01
    0.35210E-01    0.16393E+01
    0.14573E+00    0.16567E+01
    0.31040E-01    0.15678E+01
   -0.10890E-01    0.15643E+01
   -0.18479E+00    0.14687E+01
    0.32500E-01    0.15867E+01
    0.11421E+00    0.23600E+01
    0.19000E-02   -0.33608E+01
   -0.35293E+00   -0.72313E+01
    0.44830E-01   -0.38940E+01
    0.21070E-01    0.39163E+00
    0.10528E+00    0.57471E+00
   -0.19760E-01    0.95805E+00
    0.12246E+00    0.59309E+00
    0.56340E-01    0.42619E+00
    0.13999E+00    0.59234E+00
    0.10663E+00    0.14504E+01
    0.81800E-02    0.13364E+01
    0.12985E+00    0.14818E+01
    0.46120E-01    0.99900E+00
   -0.33480E-01    0.89513E+00
    0.10302E+00    0.99718E+00
    0.23510E-01    0.67780E+00
   -0.28670E-01    0.16551E+01
   -0.62100E-02    0.95706E+00
    0.11294E+00    0.11057E+01
    0.21230E-01   -0.16662E+01
   -0.14455E+00    0.96695E+00
    0.31400E-01    0.14854E+00
    0.73660E-01    0.23645E+00
   -0.27801E+00   -0.25267E+01
   -0.16790E-01   -0.36036E+01
    0.68780E-01    0.18780E+01
   -0.11760E+00    0.37827E+01
   -0.11449E+00    0.12068E+01
