   -0.20496E-01   -0.26921E+00
   -0.70720E-01   -0.26833E+00
   -0.17667E-01   -0.26733E+00
    0.58060E-01   -0.34889E+00
    0.32170E-01   -0.36292E+00
    0.57460E-01   -0.34133E+00
    0.26970E-01   -0.12807E+00
   -0.54859E+00    0.92251E+01
    0.15144E+00    0.27174E+02
    0.59100E-01   -0.44293E+00
   -0.24360E-01   -0.44059E+00
    0.85630E-01   -0.43678E+00
    0.32000E-03    0.45662E+00
   -0.68120E-01   -0.45741E+00
   -0.23899E+00   -0.47982E+00
   -0.25430E-01   -0.45232E+00
    0.76430E-01    0.30729E+00
    0.10250E+00   -0.53677E+01
    0.52450E-01   -0.37175E+02
    0.16234E+00   -0.70077E+01
    0.17340E-01    0.82217E+00
    0.96870E-01    0.75024E+00
   -0.57160E-01   -0.61939E+00
    0.97240E-01   -0.74338E+00
    0.36680E-01   -0.80808E+00
    0.11480E+00   -0.74366E+00
    0.53010E-01   -0.48424E+00
   -0.41750E-01   -0.51264E+00
    0.75240E-01   -0.47669E+00
    0.73500E-02   -0.60683E+00
   -0.68790E-01   -0.63918E+00
    0.64310E-01   -0.60739E+00
   -0.45300E-02   -0.71256E+00
   -0.60910E-01    0.43712E+00
   -0.23970E-01    0.61969E+00
    0.91750E-01    0.57531E+00
    0.69020E-01   -0.23004E+01
   -0.16254E+00    0.61664E+00
    0.34020E-01    0.92842E+00
    0.73970E-01    0.88849E+00
   -0.20029E+00    0.35373E+01
    0.91770E-01    0.60606E+01
    0.33250E-01    0.39102E+00
   -0.49199E-01   -0.15087E+00
   -0.13794E+00    0.54696E+00
