    0.27230E-01    0.19039E+03
   -0.23058E-01    0.19288E+03
    0.29913E-01    0.19580E+03
    0.10453E+00    0.67488E+02
    0.77770E-01    0.57642E+02
    0.10437E+00    0.73670E+02
   -0.25615E+00    0.37169E+04
   -0.54369E+00    0.13808E-03
    0.23325E+00    0.18340E-05
    0.99350E-01    0.25982E+02
    0.16040E-01    0.26538E+02
    0.12628E+00    0.27477E+02
   -0.40440E-01    0.23003E+02
   -0.28810E-01    0.22843E+02
   -0.20106E+00    0.18866E+02
    0.14210E-01    0.23889E+02
    0.57300E-02    0.11216E+03
    0.10873E+00    0.12046E-02
   -0.13081E+00    0.52361E-06
    0.16727E+00    0.41466E-03
   -0.28900E-02    0.21886E+01
    0.74350E-01    0.31564E+01
   -0.26300E-01    0.67944E+01
    0.12368E+00    0.32745E+01
    0.61310E-01    0.23452E+01
    0.14124E+00    0.32697E+01
    0.90680E-01    0.18187E+02
   -0.57100E-02    0.14480E+02
    0.11336E+00    0.19367E+02
    0.38750E-01    0.73743E+01
   -0.38730E-01    0.59910E+01
    0.95690E-01    0.73475E+01
    0.22880E-01    0.38791E+01
   -0.10398E+00    0.27390E+02
   -0.52150E-01    0.67810E+01
    0.60980E-01    0.91285E+01
    0.79770E-01    0.35707E-01
   -0.19089E+00    0.69164E+01
    0.16500E-01    0.13459E+01
    0.55510E-01    0.16047E+01
   -0.20217E+00    0.63871E-02
    0.93100E-01    0.74120E-03
   -0.16590E-01    0.42775E+02
   -0.14845E+00    0.19301E+04
   -0.17062E+00    0.11174E+02
