     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.11563E+00   -0.15091E+02    0.29927E-01    0.65590E+00
         2   -0.12240E+00   -0.14798E+00   -0.13276E+02    0.23423E-01    0.65590E+00
         3   -0.68400E-01   -0.80563E-01   -0.17020E+02    0.15923E-01    0.65590E+00
         4   -0.60000E-01   -0.14542E+00   -0.16638E+02    0.27428E+00    0.12535E+01
         5   -0.55200E-01   -0.10581E+00   -0.18765E+02    0.23011E+00    0.12535E+01
         6   -0.76900E-01   -0.61870E-01   -0.24945E+02    0.45129E-01    0.21345E+01
         7   -0.10770E+01   -0.98911E+00   -0.00000E+00    0.19305E+02    0.29240E+00
         8   -0.36140E+00   -0.44451E+00   -0.67734E+01    0.64193E+01    0.29240E+00
         9   -0.11450E+00   -0.16325E+00   -0.13373E+02    0.66143E-01    0.84430E+00
        10   -0.19680E+00   -0.19177E+00   -0.11764E+02    0.55536E-01    0.84430E+00
        11   -0.84900E-01   -0.13167E+00   -0.15082E+02    0.38160E-01    0.84430E+00
        12   -0.51090E+00   -0.50132E+00   -0.73620E+01    0.46570E-01    0.36302E+01
        13   -0.24870E+00   -0.27413E+00   -0.15342E+02    0.19931E+00    0.25558E+01
        14   -0.42970E+00   -0.31041E+00   -0.13496E+02    0.29571E+00    0.25558E+01
        15   -0.20360E+00   -0.23821E+00   -0.17303E+02    0.17684E+00    0.25558E+01
        16   -0.50170E+00   -0.46726E+00   -0.34567E+01    0.80276E-01    0.23604E+01
        17   -0.37490E+00   -0.37992E+00   -0.12015E+02    0.27855E+01    0.20875E+01
        18   -0.74080E+00   -0.66918E+00   -0.00000E+00    0.71528E+01    0.12465E+01
        19   -0.33500E+00   -0.32467E+00   -0.72955E+01    0.64652E+00    0.12465E+01
        20   -0.45320E+00   -0.46355E+00   -0.00000E+00    0.21402E+00    0.15142E+01
        21   -0.29730E+00   -0.24834E+00   -0.15689E+02    0.16571E+00    0.23330E+01
        22   -0.17380E+00   -0.18714E+00   -0.13070E+02    0.19712E+00    0.10151E+01
        23   -0.24740E+00   -0.22088E+00   -0.11498E+02    0.36571E+00    0.10151E+01
        24   -0.15630E+00   -0.15719E+00   -0.14741E+02    0.19787E+00    0.10151E+01
        25   -0.13960E+00   -0.23411E+00   -0.15114E+02    0.25645E+00    0.20009E+01
        26   -0.24600E+00   -0.27054E+00   -0.13295E+02    0.37184E+00    0.20009E+01
        27   -0.11410E+00   -0.19843E+00   -0.17045E+02    0.22480E+00    0.20009E+01
        28   -0.22910E+00   -0.17495E+00   -0.12263E+02    0.12967E+00    0.72000E+00
        29   -0.31450E+00   -0.20484E+00   -0.10788E+02    0.23398E+00    0.72000E+00
        30   -0.17230E+00   -0.14688E+00   -0.13831E+02    0.13149E+00    0.72000E+00
        31   -0.26870E+00   -0.20212E+00   -0.13326E+02    0.15318E+00    0.12687E+01
        32   -0.57740E+00   -0.63204E+00   -0.63623E+01    0.91586E-02    0.50061E+01
        33   -0.50810E+00   -0.52932E+00   -0.00000E+00    0.17116E+00    0.23249E+01
        34   -0.39760E+00   -0.41447E+00   -0.61294E+01    0.22313E-01    0.23249E+01
        35   -0.33830E+00   -0.19834E+00   -0.11643E+02    0.22564E+00    0.82990E+00
        36   -0.64700E+00   -0.55465E+00   -0.78744E+01    0.64810E-01    0.43775E+01
        37   -0.43320E+00   -0.48261E+00   -0.00000E+00    0.16376E+00    0.17642E+01
        38   -0.39430E+00   -0.37983E+00   -0.55678E+01    0.75690E-01    0.17642E+01
        39   -0.68740E+00   -0.79636E+00   -0.00000E+00    0.10697E+02    0.13770E+01
        40   -0.41800E+00   -0.50400E+00   -0.79542E+01    0.61389E+01    0.13770E+01
        41   -0.49870E+00   -0.55423E+00   -0.56852E+01    0.28575E-01    0.39128E+01
        42   -0.46700E-01    0.33160E-01   -0.24086E+02    0.11733E-01    0.81500E+00
        43   -0.63130E+00   -0.56172E+00   -0.76541E+01    0.10181E+00    0.44005E+01
