     Index  y_measurement      y_fitting   descriptor_1
         1   -0.73000E-01   -0.19717E+00   -0.10255E+02
         2   -0.12240E+00   -0.25514E+00   -0.88515E+01
         3   -0.68400E-01   -0.13166E+00   -0.11841E+02
         4   -0.60000E-01   -0.18180E+00   -0.10627E+02
         5   -0.55200E-01   -0.12212E+00   -0.12072E+02
         6   -0.76900E-01    0.65856E-01   -0.16623E+02
         7   -0.10770E+01   -0.62074E+00   -0.00000E+00
         8   -0.36140E+00   -0.40244E+00   -0.52851E+01
         9   -0.11450E+00   -0.25149E+00   -0.89397E+01
        10   -0.19680E+00   -0.30648E+00   -0.76084E+01
        11   -0.84900E-01   -0.19101E+00   -0.10404E+02
        12   -0.51090E+00   -0.48048E+00   -0.33959E+01
        13   -0.24870E+00   -0.17689E+00   -0.10746E+02
        14   -0.42970E+00   -0.25504E+00   -0.88539E+01
        15   -0.20360E+00   -0.11832E+00   -0.12164E+02
        16   -0.50170E+00   -0.57540E+00   -0.10976E+01
        17   -0.37490E+00   -0.20869E+00   -0.99760E+01
        18   -0.74080E+00   -0.62074E+00   -0.00000E+00
        19   -0.33500E+00   -0.41701E+00   -0.49325E+01
        20   -0.45320E+00   -0.62074E+00   -0.00000E+00
        21   -0.29730E+00   -0.16479E+00   -0.11039E+02
        22   -0.17380E+00   -0.25348E+00   -0.88916E+01
        23   -0.24740E+00   -0.31257E+00   -0.74611E+01
        24   -0.15630E+00   -0.20563E+00   -0.10050E+02
        25   -0.13960E+00   -0.19605E+00   -0.10282E+02
        26   -0.24600E+00   -0.25779E+00   -0.87872E+01
        27   -0.11410E+00   -0.13996E+00   -0.11640E+02
        28   -0.22910E+00   -0.24258E+00   -0.91556E+01
        29   -0.31450E+00   -0.31311E+00   -0.74480E+01
        30   -0.17230E+00   -0.18635E+00   -0.10517E+02
        31   -0.26870E+00   -0.21865E+00   -0.97348E+01
        32   -0.57740E+00   -0.53821E+00   -0.19982E+01
        33   -0.50810E+00   -0.62074E+00   -0.00000E+00
        34   -0.39760E+00   -0.47855E+00   -0.34426E+01
        35   -0.33830E+00   -0.28063E+00   -0.82343E+01
        36   -0.64700E+00   -0.44295E+00   -0.43045E+01
        37   -0.43320E+00   -0.62074E+00   -0.00000E+00
        38   -0.39430E+00   -0.43465E+00   -0.45053E+01
        39   -0.68740E+00   -0.62074E+00   -0.00000E+00
        40   -0.41800E+00   -0.40655E+00   -0.51858E+01
        41   -0.49870E+00   -0.57462E+00   -0.11166E+01
        42   -0.46700E-01    0.28724E-01   -0.15724E+02
        43   -0.63130E+00   -0.47801E+00   -0.34557E+01
