     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
        33   -0.50810E+00   -0.50002E+00   -0.00000E+00    0.17116E+00    0.23249E+01   -0.12566E+02   -0.11756E+02   -0.10068E+02
        34   -0.39760E+00   -0.41545E+00   -0.61294E+01    0.22313E-01    0.23249E+01    0.53450E+00   -0.12663E+02   -0.69022E+02
        35   -0.33830E+00   -0.26660E+00   -0.11643E+02    0.22564E+00    0.82990E+00    0.20798E+02   -0.25957E+02    0.13652E+03
        36   -0.64700E+00   -0.56095E+00   -0.78744E+01    0.64810E-01    0.43775E+01    0.80953E+00   -0.23648E+02   -0.33867E+02
        37   -0.43320E+00   -0.47700E+00   -0.00000E+00    0.16376E+00    0.17642E+01    0.37185E+00   -0.47860E+01   -0.17515E+02
        38   -0.39430E+00   -0.38757E+00   -0.55678E+01    0.75690E-01    0.17642E+01    0.20061E+00   -0.50011E+01   -0.35454E+02
        39   -0.68740E+00   -0.69279E+00   -0.00000E+00    0.10697E+02    0.13770E+01    0.66277E+01   -0.20737E+03   -0.36940E+02
        40   -0.41800E+00   -0.45053E+00   -0.79542E+01    0.61389E+01    0.13770E+01    0.22001E+01   -0.12103E+03   -0.11696E+03
        41   -0.49870E+00   -0.55979E+00   -0.56852E+01    0.28575E-01    0.39128E+01    0.50835E+00   -0.14681E+02   -0.26142E+02
        42   -0.46700E-01   -0.29978E-01   -0.24086E+02    0.11733E-01    0.81500E+00   -0.35929E+01   -0.27277E+00    0.25137E+01
        43   -0.63130E+00   -0.57099E+00   -0.76541E+01    0.10181E+00    0.44005E+01    0.83423E+00   -0.21813E+02   -0.16566E+02
