     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5   descriptor_6
         1   -0.73000E-01   -0.10580E+00   -0.15091E+02    0.29927E-01    0.65590E+00   -0.12154E+02   -0.55795E+02    0.18461E+02
         2   -0.12240E+00   -0.13704E+00   -0.13276E+02    0.23423E-01    0.65590E+00   -0.98702E+01   -0.55977E+02    0.23473E+02
         3   -0.68400E-01   -0.70154E-01   -0.17020E+02    0.15923E-01    0.65590E+00   -0.17192E+02   -0.56187E+02    0.34335E+02
         4   -0.60000E-01   -0.10398E+00   -0.16638E+02    0.27428E+00    0.12535E+01   -0.68697E+01   -0.12568E+03    0.43561E+01
         5   -0.55200E-01   -0.68330E-01   -0.18765E+02    0.23011E+00    0.12535E+01   -0.72051E+01   -0.12846E+03    0.50209E+01
         6   -0.76900E-01   -0.12763E+00   -0.24945E+02    0.45129E-01    0.21345E+01   -0.40809E+01   -0.40912E+00    0.54170E+00
         7   -0.10770E+01   -0.10646E+01   -0.00000E+00    0.19305E+02    0.29240E+00    0.14448E+01    0.85118E+02   -0.13257E+03
         8   -0.36140E+00   -0.35349E+00   -0.67734E+01    0.64193E+01    0.29240E+00    0.95793E+00    0.28896E+02   -0.10500E+04
         9   -0.11450E+00   -0.13635E+00   -0.13373E+02    0.66143E-01    0.84430E+00   -0.18645E+02   -0.59693E+02    0.23060E+02
        10   -0.19680E+00   -0.17229E+00   -0.11764E+02    0.55536E-01    0.84430E+00   -0.11308E+02   -0.60011E+02    0.27245E+02
        11   -0.84900E-01   -0.58843E-01   -0.15082E+02    0.38160E-01    0.84430E+00   -0.51265E+02   -0.60534E+02    0.39137E+02
        12   -0.51090E+00   -0.55639E+00   -0.73620E+01    0.46570E-01    0.36302E+01    0.32728E+02   -0.25876E+02   -0.26590E+02
        13   -0.24870E+00   -0.26822E+00   -0.15342E+02    0.19931E+00    0.25558E+01    0.11454E+02   -0.11278E+03    0.99891E+01
        14   -0.42970E+00   -0.37253E+00   -0.13496E+02    0.29571E+00    0.25558E+01    0.55129E+02   -0.10752E+03    0.72443E+01
        15   -0.20360E+00   -0.23655E+00   -0.17303E+02    0.17684E+00    0.25558E+01    0.10951E+02   -0.11405E+03    0.11069E+02
        16   -0.50170E+00   -0.48231E+00   -0.34567E+01    0.80276E-01    0.23604E+01    0.55943E+01   -0.48980E+01   -0.40228E+01
        17   -0.37490E+00   -0.42169E+00   -0.12015E+02    0.27855E+01    0.20875E+01    0.22993E+01   -0.13625E+02    0.47652E+02
        18   -0.74080E+00   -0.72863E+00   -0.00000E+00    0.71528E+01    0.12465E+01   -0.30587E+01   -0.72726E+00    0.38311E+03
        19   -0.33500E+00   -0.38994E+00   -0.72955E+01    0.64652E+00    0.12465E+01    0.97674E+01   -0.38580E+01    0.22883E+03
        20   -0.45320E+00   -0.47580E+00   -0.00000E+00    0.21402E+00    0.15142E+01    0.11572E+02   -0.61827E+01   -0.11405E+02
        21   -0.29730E+00   -0.26518E+00   -0.15689E+02    0.16571E+00    0.23330E+01    0.16367E+02   -0.92594E+02    0.20679E+02
        22   -0.17380E+00   -0.21335E+00   -0.13070E+02    0.19712E+00    0.10151E+01    0.38572E+01   -0.30771E+02    0.17305E+02
        23   -0.24740E+00   -0.24556E+00   -0.11498E+02    0.36571E+00    0.10151E+01    0.51560E+01   -0.28307E+02    0.10602E+02
        24   -0.15630E+00   -0.18824E+00   -0.14741E+02    0.19787E+00    0.10151E+01    0.38112E+01   -0.30759E+02    0.17250E+02
        25   -0.13960E+00   -0.13141E+00   -0.15114E+02    0.25645E+00    0.20009E+01   -0.50552E+02   -0.10594E+03    0.84880E+01
        26   -0.24600E+00   -0.21532E+00   -0.13295E+02    0.37184E+00    0.20009E+01   -0.19996E+02   -0.10007E+03    0.63905E+01
        27   -0.11410E+00   -0.79811E-01   -0.17045E+02    0.22480E+00    0.20009E+01   -0.63344E+02   -0.10762E+03    0.94530E+01
        28   -0.22910E+00   -0.19873E+00   -0.12263E+02    0.12967E+00    0.72000E+00    0.44096E+01   -0.31752E+02    0.17802E+02
        29   -0.31450E+00   -0.23054E+00   -0.10788E+02    0.23398E+00    0.72000E+00    0.81281E+01   -0.30145E+02    0.10677E+02
        30   -0.17230E+00   -0.17454E+00   -0.13831E+02    0.13149E+00    0.72000E+00    0.39634E+01   -0.31723E+02    0.17579E+02
        31   -0.26870E+00   -0.23733E+00   -0.13326E+02    0.15318E+00    0.12687E+01    0.14678E+02   -0.46983E+02    0.23634E+02
        32   -0.57740E+00   -0.60385E+00   -0.63623E+01    0.91586E-02    0.50061E+01   -0.54203E+01   -0.34412E+02   -0.13562E+03
