     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3   descriptor_4   descriptor_5
         1   -0.73000E-01   -0.86739E-01    0.72322E+00    0.29927E-01    0.45383E-01    0.65590E+00    0.12154E+02
         2   -0.12240E+00   -0.99134E-01    0.76983E+00    0.23423E-01    0.55522E-01    0.65590E+00    0.98702E+01
         3   -0.68400E-01   -0.68064E-01    0.66888E+00    0.15923E-01    0.31638E-01    0.65590E+00    0.17192E+02
         4   -0.60000E-01   -0.10788E+00    0.58958E+00    0.27428E+00    0.15112E+00    0.12535E+01    0.68697E+01
         5   -0.95500E-01   -0.11327E+00    0.60056E+00    0.35410E+00    0.17063E+00    0.12535E+01    0.65833E+01
         6   -0.55200E-01   -0.10357E+00    0.57810E+00    0.23011E+00    0.13791E+00    0.12535E+01    0.72051E+01
         7   -0.76900E-01   -0.79334E-01    0.23250E+00    0.45129E-01    0.33645E-01    0.21345E+01    0.40809E+01
         8   -0.10770E+01   -0.10353E+01    0.21978E+01    0.19305E+02   -0.96829E+02    0.29240E+00   -0.14448E+01
         9   -0.36140E+00   -0.34595E+00    0.19569E+01    0.64193E+01   -0.12672E+04    0.29240E+00   -0.95793E+00
        10   -0.11450E+00   -0.13854E+00    0.97487E+00    0.66143E-01    0.66134E-01    0.84430E+00    0.18645E+02
        11   -0.19680E+00   -0.16225E+00    0.10419E+01    0.55536E-01    0.10789E+00    0.84430E+00    0.11308E+02
        12   -0.84900E-01   -0.78006E-01    0.91535E+00    0.38160E-01    0.23389E-01    0.84430E+00    0.51265E+02
        13   -0.51090E+00   -0.52877E+00    0.18233E+01    0.46570E-01   -0.50666E-02    0.36302E+01   -0.32728E+02
        14   -0.24870E+00   -0.26912E+00    0.93335E+00    0.19931E+00   -0.13535E+00    0.25558E+01   -0.11454E+02
        15   -0.42970E+00   -0.36009E+00    0.10525E+01    0.29571E+00   -0.30943E-01    0.25558E+01   -0.55129E+02
        16   -0.20360E+00   -0.26636E+00    0.92710E+00    0.17684E+00   -0.13843E+00    0.25558E+01   -0.10951E+02
        17   -0.50170E+00   -0.47364E+00    0.20761E+01    0.80276E-01    0.24484E-01    0.23604E+01   -0.55943E+01
        18   -0.37490E+00   -0.46179E+00    0.16827E+01    0.27855E+01   -0.50928E+02    0.20875E+01   -0.22993E+01
        19   -0.74080E+00   -0.72283E+00    0.17266E+01    0.71528E+01    0.87644E+03    0.12465E+01    0.30587E+01
        20   -0.33500E+00   -0.30810E+00    0.14181E+01    0.64652E+00   -0.97528E+01    0.12465E+01   -0.97674E+01
        21   -0.37710E+00   -0.35141E+00    0.17328E+01    0.30527E-01   -0.60542E+00    0.15142E+01   -0.50995E+00
        22   -0.29730E+00   -0.29555E+00    0.10949E+01    0.16571E+00   -0.15012E+00    0.23330E+01   -0.16367E+02
        23   -0.17380E+00   -0.21322E+00    0.11172E+01    0.19712E+00   -0.67657E+00    0.10151E+01   -0.38572E+01
        24   -0.24740E+00   -0.23726E+00    0.11989E+01    0.36571E+00   -0.59808E+00    0.10151E+01   -0.51560E+01
        25   -0.15630E+00   -0.21246E+00    0.11136E+01    0.19787E+00   -0.68526E+00    0.10151E+01   -0.38112E+01
        26   -0.13960E+00   -0.11337E+00    0.74330E+00    0.25645E+00    0.33790E-01    0.20009E+01    0.50552E+02
        27   -0.24600E+00   -0.17060E+00    0.78609E+00    0.37184E+00    0.95737E-01    0.20009E+01    0.19996E+02
        28   -0.11410E+00   -0.92483E-01    0.73790E+00    0.22480E+00    0.26132E-01    0.20009E+01    0.63344E+02
        29   -0.31450E+00   -0.22501E+00    0.12164E+01    0.23398E+00   -0.25102E+00    0.72000E+00   -0.81281E+01
        30   -0.17230E+00   -0.17980E+00    0.10380E+01    0.13149E+00   -0.46484E+00    0.72000E+00   -0.39634E+01
        31   -0.26870E+00   -0.25399E+00    0.11826E+01    0.15318E+00   -0.18045E+00    0.12687E+01   -0.14678E+02
        32   -0.57740E+00   -0.61133E+00    0.21604E+01    0.91586E-02    0.33820E-01    0.50061E+01    0.54203E+01
        33   -0.50810E+00   -0.47883E+00    0.22291E+01    0.17116E+00    0.17780E-01    0.23249E+01    0.12566E+02
        34   -0.39760E+00   -0.40559E+00    0.17913E+01    0.22313E-01   -0.36027E+00    0.23249E+01   -0.53450E+00
        35   -0.33830E+00   -0.28553E+00    0.14002E+01    0.22564E+00   -0.90599E+00    0.82990E+00   -0.20798E+02
        36   -0.64700E+00   -0.57209E+00    0.20748E+01    0.64810E-01   -0.59629E+00    0.43775E+01   -0.80953E+00
        37   -0.43320E+00   -0.51725E+00    0.24779E+01    0.16376E+00   -0.13048E+01    0.17642E+01   -0.37185E+00
        38   -0.39430E+00   -0.40932E+00    0.19532E+01    0.75690E-01   -0.22150E+01    0.17642E+01   -0.20061E+00
        39   -0.68740E+00   -0.72113E+00    0.17220E+01    0.10697E+02   -0.50076E+01    0.13770E+01   -0.66277E+01
        40   -0.41800E+00   -0.49683E+00    0.14564E+01    0.61389E+01   -0.44283E+02    0.13770E+01   -0.22001E+01
        41   -0.49870E+00   -0.55661E+00    0.21281E+01    0.28575E-01    0.40273E-01    0.39128E+01   -0.50835E+00
        42   -0.46700E-01   -0.42674E-01    0.40003E+00    0.11733E-01    0.46355E-01    0.81500E+00    0.35929E+01
        43   -0.63130E+00   -0.56535E+00    0.20280E+01    0.10181E+00   -0.36201E+00    0.44005E+01   -0.83423E+00
