   -0.73000E-01    0.20547E+01    0.23979E+01    0.10086E+01    0.21505E-01    0.73061E+00    0.13787E+01    0.40184E+00   -0.99466E-01    0.11049E+01    0.44864E+00   -0.71030E-04   -0.10938E-03   -0.18872E-03   -0.18786E-04   -0.87500E-03   -0.10495E-02    0.15331E-02    0.18228E-02    0.33670E-01   -0.12587E-02    0.94780E+00    0.89935E+00    0.12387E+01    0.11572E+01    0.94780E+00    0.34001E+01    0.29338E+01    0.89935E+00    0.12387E+01    0.11572E+01    0.79361E-01   -0.73673E+00    0.90453E+00    0.49817E+01    0.49817E+01    0.71459E+00    0.97555E+01    0.87555E+01    0.87555E+01   -0.97555E+01   -0.26811E-01   -0.11994E+01   -0.11994E+01   -0.14325E+01   -0.14325E+01   -0.15096E+01   -0.15096E+01    0.43465E+00    0.51677E+00   -0.96058E-01    0.13502E+01    0.16195E+01   -0.54428E+00   -0.54159E+00   -0.10140E+02    0.25453E+02   -0.83642E+00   -0.11829E+01   -0.12467E+01   -0.11377E+01
   -0.12240E+00    0.21004E+01    0.24895E+01    0.12215E+01    0.66838E-01    0.77563E+00    0.14313E+01    0.47858E+00   -0.11798E+00    0.11258E+01    0.49274E+00   -0.12898E-03   -0.12799E-03   -0.22154E-03   -0.40032E-04   -0.89592E-03   -0.10757E-02    0.13735E-02    0.16331E-02    0.30166E-01   -0.12916E-02    0.95089E+00    0.91236E+00    0.12427E+01    0.11777E+01    0.95089E+00    0.33891E+01    0.28167E+01    0.91236E+00    0.12427E+01    0.11777E+01    0.36327E-01   -0.33724E+00    0.87126E+00    0.67879E+01    0.67879E+01    0.32710E+00    0.21312E+02    0.22312E+02    0.22312E+02   -0.21312E+02   -0.30991E-01   -0.13991E+01   -0.13991E+01   -0.14325E+01   -0.14325E+01   -0.14930E+01   -0.14930E+01    0.43465E+00    0.51677E+00   -0.96058E-01    0.15431E+01    0.18528E+01   -0.54428E+00   -0.54217E+00   -0.10353E+02    0.26425E+02   -0.89417E+00   -0.12367E+01   -0.13419E+01   -0.12158E+01
   -0.68400E-01    0.19999E+01    0.22912E+01    0.76054E+00   -0.33430E-01    0.67283E+00    0.13173E+01    0.30936E+00   -0.76882E-01    0.10801E+01    0.38888E+00   -0.16537E-04   -0.41015E-04   -0.70874E-04   -0.36900E-05   -0.36914E-03   -0.44296E-03    0.72762E-03    0.86509E-03    0.15980E-01   -0.53156E-03    0.95446E+00    0.92778E+00    0.12474E+01    0.12022E+01    0.95446E+00    0.33764E+01    0.30491E+01    0.92778E+00    0.12474E+01    0.12022E+01    0.22587E+00   -0.20968E+01    0.94666E+00    0.44448E+01    0.44448E+01    0.20338E+01    0.34277E+01    0.24277E+01    0.24277E+01   -0.34277E+01   -0.22316E-01   -0.94653E+00   -0.94653E+00   -0.14325E+01   -0.14325E+01   -0.14737E+01   -0.14737E+01    0.43465E+00    0.51677E+00   -0.96058E-01    0.12002E+01    0.14402E+01   -0.54428E+00   -0.54284E+00   -0.98923E+01    0.24320E+02   -0.78858E+00   -0.11373E+01   -0.11741E+01   -0.10767E+01
   -0.60000E-01    0.17796E+01    0.19836E+01    0.32205E+00   -0.25357E+00    0.63510E+00    0.10681E+01    0.11143E+00   -0.27837E-01    0.97254E+00    0.30164E+00   -0.53260E-03   -0.82012E-03   -0.14150E-02   -0.14086E-03   -0.65609E-02   -0.78692E-02    0.88280E-02    0.10012E-01    0.23353E+00   -0.94383E-02    0.74984E+00    0.55096E+00    0.32796E+00    0.28324E+00    0.74984E+00    0.99046E+01    0.78364E+01    0.55096E+00    0.32796E+00    0.28324E+00    0.63451E+00   -0.67755E+01    0.10091E+01    0.52243E+00    0.52243E+00    0.74442E+01    0.14732E+01    0.47317E+00   -0.47317E+00    0.14732E+01   -0.12885E-01   -0.36245E+00    0.36245E+00   -0.16546E+01   -0.16546E+01   -0.22519E+01   -0.22519E+01    0.34452E+00    0.39072E+00   -0.27831E+01    0.18412E+01    0.22083E+01   -0.35389E+00   -0.34201E+00   -0.11569E+02    0.33435E+02   -0.87587E+00   -0.12387E+01   -0.13055E+01   -0.11913E+01
   -0.95500E-01    0.17897E+01    0.20066E+01    0.25674E+00   -0.24387E+00    0.65810E+00    0.10805E+01    0.88313E-01   -0.22067E-01    0.97817E+00    0.33753E+00   -0.15592E-02   -0.15472E-02   -0.26782E-02   -0.48394E-03   -0.10831E-01   -0.13004E-01    0.12751E-01    0.14461E-01    0.33732E+00   -0.15614E-01    0.72086E+00    0.49501E+00    0.31529E+00    0.26284E+00    0.72086E+00    0.10303E+02    0.80579E+01    0.49501E+00    0.31529E+00    0.26284E+00    0.69814E+00   -0.74550E+01    0.99750E+00    0.52087E+00    0.52087E+00    0.81907E+01    0.13389E+01    0.33890E+00   -0.33890E+00    0.13389E+01   -0.13600E-01   -0.28563E+00    0.28563E+00   -0.16546E+01   -0.16546E+01   -0.24095E+01   -0.24095E+01    0.34452E+00    0.39072E+00   -0.27831E+01    0.21042E+01    0.25265E+01   -0.35389E+00   -0.33888E+00   -0.11634E+02    0.33824E+02   -0.93634E+00   -0.12950E+01   -0.14052E+01   -0.12731E+01
   -0.55200E-01    0.17677E+01    0.19595E+01    0.39031E+00   -0.26565E+00    0.61674E+00    0.10551E+01    0.13590E+00   -0.33937E-01    0.96662E+00    0.27589E+00   -0.19712E-03   -0.48889E-03   -0.84480E-03   -0.43983E-04   -0.44000E-02   -0.52800E-02    0.66604E-02    0.75535E-02    0.17619E+00   -0.63360E-02    0.76646E+00    0.58670E+00    0.33523E+00    0.29561E+00    0.76646E+00    0.96899E+01    0.77607E+01    0.58670E+00    0.33523E+00    0.29561E+00    0.56641E+00   -0.60483E+01    0.10215E+01    0.51178E+00    0.51178E+00    0.66452E+01    0.16503E+01    0.65030E+00   -0.65030E+00    0.16503E+01   -0.12161E-01   -0.44467E+00    0.44467E+00   -0.16546E+01   -0.16546E+01   -0.21616E+01   -0.21616E+01    0.34452E+00    0.39072E+00   -0.27831E+01    0.16366E+01    0.19639E+01   -0.35389E+00   -0.34381E+00   -0.11501E+02    0.33030E+02   -0.82578E+00   -0.11910E+01   -0.12295E+01   -0.11275E+01
   -0.76900E-01    0.19144E+01    0.22484E+01    0.44592E+00   -0.11891E+00    0.21313E+00    0.12345E+01    0.15609E+00   -0.38963E-01    0.10398E+01    0.10135E+01    0.96347E-04    0.23896E-03    0.41292E-03    0.21498E-04    0.21506E-02    0.25807E-02   -0.35196E-02   -0.26270E-01   -0.72154E-01    0.30969E-02    0.26185E+00    0.25067E+00    0.47918E+00    0.44303E+00   -0.26185E+00    0.37105E+01    0.23265E+01   -0.25067E+00   -0.47918E+00   -0.44303E+00    0.53591E+00   -0.33762E+01    0.93446E+00   -0.29007E+00    0.29007E+00    0.13087E+02    0.11031E+01    0.10312E+00    0.10312E+00   -0.11031E+01   -0.66776E-02   -0.58707E-01   -0.58707E-01   -0.82016E+00    0.82016E+00   -0.85674E+00    0.85674E+00    0.56851E-01    0.42433E+00   -0.14482E+01    0.19884E+01    0.23861E+01   -0.54987E+00   -0.55563E+00   -0.11445E+02    0.32696E+02   -0.10847E+01   -0.15644E+01   -0.16150E+01   -0.14810E+01
   -0.10770E+01    0.31986E+01    0.41587E+01    0.42710E+01    0.11986E+01    0.22146E+01    0.23872E+01    0.17438E+01   -0.37472E+00    0.14828E+01    0.22091E+01   -0.20880E-02   -0.17812E-02   -0.17812E-02   -0.20880E-02   -0.71250E-02   -0.71250E-02    0.79980E-02    0.17396E-01    0.29458E+00   -0.71250E-02   -0.18738E+01   -0.18534E+01   -0.54408E+01   -0.52718E+01   -0.18738E+01    0.11730E+03    0.15475E+03   -0.18534E+01   -0.54408E+01   -0.52718E+01    0.48548E+00   -0.83298E+01    0.15003E+01   -0.65140E+00   -0.65140E+00    0.14011E+02    0.28397E+01    0.18397E+01    0.18397E+01   -0.28397E+01   -0.47189E-02   -0.29270E+01   -0.29270E+01   -0.53662E+01   -0.53662E+01   -0.54254E+01   -0.54254E+01    0.18659E+00    0.40585E+00   -0.84811E+00    0.19123E+01    0.19123E+01   -0.53343E+00   -0.52445E+00   -0.11398E+02    0.27917E+02   -0.10733E+01   -0.13523E+01   -0.15485E+01   -0.15485E+01
   -0.11450E+00    0.21108E+01    0.25242E+01    0.13093E+01    0.77696E-01    0.98470E+00    0.13866E+01    0.49407E+00   -0.12169E+00    0.11301E+01    0.87422E+00   -0.96271E-04   -0.14824E-03   -0.25578E-03   -0.25462E-04   -0.11859E-02   -0.14224E-02    0.20079E-02    0.24010E-02    0.53167E-01   -0.17060E-02    0.29584E+00    0.28913E+00    0.40455E+00    0.39210E+00    0.29584E+00    0.44315E+01    0.41153E+01    0.28913E+00    0.40455E+00    0.39210E+00    0.30779E+00   -0.32772E+01    0.96088E+00    0.19902E+00    0.19902E+00    0.29940E+01    0.37856E+01    0.27856E+01    0.27856E+01   -0.37856E+01   -0.16062E-01   -0.15717E+01   -0.15717E+01   -0.42274E+01   -0.42274E+01   -0.43255E+01   -0.43255E+01    0.35017E+00    0.41873E+00   -0.20914E+01    0.14689E+01    0.17617E+01   -0.45036E+00   -0.44696E+00   -0.10760E+02    0.28513E+02   -0.87925E+00   -0.12434E+01   -0.13105E+01   -0.11959E+01
   -0.19680E+00    0.21769E+01    0.26566E+01    0.16258E+01    0.14340E+00    0.10501E+01    0.14594E+01    0.60009E+00   -0.14679E+00    0.11593E+01    0.93907E+00   -0.18774E-03   -0.18630E-03   -0.32247E-03   -0.58269E-04   -0.13041E-02   -0.15658E-02    0.19319E-02    0.23102E-02    0.51156E-01   -0.18800E-02    0.29741E+00    0.29171E+00    0.40670E+00    0.39611E+00    0.29741E+00    0.44080E+01    0.38895E+01    0.29171E+00    0.40670E+00    0.39611E+00    0.15358E+00   -0.16352E+01    0.91299E+00    0.33048E+00    0.33048E+00    0.14939E+01    0.75868E+01    0.65868E+01    0.65868E+01   -0.75868E+01   -0.19988E-01   -0.18544E+01   -0.18544E+01   -0.42274E+01   -0.42274E+01   -0.43100E+01   -0.43100E+01    0.35017E+00    0.41873E+00   -0.20914E+01    0.16787E+01    0.20156E+01   -0.45036E+00   -0.44749E+00   -0.11076E+02    0.30009E+02   -0.93996E+00   -0.13000E+01   -0.14106E+01   -0.12780E+01
