     Index  y_measurement      y_fitting   descriptor_1   descriptor_2
         1   -0.73000E-01   -0.13461E+00    0.73061E+00    0.97052E+00
         2   -0.12240E+00   -0.14696E+00    0.77563E+00    0.97685E+00
         3   -0.68400E-01   -0.11879E+00    0.67283E+00    0.98420E+00
         4   -0.60000E-01   -0.10812E+00    0.63510E+00    0.76077E+00
         5   -0.95500E-01   -0.11434E+00    0.65810E+00    0.70308E+00
         6   -0.55200E-01   -0.10314E+00    0.61674E+00    0.79485E+00
         7   -0.76900E-01    0.71114E-02    0.21313E+00    0.10462E+01
         8   -0.10770E+01   -0.10909E+01    0.22146E+01    0.37470E+03
         9   -0.36140E+00   -0.53451E+00    0.19632E+01    0.43184E+02
        10   -0.11450E+00   -0.20420E+00    0.98470E+00    0.93601E+00
        11   -0.84900E-01   -0.18680E+00    0.92106E+00    0.96256E+00
        12   -0.51090E+00   -0.43619E+00    0.18305E+01    0.10477E+01
        13   -0.24870E+00   -0.19683E+00    0.95842E+00    0.81956E+00
        14   -0.42970E+00   -0.23245E+00    0.10888E+01    0.74480E+00
        15   -0.20360E+00   -0.19441E+00    0.94948E+00    0.83811E+00
        16   -0.50170E+00   -0.51003E+00    0.20997E+01    0.10836E+01
        17   -0.37490E+00   -0.40879E+00    0.17356E+01    0.10357E+00
        18   -0.74080E+00   -0.41272E+00    0.17504E+01    0.18817E-01
        19   -0.33500E+00   -0.32448E+00    0.14257E+01    0.52953E+00
        20   -0.45320E+00   -0.52091E+00    0.21409E+01    0.80766E+00
        21   -0.37710E+00   -0.40850E+00    0.17299E+01    0.96994E+00
        22   -0.29730E+00   -0.23866E+00    0.11109E+01    0.84745E+00
        23   -0.17380E+00   -0.24493E+00    0.11339E+01    0.82135E+00
        24   -0.24740E+00   -0.27067E+00    0.12285E+01    0.69510E+00
        25   -0.15630E+00   -0.24394E+00    0.11303E+01    0.82074E+00
        26   -0.13960E+00   -0.14636E+00    0.77454E+00    0.77434E+00
        27   -0.24600E+00   -0.16145E+00    0.83002E+00    0.69092E+00
        28   -0.11410E+00   -0.14393E+00    0.76552E+00    0.79905E+00
        29   -0.22910E+00   -0.23144E+00    0.10844E+01    0.87847E+00
        30   -0.31450E+00   -0.27462E+00    0.12424E+01    0.79180E+00
        31   -0.17230E+00   -0.22281E+00    0.10529E+01    0.87687E+00
        32   -0.26870E+00   -0.26247E+00    0.11977E+01    0.85810E+00
        33   -0.50810E+00   -0.54012E+00    0.22108E+01    0.84286E+00
        34   -0.39760E+00   -0.42466E+00    0.17888E+01    0.97793E+00
        35   -0.33830E+00   -0.31983E+00    0.14073E+01    0.79839E+00
        36   -0.64700E+00   -0.50523E+00    0.20823E+01    0.10669E+01
        37   -0.43320E+00   -0.60961E+00    0.24643E+01    0.84910E+00
        38   -0.39430E+00   -0.46786E+00    0.19467E+01    0.92712E+00
        39   -0.68740E+00   -0.58490E+00    0.17541E+01    0.11643E+03
        40   -0.41800E+00   -0.39520E+00    0.14738E+01    0.39661E+02
        41   -0.49870E+00   -0.51606E+00    0.21223E+01    0.97183E+00
        42   -0.46700E-01   -0.45170E-01    0.40419E+00    0.98834E+00
        43   -0.63130E+00   -0.49405E+00    0.20413E+01    0.11071E+01
