     Index  y_measurement      y_fitting   descriptor_1   descriptor_2   descriptor_3
         1   -0.73000E-01   -0.13245E+00    0.73061E+00    0.97052E+00    0.14070E-01
         2   -0.12240E+00   -0.14457E+00    0.77563E+00    0.97685E+00    0.15941E-01
         3   -0.68400E-01   -0.11694E+00    0.67283E+00    0.98420E+00    0.12253E-01
         4   -0.60000E-01   -0.10644E+00    0.63510E+00    0.76077E+00    0.28330E-01
         5   -0.95500E-01   -0.11254E+00    0.65810E+00    0.70308E+00    0.36481E-01
         6   -0.55200E-01   -0.10156E+00    0.61674E+00    0.79485E+00    0.23592E-01
         7   -0.76900E-01    0.65667E-02    0.21313E+00    0.10462E+01    0.10441E-02
         8   -0.10770E+01   -0.11096E+01    0.22146E+01    0.37470E+03   -0.20286E+04
         9   -0.36140E+00   -0.36964E+00    0.19632E+01    0.43184E+02   -0.41480E+05
        10   -0.11450E+00   -0.20071E+00    0.98470E+00    0.93601E+00    0.73007E-01
        11   -0.84900E-01   -0.18365E+00    0.92106E+00    0.96256E+00    0.62260E-01
        12   -0.51090E+00   -0.42830E+00    0.18305E+01    0.10477E+01   -0.84951E-01
        13   -0.24870E+00   -0.19347E+00    0.95842E+00    0.81956E+00    0.97389E-01
        14   -0.42970E+00   -0.22840E+00    0.10888E+01    0.74480E+00    0.12861E+00
        15   -0.20360E+00   -0.19109E+00    0.94948E+00    0.83811E+00    0.83752E-01
        16   -0.50170E+00   -0.50074E+00    0.20997E+01    0.10836E+01   -0.22395E-01
        17   -0.37490E+00   -0.40216E+00    0.17356E+01    0.10357E+00    0.22044E+03
        18   -0.74080E+00   -0.74526E+00    0.17504E+01    0.18817E-01    0.87948E+05
        19   -0.33500E+00   -0.32047E+00    0.14257E+01    0.52953E+00    0.47131E+03
        20   -0.45320E+00   -0.51138E+00    0.21409E+01    0.80766E+00   -0.10071E+01
        21   -0.37710E+00   -0.40113E+00    0.17299E+01    0.96994E+00   -0.61220E+00
        22   -0.29730E+00   -0.23451E+00    0.11109E+01    0.84745E+00    0.23024E+00
        23   -0.17380E+00   -0.24065E+00    0.11339E+01    0.82135E+00    0.41489E+00
        24   -0.24740E+00   -0.26589E+00    0.12285E+01    0.69510E+00    0.60969E+00
        25   -0.15630E+00   -0.23968E+00    0.11303E+01    0.82074E+00    0.36938E+00
        26   -0.13960E+00   -0.14396E+00    0.77454E+00    0.77434E+00    0.91978E-01
        27   -0.24600E+00   -0.15874E+00    0.83002E+00    0.69092E+00    0.12485E+00
        28   -0.11410E+00   -0.14157E+00    0.76552E+00    0.79905E+00    0.78034E-01
        29   -0.22910E+00   -0.22743E+00    0.10844E+01    0.87847E+00    0.22414E+00
        30   -0.31450E+00   -0.26978E+00    0.12424E+01    0.79180E+00    0.29967E+00
        31   -0.17230E+00   -0.21896E+00    0.10529E+01    0.87687E+00    0.19988E+00
        32   -0.26870E+00   -0.25786E+00    0.11977E+01    0.85810E+00    0.33313E+00
        33   -0.50810E+00   -0.53023E+00    0.22108E+01    0.84286E+00   -0.48525E+00
        34   -0.39760E+00   -0.41698E+00    0.17888E+01    0.97793E+00   -0.31062E+00
        35   -0.33830E+00   -0.31417E+00    0.14073E+01    0.79839E+00    0.11913E+02
        36   -0.64700E+00   -0.49603E+00    0.20823E+01    0.10669E+01   -0.25602E+00
        37   -0.43320E+00   -0.59839E+00    0.24643E+01    0.84910E+00   -0.20203E+01
        38   -0.39430E+00   -0.45935E+00    0.19467E+01    0.92712E+00   -0.14166E+01
        39   -0.68740E+00   -0.58834E+00    0.17541E+01    0.11643E+03   -0.83804E+02
        40   -0.41800E+00   -0.39163E+00    0.14738E+01    0.39661E+02   -0.33719E+03
        41   -0.49870E+00   -0.50664E+00    0.21223E+01    0.97183E+00   -0.45821E-01
        42   -0.46700E-01   -0.44713E-01    0.40419E+00    0.98834E+00    0.19394E-02
        43   -0.63130E+00   -0.48507E+00    0.20413E+01    0.11071E+01   -0.15642E+00
